NSC,CID,SMILES
672670,495913,CC(C)CC1C(=O)NCCC(C(=O)NC(C(=O)NC(NC1=O)CC2=CC=CC=C2)CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)OC(C)(C)C)NC(=O)OC(C)(C)C
672671,22210525,CC(C)CC1C(=O)NCCC(C(=O)NC(C(=O)NC(NC1=O)CC2=CC=CC=C2)CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)O)N.C(=O)(C(F)(F)F)O
672674,383889,CC(C)(C)OC(=O)CC(C(=O)NC1CCCCC1C(=O)OCC2=CC=CC=C2)NC(=O)OC(C)(C)C
672676,495917,COC(=O)C(C1CCCCC1)NC(=O)C(CC(=O)OCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3
672805,383894,CC(C1=CC(=CC=C1)C(F)(F)F)NNC(=O)C2=CC=NC=C2
672864,5468611,CCOP(=O)(C(=CC1=CC=CN1N(C)C)C#N)OCC
672866,5468613,CCOP(=O)(C(=CC1=CN=C(N1)C2=CC=CC=C2)C#N)OCC
672868,5468615,C1=C(OC(=C1)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C=CC#N
672876,383920,CN1CCC2=CC(=C(C=C2C(O1)C=C)OC)OC
672878,383922,CN1CCC2=CC(=C(C=C2C(O1)C(=C)C3=CC=CC=C3)OC)OC
672883,383927,CCOC(=O)CCC(C(=O)OCC)NC(=O)C1=CC=C(C=C1)NC2=NC3=C(C=CC(=C3)C(F)(F)F)N=C2C(=O)OCC
672904,383939,CCCCCCCCCCCCCCCC[N+](C)(C)CCl.[Cl-]
672907,5468621,C1=CC=NC(=C1)C=C2C=C3C4=C(C2=O)C=CC=C4C(=O)O3
672916,383952,C1=CC=C(C=C1)CC(C(=O)NCP(=O)(O)O)NC(=O)CCC(C(=O)O)N
672918,383954,C(CC(=O)NCP(=O)(O)O)C(C(=O)O)N
672974,54600921,CCCCCCCCCCCCCCCCOP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O.[Na+]
672975,54608187,CCCCCCCCCCCCCCCCP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O.[Na+]
672990,5468625,CC1CC(CC2C1(CC3=C(C2O)OC=C3C)C)OC(=O)C=CSC
673095,6477486,CCC(=NNC(=S)NN=C(CC)C=CC1=CC=CC=C1)C=CC2=CC=CC=C2
673099,135422862,CC1=C(C(=O)NC(=N1)C)N2CCN(CC2)C#N
673100,135401754,CC1=C(C(=O)NC(=N1)C)N2CCN(CC2)C(=O)O
673103,135427646,CC1=C(C(=O)NC(=N1)C)N2CCN(CC2)S(=O)(=O)N
673104,135426540,CC1=C(C(=O)NC(=N1)C)N2CCN(CC2)S(=O)(=O)N(CC3=CC=CC=C3)CC4=CC=CC=C4
673105,135489784,CC1=C(C(=O)NC(=N1)C)N2CCN(CC2)[N+](=O)[O-]
673106,135489785,CCOC(=O)CCC(C(=O)OCC)NC(=O)N1CCN(CC1)C2=C(N=C(NC2=O)C)C
673107,135444429,CC1=C(C(=O)NC(=N1)C)N2CCN(CC2)C(=O)NC(CCC(=O)O)C(=O)O
673117,384013,CC(=O)N1C2C(=NN=C(S2)N(C)C)C3=CC=CC=C31
673131,384021,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NC3=CN(C(=C3)C(=O)NCCCN(C)C)C)C)NC(=O)CCCN4C=CC(=C4CO)CO
673132,384022,CC(=O)OC1=C(C=C(C=C1)C2=CC3=CC=CC=C3OC2=O)OC(=O)C
673134,384024,CC(=O)OC1=CC=C(C=C1)C2=CC3=CC=CC=C3OC2=O
673135,384025,CC(=O)OC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)OC(=O)C)OC2=O
673137,384027,CC(=O)OC1=CC2=C(C=C1)C=C(C(=O)O2)C3=CC=CC=C3OC(=O)C
673139,6268884,C1COCCN1C(=C(C(=C(Cl)Br)Cl)[N+](=O)[O-])N2CCOCC2
673140,5853283,C1=CC=C(C=C1)NC(=C(C(=C(Cl)Br)Cl)[N+](=O)[O-])NC2=CC=CC=C2
673141,5971834,CC1=CC(=C(C=C1)NC(=C(C=C([N+](=O)[O-])Cl)[N+](=O)[O-])NC2=C(C=C(C=C2)C)C)C
673144,3005114,C(#N)SC(=C([N+](=O)[O-])Cl)C(=C(Cl)Cl)Cl
673146,384035,C1=CC=C(C=C1)CNC(=C(C(=C(Cl)Cl)Cl)[N+](=O)[O-])NCC2=CC=CC=C2
673150,1617552,C1CCN(CC1)C(=C(C(=C(Cl)Cl)Cl)[N+](=O)[O-])SC2=CC=CC=C2
673151,1617553,C1COCCN1C(=C(C(=C(Cl)Cl)Cl)[N+](=O)[O-])SC2=CC=CC=C2
673155,1617554,C1CCN(CC1)C(=C(C(=C(Cl)Br)Cl)[N+](=O)[O-])N2CCCCC2
673181,9571931,C1CN=C(N1)NN=CC2=CC=CC3=CC4=C(C=NC=C4)N=C32.Br
673182,384058,CCCCNC1CCC2(C3=C1C4=CC=CC=C4N3)SCCS2
673183,384059,CCCCN(C1CCC(=O)C2=C1C3=CC=CC=C3N2)C(=O)C4=CC=CC=C4
673185,384060,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CO6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
673186,384061,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=COC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
673187,384062,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CO7)(CO4)OC(=O)C)O)C)OC(=O)C
673188,384063,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=C(C=C7)F)(CO4)OC(=O)C)O)C)OC(=O)C
673190,384065,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=NC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
673191,384066,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC(=CC=C7)C(F)(F)F)(CO4)OC(=O)C)O)C)OC(=O)C
673192,384067,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=C(C=C6)N)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
673193,384068,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=C(C=C6)N(C)C)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
673294,384072,CN1C2=C(C=C(C(=C2)Cl)C(CN3CCN(CC3)CC4=CC=CC=N4)O)OC1=O
673295,384073,COC1=CC2=C(CC3(C2=O)C(C4C(C3C5=CC=CC=C5)C(=O)C6=C4C=CC(=C6)OC)C7=CC=CC=C7)C=C1
673297,384075,COC1=C(C=C2C(=C1)CC3(C2=O)C(C4C(C3C5=CC=CC=C5)C(=O)C6=CC(=C(C=C46)OC)OC)C7=CC=CC=C7)OC
673298,384076,COC1=CC(=CC(=C1OC)OC)C2C3C(C(C24CC5=CC=CC=C5C4=O)C6=CC(=C(C(=C6)OC)OC)OC)C(=O)C7=CC=CC=C37
673300,384078,CC1(COC(=N1)C2=CC(=CC=C2)C(C3=CC=C(C=C3)Cl)O)C
673303,384081,CC(C)(CC1=CC=CC=C1)CC2=C(C=CC(=C2)O)O
673319,384097,C1=C(C=C(C(=C1Cl)O)Cl)CCNC2=CC(=O)C3=C(C2=O)NC=N3
673320,24202492,CCN(CC)CC.C1=CC(=C(C=C1CCNC2=CC(=O)C3=C(C2=O)NC=N3)[N+](=O)[O-])O
673321,384098,COC1=CC(=O)C2=C(NN=C2C1=O)CCNC(=O)OCC3=CC=CC=C3
673322,384099,COC1=CC2=NCCC3=C2C(=C1O)N=N3.I
673341,5466063,CSCCC(C(=O)O)NCC1=C(C=CC2=C1OC(=O)C=C2)O
673343,384114,C1CC1CNC2=C3C(=O)C=CC(=O)C3=C(C=C2)NCC4CC4
673344,384115,C=CC(=O)NC1=C2C(=C(C=C1)NC(=O)C=C)C(=O)C3=CC=CC=C3C2=O
673347,384118,C1C(O1)COC2=CC=C(C3=CC=CC=C32)OCC4CO4
673348,384119,C1C(O1)CNC2=CC=CC3=C2C(=O)C4=CC=CC=C4C3=O
673349,384120,CCCNCC(CNC1=C2C(=C(C=C1)NCC(CNCCC)O)C(=O)C3=CC=CC=C3C2=O)O
673350,176718,C1C(O1)COC2=C3C(=C(C=C2)OCC4CO4)C(=O)C5=CC=CC=C5C3=O
673414,384126,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCCNCCCNC(=O)C4=CC(=NC5=CC=CC=C54)C6=CC=CC=C6
673415,384127,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCCNCCN4C(=O)C5=CC=CC6=CC(=CC(=C65)C4=O)[N+](=O)[O-]
673418,384131,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCCNCCNC(=O)C4=C(C(=CC=C4)O)O
673420,384133,COC1=CC=C(C=C1)SCC2=C(C=CC(=C2)OC)OC
673421,384134,C1=CC(=CC=C1O)SCC2=C(C=CC(=C2)O)O
673423,384136,COC1=CC(=CC(=C1OC)OC)CSC2=CC=C(C=C2)O
673428,384141,COC1=CC(=C(C=C1)OC)CSC2=CC(=C(C=C2)OC)OC
673429,384142,COC1=CC=C(C=C1)CSCC2=CC(=C(C(=C2)OC)OC)OC
673435,384148,C1C2=C(C3=CC=CC=C3NC1=O)N=C(C=C2C4=CC=CC=C4)C5=CC=CC=C5
673437,384149,CSC1=NC2=CC=CC=C2C3=C(C1)C(=CC(=N3)C4=CC=CC=C4)C5=CC=CC=C5
673445,384156,CN1C(=O)C2C3C=CC(C2C1=O)(O3)COCC#C
673448,384158,C1=C2C=C(C=NC2=C(C=C1Cl)[N+](=O)[O-])Br
673449,384159,C1=C2C=C(C=NC2=C(C=C1Br)[N+](=O)[O-])Cl
673450,384160,C1=CC2=CC(=CC(=C2N=C1)O)F
673451,24691,C1=CC2=C(C(=C(C=C2)Cl)O)N=C1
673452,384161,C1=CC2=C(C(=C(C=C2)Br)O)N=C1
673453,384162,C1=CC2=CC(=CC(=C2N=C1)O)Cl
673454,384163,C1=CC2=CC(=CC(=C2N=C1)O)Br
673455,384164,C1=CC2=C(C=CN=C2C(=C1)O)Cl
673456,384165,C1=CC2=C(C=CN=C2C(=C1)O)Br
673457,384166,C1=CC2=CC(=CN=C2C(=C1)O)Cl
673458,384167,C1=CC2=CC(=CN=C2C(=C1)O)Br
673463,384172,C1=C2C=C(C=NC2=C(C=C1Cl)O)Cl
673464,384173,C1=C2C=C(C=NC2=C(C=C1Br)O)Br
673498,384174,C1=C2C=C(C=NC2=C(C=C1Cl)O)Br
673499,384175,C1=C2C=C(C=NC2=C(C=C1Br)O)Cl
673500,3847619,CC(C)CCCC(CBr)(C(=C)Cl)Cl
673503,132430,CC(C)(C(CCC(CBr)(C(=C)Cl)Cl)Br)Cl
673516,5367729,CN(C)C=CC1=NN=NN1C2=CC=C(C=C2)I
673517,5367163,C1=CC=C(C=C1)NC=CC2=NN=NN2C3=CC=CC=C3
673535,5468654,CC(C)(C1=CC=CCCCCCCCCCC1)O
673591,468671,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C6=C(C=C5N=C4C3=C2)OCO6)Cl)O
673592,123614,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=CC6=C(C=C51)OCO6
673593,101684193,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=CC6=C(C(=C51)N)OCO6
673594,468672,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC6=C(C=C5N=C4C3=C2)OCO6)C)O
673595,10385778,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=CC=CC(=C51)N
673596,104842,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)O
673597,6182119,COC(=O)C=CCCC#CC1=CC=CC=C1C#CCCC=CC(=O)OC
673606,384201,COC1=CC(=CC(=C1OC)OC)C2C3=CC4=C(C=C3C(C5N2C(=O)CC5)O)OCO4
673610,384205,COC1=CC(=CC(=C1OC)OC)C2C3=CC4=C(C(=C3C(=O)C5N2C(=O)CC5)O)OCO4
673622,384217,COC1=CC=C(C=C1)C(C2=CC(=C(C(=C2)OC)OC)OC)N3C(CCC3=O)C(=O)OC
673629,384224,COC1=CC=C(C=C1)C(C2=CC3=C(C=C2)OCO3)O
673631,384226,CC(C)(C)C(=O)OCOP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)N=[N+]=[N-])O)OCOC(=O)C(C)(C)C
673650,5468197,CN1CC(=CC2=CC=CC=C2[N+](=O)[O-])C(=O)C(=CC3=CC=CC=C3[N+](=O)[O-])C1
673652,384235,CCNC1=C(C=C2CCC3C(C2=C1)CCC4(C3CCC4O)C)O
673784,384243,CC1=CC(=NO1)NC2=CC(=O)C(=O)C3=CC=CC=C32
673785,384244,CC1=C(ON=C1)NC2=CC(=O)C(=O)C3=CC=CC=C32
673787,133732,CC1=C(ON=C1C)NC2=CC(=O)C(=O)C3=CC=CC=C32
673788,9571500,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC(=NC3=C(C(=NO3)C)C)C4=CC=CC=C4C2=O
673789,125178,CC(CN(C)C)NC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-]
673790,149747,CC(C)NCCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-]
673791,149592,CCCCCCNCCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-]
673792,384246,C1=CC=C2C(=C1)C(=C3C(=N2)C=CC=C3[N+](=O)[O-])NCCNCCO
673793,384247,COC1=CC2=C(C3=C(C=CC=C3[N+](=O)[O-])N=C2C=C1)NCCN(CCO)CCO
673794,384248,CCCCCCNCCCNC1=C2C=C(C=CC2=NC3=C1C(=CC=C3)[N+](=O)[O-])OC
673795,384249,COC1=CC2=C(C3=C(C=CC=C3[N+](=O)[O-])N=C2C=C1)NCCNCCO
673796,384250,CN(C)CCNCCNC1=C2C=C(C=CC2=NC3=C1C(=CC=C3)[N+](=O)[O-])OC
673797,384251,COC1=CC2=C(C3=C(C=CC=C3[N+](=O)[O-])N=C2C=C1)NCCCO
673798,384252,CC(CN(C)C)NC1=C2C=C(C=CC2=NC3=C1C(=CC=C3)[N+](=O)[O-])OC
673799,384253,COC1=CC2=C(C3=C(C=CC=C3[N+](=O)[O-])N=C2C=C1)NCCCCCC(=O)O
673800,384254,CNCCCNC1=C2C=C(C=CC2=NC3=C1C(=CC=C3)[N+](=O)[O-])OC
673801,384255,CN(C)CCCCCNC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)[N+](=O)[O-])OC
673802,384256,COC1=CC2=C(C3=C(C=C(C=C3)[N+](=O)[O-])N=C2C=C1)NCCO
673803,384257,COC1=CC2=C(C3=C(C=C(C=C3)[N+](=O)[O-])N=C2C=C1)NCCCN(CCO)CCO
673804,384258,CN(C)CCCNC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)[N+](=O)[O-])OC
673805,384259,COC(=O)CCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-]
673807,384261,CC1(N(C2=CC=CC=C2N1C(=O)C3=CC=CC=C3)C(=O)C4=CC=CC=C4)C#N
673811,384263,C1C(SC2=CC=CC=C2N3C1(ON=C3C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=C(C=C6)Br
673814,384266,C1C(SC2=CC=CC=C2N3C1(ON=C3C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=C(C=C6)[N+](=O)[O-]
673824,54608680,[C-]#[O+].[C-]#[O+].[C-]#[O+].C1=CC=C(C=C1)C=CC2=CC=C(C=C2)[N+](=O)[O-].[Cr]
673827,5466066,CC(=NNC(=S)NN=C(C)C1=CC=CC=N1)C2=CC=CC=N2
673828,5466067,CC(=NNC(=O)NN=C(C)C1=CC=CC=N1)C2=CC=CC=N2
673830,5466069,CCNC(=S)NN=C(C)C1=CC=CC(=N1)C
673831,5494351,CC1=NC(=CC=C1)C(=NNC(=S)N2CCCCC2)C
673832,7728685,CCNC(=S)NN=CC1=CC=CC=N1
673833,9554745,CCN(CC)C(=S)NN=CC1=CC=CC=N1
673834,135484933,CCNC(=S)NN=CC1=C(C=CC(=C1)OC)O
673835,135484931,CCNC(=S)NN=CC1=C(C=CC(=C1)[N+](=O)[O-])O
673836,135484935,CCN(CC)C(=S)NN=CC1=C(C=CC(=C1)OC)O
673837,135484937,CCN(CC)C(=S)NN=CC1=C(C=CC(=C1)[N+](=O)[O-])O
673838,6477487,CC(=NNC(=S)NN=C(C)C=CC1=CC=CC=C1)C=CC2=CC=CC=C2
673841,135489789,C1=CC(=CC=C1N=NC2=C3N=C(C4=C(NN=C4N3N=C2N)N)N)Br
673843,384285,CSC1=C(C(=NC2=C(C(=NN21)N)N=NC3=CC=C(C=C3)Br)N)C#N
673844,384286,CSC1=C(C(=NC2=C(C(=NN21)N)N=NC3=CC=C(C=C3)Cl)N)C#N
673913,384296,CS(=O)(=O)NC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
673914,384297,COC1(C2(C3COCC3C1(C(=C2Cl)Cl)Cl)Cl)OC
673916,384299,CCOC1(C2C=CC1C(C2COS(=O)(=O)C3=CC=C(C=C3)C)COS(=O)(=O)C4=CC=C(C=C4)C)OCC
673921,54608769,CC1CC(CCC1=NNS(=O)(=O)C2=CC=C(C=C2)C)C(C)(C)C
673993,384309,CC1=CC(=C(C=C1Cl)S)S(=O)(=O)NC2=NN=C3N2C=C(C=C3Cl)C(F)(F)F
674007,5480392,CC1=CC(=C(C=C1Cl)S)S(=O)(=O)N=C(NC2=CC=C(C=C2)Cl)NN
674009,384325,CC1=CC(=C(C=C1Cl)S)S(=O)(=O)NC2=NCCCN2
674019,16129908,C1=CC=C2C=C(C=CC2=C1)NC3=NC(=NN3)NS(=O)(=O)C4=C(C=C(C(=C4)C(=O)NC5=CC=C(C=C5)Cl)Cl)SSC6=C(C=C(C(=C6)Cl)C(=O)NC7=CC=C(C=C7)Cl)S(=O)(=O)NC8=NNC(=N8)NC9=CC1=CC=CC=C1C=C9
674049,384346,C1CC2(C(C(C(C1N2)O)O)O)O
674050,384347,C1C(C(C2N1C(C(C2O)O)O)O)O
674065,5468670,COC1=C(C=C(C=C1)C=C2C3=CC(=C(C=C3CCN2C(=O)C4=CC=CC=C4)OC)OC)OC
674066,384359,COC1=CC2=C(C=C1)NC=C2C3C4CCC(C4)C3NCC5=CC(=CC=C5)CNC6C7CCC(C7)C6C8=CNC9=C8C=C(C=C9)OC
674067,384359,COC1=CC2=C(C=C1)NC=C2C3C4CCC(C4)C3NCC5=CC(=CC=C5)CNC6C7CCC(C7)C6C8=CNC9=C8C=C(C=C9)OC
674068,384360,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)NC2=CC(=C(C=C2S(=O)(=O)N)Br)Br
674071,384361,CN(C)CC1=C(C=CC(=C1)N=NC2=CC=CC=C2)O
674076,384366,CC1=CC(=CC=C1)N=NC2=CC(=C(C=C2)O)CN(C)C
674078,384368,CC1=C(C=C(C=C1)N=NC2=CC(=C(C=C2)O)CN(C)C)C
674079,384369,CC1=C(C(=CC=C1)C)N=NC2=CC(=C(C=C2)O)CN(C)C
674085,384377,CN(CCNC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=CC=C3)CCNC(=O)C4=CC(=NC5=CC=CC=C54)C6=CC=CC=C6
674091,384384,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCCNCCCCNCCCNC(=O)C4=CC(=NC5=CC=CC=C54)C6=CC=CC=C6
674092,384385,C1CN(CCN1CCCNC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4)CCCNC(=O)C5=CC(=NC6=CC=CC=C65)C7=CC=CC=C7.Cl
674093,384387,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCCCCCCCNC(=O)C4=CC(=NC5=CC=CC=C54)C6=CC=CC=C6
674096,135399871,CC(=NNC(=S)NC)C1=NC2=C(N1)C=CC=N2
674097,135440007,CC(C)NC(=S)NN=C(C)C1=NC2=C(N1)C=CC=N2
674098,135440008,CCC(C)NC(=S)NN=C(C)C1=NC2=C(N1)C=CC=N2
674099,135440009,CC(=NNC(=S)NC(C)(C)C)C1=NC2=C(N1)C=CC=N2
674100,135440010,CC(=NNC(=S)N(C)C)C1=NC2=C(N1)C=CC=N2
674101,135440011,CC(=NNC(=S)NC1CCCCC1)C2=NC3=C(N2)C=CC=N3
674102,135440012,CC(=NNC(=S)NC1=CC=CC=C1)C2=NC3=C(N2)C=CC=N3
674103,135424828,CC(=NNC(=S)NC1=CC=C(C=C1)Cl)C2=NC3=C(N2)C=CC=N3
674105,135440013,CC(=NNC(=S)NC1=CC=C(C=C1)OC)C2=NC3=C(N2)C=CC=N3
674106,135440014,CC1=CC=C(C=C1)NC(=S)NN=C(C)C2=NC3=C(N2)C=CC=N3
674108,135440015,CC(=NNC(=S)N1CCCC1)C2=NC3=C(N2)C=CC=N3
674118,384395,CCCC1(CC(OC2C1OC(OC2)C3=CC=CC=C3)OC)NC(=O)C(F)(F)F
674120,384396,C1=CC=C(C=C1)I=C(S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
674127,384400,CC1=C(C(=C2C(=N1)N=C(N(C2=O)CCN3CCOCC3)C)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)CCCCCCCCCCN5CCC(CC5)(C6=CC=CC=C6)C7=CC=CC=C7.Cl
674131,384403,CC(C)C(=O)OC1=CC=C(C=C1)C(C=C)OC(=O)C(C)C
674176,384404,CC(=O)OC1C(OCOC(C1OC(=O)C)CN=[N+]=[N-])CN=[N+]=[N-]
674177,384405,C1COC(C(OCC2=CC(=CC(=C2[O-])COC(C(OCCO1)C3=CC=CC=C3)C4=CC=CC=C4)[N+]5=C(C=C(C=C5C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=CC=C9)C1=CC=CC=C1
674178,16129909,C1C2=NC(=CC=C2)COC(C(OCC3=CC(=CC(=C3[O-])COC(C(O1)C4=CC=CC=C4)C5=CC=CC=C5)[N+]6=C(C=C(C=C6C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=CC=C9)C1=CC=CC=C1)C1=CC=CC=C1
674182,384407,COC(=O)C(CC1=CC=CC=C1)NP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)F)O
674184,384409,COC(=O)C(CC1=CNC2=CC=CC=C21)NP(=O)(O)OCC3C(CC(O3)N4C=C(C(=O)NC4=O)F)O
674192,6331387,[B]C(=O)NC(CC(C)C)C(=O)NCC(=O)NC1C(C(=O)C2=C1C=CS2)O.CN(C)C
674196,135450441,CC12C=CC(=CC1=C(C(=N)N2CC3=CC=CC=C3)C(=O)OC(C)(C)C)O
674198,384421,CC1=NC2=C(C3=C(N2CC4=CC=CC=C4)C=CC(=C3)OC(=O)C)C(=O)O1
674199,384422,CC1=C2C(=C(N1)C3=CC=CC=C3)N=C(OC2=O)N(C)C
674200,384423,CC1=C2C(=C(N1)C3=CC=CC=C3)N=C(OC2=O)C
674201,135450442,CC12C=CC(=CC1=C(C(=N)N2COC)C(=O)OC(C)(C)C)O
674203,384426,CC1=NC2=C(C3=C(N2COC)C=CC(=C3)OC(=O)C)C(=O)O1
674211,384434,CC1=C(N(C2=C1C(=O)OC(=N2)C)COC)C
674212,5468677,C1=CC=C(C=C1)C=C(CN2C=CN=C2)C3=CC=C(C=C3)Cl
674213,5468678,C1=CC=C(C=C1)C=C(CN2C=CN=C2)C3=CC=C(C=C3)[N+](=O)[O-]
674214,5468679,C1=CC=C(C=C1)C=C(CN2C=CN=C2)C3=CC=C(C=C3)Cl
674215,384437,COC1=CC(=CC2=C1OC(=N2)C3=CC=CS3)Br
674219,384438,CC1(C2CCC13CS(=O)(=O)N(C3C2)C(=O)C4CCC(=C5C4N(C6=CC=CC=C65)C)C7=CC=CC=C7)C
674220,384439,CC1=C2C(C(CC1)C(=O)N3C4CC5CCC4(C5(C)C)CS3(=O)=O)N(C6=CC=CC=C62)S(=O)(=O)C7=CC=CC=C7
674222,384441,C1CCOC2=NN(CCCCOC3=NN(C1)C4=C3C=C(C=C4)[N+](=O)[O-])C5=C2C=C(C=C5)[N+](=O)[O-]
674223,384442,CC(C)(C)C1NC(=O)CN1C(=O)OCC2=CC=CC=C2
674224,384443,CC(C)(C)C1NC(=O)CN1C(=O)OCC2=CC=CC=C2
674225,384444,CN1C2=C(C=C(C=C2)CC(=O)OC)SC3=C1C=C(C=C3)CC(=O)OC
674233,384453,CCOC(=O)C1=CC=C(N1)C2=CC=CS2
674256,384454,CC(=O)C1=NC2=CC=CC=C2N1CC(=O)C3=CC=CC=C3
674257,384455,CC(=O)C1=NC2=CC=CC=C2N1CC(=O)C3=CC=C(C=C3)Cl
674258,384456,CC(=O)C1=NC2=CC=CC=C2N1CC(=O)C3=CC=C(C=C3)OC
674259,384457,CC(=O)C1=NC2=CC=CC=C2N1CC(=O)C3=CC=C(C=C3)[N+](=O)[O-]
674261,384459,C1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=C2C(=O)C4=CC=CC=C4
674262,384460,C1=CC=C(C=C1)C(=O)C2=NC3=CC=CC=C3N2CC(=O)C4=CC=C(C=C4)Cl
674263,384461,C1=CC=C(C=C1)C2=CN3C4=CC=CC=C4N=C3C(=C2)O
674264,384462,CC1=CC=C(C=C1)C2=CN3C4=CC=CC=C4N=C3C(=C2)O
674265,384463,C1=CC=C2C(=C1)N=C3N2C=C(C=C3O)C4=CC=C(C=C4)Cl
674268,384466,CC1=C(C=C(C2=NC3=CC=CC=C3N12)O)C4=CC=CC=C4
674270,384468,CC1=NC(=CN2C1=NC3=CC=CC=C32)C4=CC=CC=C4
674271,384469,CC1=CC=C(C=C1)C2=CN3C4=CC=CC=C4N=C3C(=N2)C
674272,384470,CC1=NC(=CN2C1=NC3=CC=CC=C32)C4=CC=C(C=C4)Cl
674273,384471,CC1=NC(=CN2C1=NC3=CC=CC=C32)C4=CC=C(C=C4)OC
674276,384474,C1=CC=C(C=C1)C2=CN3C4=CC=CC=C4N=C3C(=N2)C5=CC=CC=C5
674278,384476,C1=CC=C(C=C1)C2=NC(=CN3C2=NC4=CC=CC=C43)C5=CC=C(C=C5)Cl
