NSC,CID,SMILES
146769,4261343,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)NC3=CC=NC=C3)[N+](=O)[O-]
146771,4532204,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)NC3=CC=NC=C3)NC4=C5C=C(C=CC5=NC=C4)[N+](=O)[O-]
146848,287272,C1=CC(=CC(=C1)C(=O)O)COC2=C(C=C(C=C2)[N+](=O)[O-])Cl
146865,5382602,CC(=NOC(=O)C)C1=CC2=CC(=C(C=C2C=C1)OC)OC
147811,287724,COC1=C(C=C2C(=C1)C=CN=C2C=O)OC
148180,135400584,C1=CC=C(C=C1)C(=O)NN=CC2=CC=CC=C2O
148290,422867,C1CCC(CC1)NC2CCCCC2.C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)SCC(C(=O)O)N=CC4=CC=CS4
148339,62379,CCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-]
148484,288059,CC1=CC(=C(C(=O)N1C)CN2C(=O)C3=CC=CC=C3C2=O)C(=O)CBr
148596,288087,C1=CC=C2C(=C1)C(=O)C=C(C2=O)SCCO
148790,288101,CC(=O)OC1CC2(C3CCC4CC(CCC4(C3CCC2(C1C5=CC(=O)OC5)C)C)O)O
148823,98569,CN1C2CC3=CC(=C(C=C3C1CC4=CC(=C(C=C24)OC)OC)OC)OC
148958,288216,C1CC(OC1)N2C=C(C(=O)NC2=O)F
149286,5382674,C1=CC(=CN=C1)C=CC(=O)C=CC2=CN=CC=C2
149501,422920,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCNCCCCN)O.OS(=O)(=O)O
149583,24193195,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)COC(=O)C6=CN=CC=C6)O)N)O.Cl
149584,24193197,CCCCCCCC(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)N)O.Cl
149585,24193199,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)COC(=O)C6=CC=CC=C6)O)N)O.Cl
149692,288480,C1=CC2=C3C(=C1)C4=C(C(=O)C3=CC=C2)SC=C4.C1=CC2=C3C(=C1)C4=C(C=CS4)C(=O)C3=CC=C2
149765,359247,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O
619961,359247,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O
149849,5382687,C1=CC=C(C=C1)C=CC2=NC=CC3=C2NC4=CC=CC=C34
149967,288678,COC(=O)C#CC(=O)N
150014,24842,NN.OS(=O)(=O)O
150080,288749,CN1CCCN(C1C2=C(C=CC(=C2)[N+](=O)[O-])O)C
150094,288759,C1CN2CCC1C(=O)C2CN3CCOCC3
150117,20831631,C1CCC(CC1)NC2C3=CC=CC=C3C(=O)C2=CC4=CC=CC=C4.Cl
150169,288825,C1COCCN1C(CC(=O)C2=CC=CC=C2)C(=O)O
150220,2697149,C1C2=CC=CC=C2C(=O)C1=CC3=CC=CC=C3[N+](=O)[O-]
150289,288920,C1=CC=C2C(=C1)C(=CC=N2)C(C(C(=O)C3=CC=C(C=C3)[N+](=O)[O-])Br)Br
150290,54604059,C1=CC=C2C(=C1)C(=CC=N2)C=CC(=O)C3=CC=C(C=C3)[N+](=O)[O-]
150311,24193247,C1COCCN1CC(=CC2=CC=CC=C2)C(=O)C3=CC=C(C=C3)Br.Br
150347,288969,CC1(C=C(C(=O)C2=CC=CC=C21)C(C3=CC=CC=C3)NC(C)(C)C)C
150412,289018,CC(=CCNC1=C2C(=CN(C2=NC=N1)C3C(C(C(O3)CO)O)O)C#N)C
150432,289037,C1=CC=C2C(=C1)C3=C(C(=CC(=C3)Cl)[N+](=O)[O-])N=C2NCCO
150440,148552,CC1=CC=CC2=C(C3=CC=CC=C3N=C12)NC4=C(C=C(C=C4)NS(=O)(=O)C)OC.CS(=O)(=O)O
150446,72350,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.[I-]
150527,289085,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(=C5C4(CCC(=C5)OCCCl)C)C=O)F)O)C)OC(O2)(C)C
150554,3701777,C1=CC=C(C=C1)C2NC(SC(=S)N2)C3=CC=CC=C3
150555,67686,C1N(CSC(=S)N1CC2=CC=CC=C2)CC3=CC=CC=C3
150837,54600915,CCN(CC)CCC(=O)NC1=CC=CC2=C1C(=O)C3=C(C4=CC=CC=C4C(=C3C2=O)O)O.Cl
150862,423076,CC1=C(N=C(N=C1N)C2CC(=O)N2CC(C(=O)N)N)C(=O)NC(C(C3=CN=CN3)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC6=NC(=CS6)C7=NC(=CS7)C(=O)NCCNCC(C)O)O
150982,5382764,C1=CC=C2C(=C1)C=C(N2)C=C[N+](=O)[O-]
151060,24193325,CCCCCCCCCCCCCC[N+]1=CC=C(C=C1)C(=O)N.[Br-]
151224,28665,C1=CC(=CC=C1NC(=O)CI)Br
151247,17384199,CC(=CC1=C(C=CC(=C1)OC)OC)[N+](=O)[O-]
151655,289493,CC(CCOC1=CC2=C(C=C1)C=CC(=O)O2)C3=CC(=O)C(O3)(C)C
151888,6300604,CCCN(CCC)C1=CC=C(C=C1)C=CC2=NC3=C(C=C2)C=C(C=C3)OCC
151980,289743,COC1=CC2=C(C=C1)C(=O)C=C(N2)C3=CC=CC=C3
151982,289745,COC1=CC(=C2C(=C1)C=CC(=N2)C3=CC=C(C=C3)Cl)NC4CCCCC4O
152731,290108,CC1=C2C=CN=CC2=C(C3=C1N(C4=CC=CC=C43)CC5CO5)C
153175,93238,C1CC(CCC1C(=O)O)NC(=O)N(CCCl)N=O
153325,290234,C1CCC2=C(C1)C3=C(S2)N=C(N=C3Cl)Cl
153330,209395,CC1=NC2=C(C3=C(S2)CCCC3)C(=O)N1
153533,54611410,COC1=C(C=C2C(=C1)CCN=C2CCN)OC.Cl
153625,290348,C1C(=NNC2N1C3=CC=CC=C3C4=CC=CC=C24)C5=CC=CC=C5
153858,54604312,CC1C2CC(C(C=CC=C(CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)CC(C4(C1O4)C)OC(=O)C(C)N(C)C(=O)C)C)C)OC)(NC(=O)O2)O
154020,290486,CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)CO)O)O)C(=N1)N
154318,290525,COC1=CC=CC2=C1N=C3C=C(C=CC3=C2NC4=C(C=C(C=C4)NS(=O)(=O)C)OC)Cl.CS(=O)(=O)O
154572,290548,C1OC2=C(O1)C=C(C(=C2)CNCCC3=CC=C(C=C3)O)Br
154652,5458329,C1=CC=C(C=C1)C=CC(C2=CC=CC=C2)C(=O)O
154751,290653,CN(C)C(=O)NC1=NC2=CC(=C(C=C2N1)Cl)Cl
154756,290655,CC1=CC(=C(C=C1OC)C)C2NC3=CC=CC=C3C(=O)N2
154829,54606606,C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)NO)C(=NO)N.Cl
154890,5351242,CC1=C2C=C(C(=CC2=CC3=[N+]1C=CC4=CC(=C(C=C43)OC)OC)OC)OC.C(C(=O)[O-])S(=O)(=O)O
154894,24193638,C1=CC(=CC(=C1)Cl)N=CC2=CC=C(C=C2)N(CCCCl)CCCCl.Cl
154896,24193640,CC1=C(C=CC(=C1)N(CCCCl)CCCCl)C=NC2=CC(=CC=C2)Cl.Cl
154948,148674,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.CS(=O)(=O)O
156303,148674,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.CS(=O)(=O)O
154966,290763,CC1=CC=C(C=C1)S(=O)(=O)O.C1=CC(=CC=C1CC(=O)OCN)Br
155556,151715,C1=CC=C(C=C1)C(C(C=O)Br)Br
155594,6050084,C1=CC=C(C=C1)C=CC=NC2=C(C=CC(=C2)[N+](=O)[O-])N
155595,291072,C1C(NC2=C(C=C(C=C2)Cl)NC1C3=CC=CC=C3)C#N
155619,54612270,CC1C(O1)(C)C(=O)OC2C3C(C=C(C4C(O4)C=C(C2O)C(=O)OC)C)OC(=O)C3=C
155693,3086380,CC1=C2C=C[N+](=CC2=C(C3=C1NC4=C3C=C(C=C4)OC)C)C.[I-]
155694,24193683,CC1=C2C=C[N+](=CC2=C(C3=C1N(C4=C3C=C(C=C4)OC)C)C)C.[I-]
156215,135443622,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=O)C(=C4C3=C(C(=CC(C(C(C(C(C(C(C1O)C)O)C(=O)OC)OC(=O)C)C)O)(C)O)C)OCO4)C)OC(=O)C)C)C
156218,135539461,CC1C(C2C(C(C(C(C=CC=C(C(=O)NC3=C(C(=C4C(=C3O)C(=O)C(=C5C4=C(C(=CC(C1O)(C)O)C)OCO5)C)OC(=O)C)C)C)(C)O)OC2=O)C)O)O
156265,54610473,CN1CCC2(CC1)SC3(CCN(CC3)C)SS2.Cl
156302,12254669,CC1=CC=CC2=C(C3=CC=CC=C3N=C12)NC4=C(C=C(C=C4)NS(=O)(=O)C)OC.Cl
156305,148869,CS(=O)(=O)NC1=CC=C(C=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42.CS(=O)(=O)O
156306,148799,COC1=C(C=CC(=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42)NS(=O)(=O)C.CS(=O)(=O)O
156310,423677,CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.[Rh].[Rh]
156311,54606736,C1CC[N-]CC1.C1CC[N-]CC1.C1CC[N-]CC1.C1CC[N-]CC1.Cl[Rh]Cl
156526,24193713,CC1=C[S+](C2=CC=CC3=CC4=CC=CC=C4C1=C32)C5=CC=CC=C5.[Cl-]
156529,5458338,CC1=C2C=CC=C(C2=C3C[S+](C4=CC=CC1=C34)C5=CC=CC=C5)SC6=CC=CC=C6.[Cl-]
156565,291365,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)NC4=CC=C(C=C4)CCO
156625,5458339,CCC1=C2C=C(C(=CC2=CC3=[N+]1C=CC4=CC(=C(C=C43)OC)OC)OC)OC.CC(C(=O)[O-])S(=O)(=O)O
157004,291663,CC1=CC(=O)N2COC3=C2C1=CC4=C3N(C(=O)C=C4COC(=O)C)C
157035,5420804,CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
157307,54677783,CC(C)C1=CC=C(C=C1)C(C2=C(C3=CC=CC=C3OC2=O)O)C4=C(C5=CC=CC=C5OC4=O)O
157371,10257261,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Br-]
157381,291832,C1=CC=C(C=C1)COC(=O)NNC2=CC=CC=C2
157382,291833,C1=CC=C2C(=C1)O[As](O2)O[As]3OC4=CC=CC=C4O3
157387,18660697,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O.Cl
157388,98652,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)C3=CC4=C(C=C3)N=C(N=C4N)N
157389,5351244,CCN(CC)CCCC(C)NC1=CC(=NC=C1)C=CC2=CC=C(C=C2)Cl
157469,291903,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=C(C(=C2C)C)CC3=C(C(=CC(=C3)C)C(C)(C)C)O)C)C
157487,291920,C1=CC(=CC=C1NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])Cl
157725,292106,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=N3)CC(=O)O
157839,292189,B(C1=CC=CC=C1C=O)(O)O
157930,5351245,CC1=CC=C(C=C1)[S+](C2=CC=C(C=C2)C)C3=CC=C(C=C3)C.[Cl-]
157995,40304,C[N+]1=CC2=CC(=C(C=C2C3=C1C4=CC(=C(C=C4C=C3)O)OC)OC)OC.[Cl-]
158036,292326,CN1C(=S)C2=CC=CC=C2S1
158088,6180765,CC(=NNC1=CC=C(C=C1)[N+](=O)[O-])CC(=O)NNC2=CC=C(C=C2)[N+](=O)[O-]
158263,81308,CC1(C(=C)N(C2=C1C=C(C=C2)Cl)C)C
158362,292540,C1=CC=C(C=C1)CCSCC(=O)O
158382,292555,CC1=CC(=C(C=C1)C2NC3=CC=CC=C3C(=O)N2)C
158383,292556,CC1=CC(=C(C=C1)C)C2NC3=CC=CC=C3C(=O)N2
158388,292559,CC1=CC(=CC=C1)C2NC3=CC=CC=C3C(=O)N2
158389,292560,CCOC1=CC=CC=C1C2NC3=CC=CC=C3C(=O)N2
158390,292561,C1=CC=C2C=C(C=CC2=C1)C3NC4=CC=CC=C4C(=O)N3
158391,292562,C1=CC=C2C(=C1)C(=O)NC(N2)C3=C(C=CC=C3Cl)Cl
158399,292569,CC1=CC=C(C=C1)CNC2=CC=C(C=C2)Br
158901,135452424,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=NNC2=O
159228,5458343,CC1=CC(=C(N1C2=CC=CC(=C2)C(=O)O)C)C(=O)O.C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75
159242,292969,CC1=CC(=C(C=C1)C2=CC(=CC(=C2OC(=O)COC)C3=C(C=C(C=C3)C)C)OC(=O)COC)C
159628,54686377,CC1=CCCC(C12CC3=C4C2=C(C=C(C4=C(C5=C3C(C6(CC(=O)C(=C(C6(C5=O)O)O)C(=O)N)O)O)O)O)OC)(C)C
159630,5458344,CC1C(C(C(O1)(C)C=C(C)C=CC=CC=CC2=C(C(=CC(=O)O2)OC)C)O)(C)O
159631,423972,CC1CC(=O)C2=C(C3=C(C=CC(=C3O)C4=C(C5=C(C=C4)OC6(C(C(CC(=O)C6=C5O)C)O)C(=O)OC)O)OC2(C1O)C(=O)OC)O
159862,423984,CCS(=O)(=O)NC1=CC=CC(=C1OC)NC2=C3C=CC=C(C3=NC4=C(C=CC=C42)C)C.CS(=O)(=O)O
159935,741352,CCOC(=O)C=CC1=C(NC(=O)NC1=O)C
160121,54612305,CCCCCCCCNC1=CC2=C3C(=C1)CCCN3CCC2.Cl
160127,64164,C1N2CN3CN1CN(C2)S3(=O)=O
160319,5458345,C1CN=C(N1)SCC(=O)C2=CC=CC=C2.Br
161128,293865,CN(C)C(=S)SN(C)C(=O)NC1=CC=CC=C1
162047,294096,C1=C(C=C(C=C1CC(=O)C(C(F)(F)F)(C(F)(F)F)O)C(=O)CC(C(F)(F)F)(C(F)(F)F)O)CC(=O)C(C(F)(F)F)(C(F)(F)F)O
162062,98712,C1CC2CC1C(=C(C(F)(F)Cl)C(F)(F)Cl)C2=O
162083,294117,C1CC2=C(C1)C=C(C=C2)NC3=NCCO3
162215,294204,CCC(C(=O)C1=CC=CS1)C(C(F)(F)F)(C(F)(F)F)O
162404,24193971,CC1=CC2=C(C=C(C=C2)OC(=O)C3=CC=C(C=C3)N=C(N)N)OC1=O.Cl
162700,5874389,C1=CC=C2C(=C1)C=CN=C2C=NNC(=S)N
162887,294452,CN1C2=CC=CC=C2C(=O)C3=C1C=C(C=C3)Cl
163027,294475,CCCCCCCC(=O)OC1C2C(CC1(C)C)C(=O)C34C2(C5(CO5)C(=O)C3O4)C
163039,5064,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
163055,6051815,CN(C)C=CC1=NN=C(S1)[N+](=O)[O-]
163059,743193,CC1=C(C(=O)NC(=O)N1)C=CC(=O)O
163062,107985,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C
163088,12456,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.[Cl-]
757795,12456,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.[Cl-]
163138,97928,CC(C)C(C(=O)NCC(=O)O)Br
163376,21222050,C1CNCCC1(C2=CC=CC=C2)C(=O)N3CCOCC3.Cl
163424,424332,C1CCN(C1)N=NC2=CC=CC=C2C3=NC4=CC=CC=C4C(=N3)N
163443,294609,CC1=C2C=CN=CC2=C(C3=C1N(C4=CC=CC=C43)CCOC(=O)C5=CC=CC=C5)C
163482,45023740,C1C2=CC=CC=C2C3=NC4=CC=CC=C4N31.Cl
163501,294641,C1C(ON=C1Cl)C(C(=O)O)N
163664,294741,C[As](C)SC1=NC(=NC=C1)S[As](C)C
163910,294848,C1=CC(=CC=C1NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])OC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-]
163949,15558347,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.Cl.[Cl-]
164011,9570560,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=NNC(=O)C6=CC=CC=C6)C)O)N)O.Cl
164017,4303691,CC1=C2C=CN=CC2=C(C3=C1N(C4=CC=CC=C43)CCCCCCNCC5=CC=CC=C5)C
164018,294879,CC1=C2C=CN=CC2=C(C3=C1N(C4=CC=CC=C43)CCCCCCCl)C
164371,295211,CC1=C(C=C(C=C1)NC(=O)COC2=CC=C(C=C2)Cl)Cl
164850,33463,COC1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)CCl
164878,9554616,C1=CC(=CC=C1C=NNC(=O)C2=CC=C(C=C2)C(=O)NN=CC3=CC=C(C=C3)N(CCCl)CCCl)N(CCCl)CCCl
164914,16686044,CCCC[Sn-](CCCC)(CCCC)OC1=CC(=C(C=C1Cl)Cl)Cl
164932,13076776,CCN(CCNS(=O)(=O)C)C1=CC(=C(C=C1)N)C.OS(=O)(=O)O
164970,295572,CCOC1=C(C=C(C=C1Br)Br)C=C(C#N)C#N
164981,295583,CC(C)N1CN(C(=S)SC1)CC2=CC=CC=C2
164991,295591,C1C(C(=O)N(C1=O)C2=CC(=C(C=C2)Cl)Cl)SC3=CC=CC=C3N
165260,5458357,CC=C(CO)C(=O)OC1C=C(C2C1C3(CC(C4C2OC(=O)C4=C)OC(=O)C(=CC)COC(=O)C)CO3)C
165528,295901,C1=C(C(=NC(=C1C#N)Cl)N)C#N
165563,5281304,CC1=C(C(=O)CC2(C1CC3C45C2C(C(C(C4C(C(=O)O3)OC(=O)C=C(C)C(C)C)(OC5)C(=O)OC)O)O)C)O
165572,295934,CC1=CC(=O)NC2=C1C(=O)C3=C(C2=O)N(C(=O)C=C3C)C
165604,32018,C1=C(C(=CC(=C1Cl)Cl)Cl)NC(=O)CCl
165707,24194215,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)N.Cl
165714,2788193,CCOC1=CC=C(C=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42.Cl
165715,23621357,COC1=CC=C(C=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42.Cl
165757,54610551,C1CN(CCC12SC3(CCN(CC3)CCCl)SS2)CCCl.Cl
165897,296105,CCSC(=O)N1C(C=CC2=C1C=CC(=C2)OC)C#N
166130,51051846,C1=NN=C(N1N)NN.Cl
166199,64376,C1CN1P(=O)(NC23CC4CC(C2)CC(C4)C3)N5CC5
166224,24194260,CS(=O)(=O)OCCN(CCOS(=O)(=O)C)C1=CC=C(C=C1)C=NC2=CC(=CC=C2)Cl.Cl
166237,24194270,CC1=C(C=CC(=C1)N(CCOS(=O)(=O)C)CCOS(=O)(=O)C)C=NC2=CC=C(C=C2)C3=CSC(=N3)C.Cl
166240,24194273,CS(=O)(=O)OCCN(CCOS(=O)(=O)C)C1=CC(=C(C=C1)C=NC2=CC=C(C=C2)C3=CSC(=N3)CC4=CC=CC=C4)Cl.Cl
166291,296284,C1=CC(=CC=C1SC#N)S(=O)(=O)N
166366,72827,C1CCN(CC1)CCNC2=C3C(=C(C=C2)CO)SC4=CC=CC=C4C3=O
166381,296321,CN1CCN(CC1)CCNC2=C3C(=C(C=C2)CO)SC4=CC=CC=C4C3=O
166382,54604257,CCN(CC)CCN(C)C1=C2C(=C(C=C1)CO)S(=O)C3=CC=CC=C3C2=O.Cl
166395,54606873,C1=CC(=C(C=C1S(=O)(=O)O)[N+](=O)[O-])CCN.[Na+]
166454,5351247,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C.[Cl-]
758394,5351247,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C.[Cl-]
166576,54598348,CS(=O)(=O)OCCN1CCC2(CC1)SC3(CCN(CC3)CCOS(=O)(=O)C)SS2.Cl
166588,99090,CCCCCCCCCCCC1CCCC(N1)C
166616,24194318,CCCCCCCCCCCCCC[S+](C)C.CC1=CC=C(C=C1)S(=O)(=O)[O-]
166624,296462,CC1=CC=C(C=C1)C(=O)NC2=NC(=O)N(C=N2)C3CC(C(O3)CO)O
166637,296473,C1COCCN1CCCN2C3=C(N=C(C(=N3)Cl)Cl)N=C2C(F)(F)F
166638,296474,CCOC(=O)CN1C2=C(N=C(C(=N2)Cl)Cl)N=C1C(F)(F)F
166641,22762144,C1=C(C(=N)N=C2N1C3C(O2)C(C(O3)CO)O)F.Cl
166675,6448044,C[N+]1=C(C=CC2=CC=CC=C21)C=CC3=C(C=C(C=C3OC)OC)OC.[I-]
166679,5925925,COC1=CC(=C(C(=C1)OC)C=CC2=NC3=CC=CC=C3N=C2)OC
167063,296636,C1=C(N=C(C(=N1)C#N)Cl)C(Cl)Cl
167249,296770,CC1(CC2=CC=CC=C2C1=O)Br
167268,54598349,C1=CC=C(C=C1)C=CC=C(C2=CC=CC=C2)[N+](=O)[O-]
167452,221498,C1C2C3C(C1C(C2OC3=O)Br)C(=O)O
167483,54606622,C1=CC=C(C=C1)CC[N+]2=CC=C(C=C2)C=CC3=CC=CC=C3.[Br-]
167550,296973,C1C=CC2C1C3C=CC2C(C3(C#N)C#N)(C#N)C#N
167780,424723,CCOC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)N(CCCl)CCCl)NC(=O)C
167781,98818,C1CN1P(=O)(NC(=O)C2=C(C=CC(=C2)I)I)N3CC3
168221,297252,CC(=O)OCCN1C2=C(C=NC=C2)SC3=CC=CC=C31
168225,9562683,C1=CC=C(C=C1)CN2N=C(N=N2)NN=CC3=CC=CC=C3
168415,297305,CC1=CC2=C(C=C1C)OC(=N2)C=C(C(F)(F)F)C(F)(F)F
168418,297307,CCOC(=O)C(=CC1=CC=CC=C1Cl)C(=O)OCC
168466,135443554,CC(=NNC1=NC2=CC=CC=C2C=C1)C3=CC=CC=C3O
168467,135443555,CN(C1=NC2=CC=CC=C2C=C1)N=CC3=CC=CC=C3O
168468,135443556,C1=CC=C2C(=C1)C=CC(=N2)NN=CC3=C(C(=CC=C3)[N+](=O)[O-])O
168470,135443557,C1=CC=C(C(=C1)C=NNC2=NC3=C(C=CC=C3[N+](=O)[O-])C=C2)O
168516,297389,COC1=CC(=C(C=C1)OC)CCC2=C(C=CC(=C2)OC)OC
168597,25842,CCCC[Pb](CCCC)(CCCC)Cl
168905,137626,CC#CS(=O)(=O)C1=CC=CC=C1
169091,14676,CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42.Cl
169434,68553,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
169453,441358,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
169466,212560,CC(C)(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C.Cl
169471,71822,CCC1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)CN(C)C.Cl
169517,297961,COC1=CC(=O)C(=CC1=O)C2CC(=O)C3=C(C=C(C=C3O2)O)O
169534,1691,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
169688,5458376,COC1=CC2=CC3=[N+](C=CC4=CC(=C(C=C43)OC)OC)C=C2C=C1OC.[Cl-]
169716,54598368,C(CC#CCN(CCCl)CCCl)CC#CCN(CCCl)CCCl.Cl
169774,31100,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O
169779,298076,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
169780,71384,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
169930,135539525,CC(=NO)C(=NO)C.CC(=NO)C(=NO)C.[CH2-]CCN1CCOCC1.C1CC[N-]CC1.[Co+2]
169936,135539528,CC(=NO)C(=NO)C.CC(=NO)C(=NO)C.C1=CN=CN1.[NH2-].[Fe]
170006,298141,COC1=CC(=CC(=C1OC)OC)C2=CC3=C(C(=C(C=C3C=C2)OC)OC)OC
170365,16220061,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C
170669,298500,C1=CC=C2C(=C1)C=C3C=C(C=CC3=N2)[N+](=O)[O-]
170896,425134,C1C[N-]1.C1C[N-]1.Cl[Pt+2]Cl
170983,5265,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
170984,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
170992,6432192,CN(C)CCCC1C2=CC=CC=C2OC3=C1C=C(C=C3)C(F)(F)F.Cl
171111,298782,CC1=CC=C(C=C1)C(=O)C2=NN=C(N=N2)C(=O)C3=CC=C(C=C3)C
171259,282459,C1=CC=C2C=C(C=CC2=C1)C(=O)C3=C(C=CC=C3F)C(=O)O
171303,298930,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NC2=NC=C(S2)[N+](=O)[O-]
172033,425241,C1=C(C=C(C(=C1Cl)O)Cl)C(C2=CC(=C(C(=C2)Cl)O)Cl)C(C3=CC(=C(C(=C3)Cl)O)Cl)C4=CC(=C(C(=C4)Cl)O)Cl
172112,41945,C1CCC2(CC1)C(=O)N(C(=O)N2)CCN(CCCl)CCCl
172599,299517,C1=NC(=C2C(=C(N(C2=N1)C3C(C(C(O3)CO)O)O)NN)C#N)N
172614,299525,CN1C=NC(=C1SC2=NC(=NC3=C2N=CN3C4CC(C(O4)CO)O)N)[N+](=O)[O-]
