NSC,CID
639734,368626
639736,368628
639741,368629
639743,368630
639749,368636
639752,368639
639754,368640
639790,368672
639796,368678
639819,368687
639825,368693
639828,368696
639829,368697
639831,5388861
639832,5388862
639837,368700
639896,368742
639900,368746
639906,368752
639912,368758
639966,148177
639976,21141970
639977,54608909
639978,54605003
639979,54608101
639980,368780
639981,6516904
639985,54608547
639986,50988763
640071,368806
640076,6331027
640080,6477148
640081,6477149
640083,54608102
640084,54600726
640085,54608103
640168,368843
640180,3004238
640187,368851
640188,368852
640190,368855
640192,368857
640199,368860
640212,368873
640214,368875
640215,368876
640218,368873
640220,368875
640226,368881
640237,368892
640326,368921
640328,5459184
640334,368926
640335,135488945
640336,135499148
640337,135499149
640338,135499150
640340,135499151
640341,135499152
640347,135423143
640351,3004248
640355,5838810
640359,3004250
640391,11969936
640394,6516931
640439,368979
640440,5466664
640499,368990
640500,368991
640506,368997
640519,5466667
640520,369000
640528,6290868
640530,5377479
640531,54602071
640534,5921231
640537,5712222
640547,5876630
640552,6302566
640556,5934332
640559,6035704
640575,6063589
640582,6055758
640583,5864101
640584,5351382
640620,369063
640624,369067
640625,369068
640630,5916893
640632,5924617
640636,9555833
640640,6081322
640644,369087
640648,369091
640650,369093
640655,369098
640658,369101
640672,369124
640674,369126
640675,5935964
640680,369132
640682,6474493
640683,6474494
640688,54608636
640735,369148
640736,369149
640737,369150
640739,369152
640884,369178
640921,369215
640929,5459191
640963,369235
640986,369255
640990,369259
640993,369262
640994,369263
641035,54608546
641036,6711772
641048,54608826
641062,369308
641066,369312
641076,369320
641094,5465149
641097,54608117
641106,369351
641111,369355
641139,369377
641142,369380
641149,369385
641150,369386
641151,369387
641152,369388
641153,369389
641155,369391
641158,369394
641161,5466693
641172,125294
641174,369404
641175,369405
641176,369406
641177,369407
641178,369408
641184,369414
641203,369433
641210,6399328
641220,369450
641224,369454
641225,369455
641226,369456
641227,369457
641228,369458
641230,369460
641231,369461
641233,369463
641235,369465
641236,369466
641237,369467
641238,369468
641239,369469
641240,369470
641241,369471
641242,369472
641245,369475
641250,369480
641251,3004261
641252,369482
641253,369483
641261,5466698
641276,369495
641279,369501
641280,3000386
641281,3000384
641282,3000388
641283,3000383
641284,3000385
641285,3000387
641289,369509
641291,369511
641292,369512
641298,135410267
641317,369520
641318,24202346
641319,24202347
641377,369522
641378,369523
641379,369524
641380,369525
641383,369526
641385,369528
641386,369529
641387,369530
641389,369532
641390,369533
641393,369536
641394,369537
641395,369538
641396,369539
641401,369540
641404,369543
641405,369544
641408,5465154
641414,5480955
641420,369556
641424,369560
641431,9571292
641435,9571294
641444,369575
641445,9571296
641454,5466704
641457,24202350
641458,24202351
641459,24202352
641461,24202354
641484,5466706
641522,5459194
641533,369620
641536,369623
641541,369631
641548,5459196
641594,369639
641595,369640
641596,369641
641603,135499160
641604,135499161
641607,5929993
641609,135499163
641613,135499166
641617,135499168
641626,3001012
641691,5466718
641756,369709
641810,369716
641818,369723
641820,4585482
641821,3822841
641822,3699706
641845,5981635
641860,9571666
641991,369798
641994,5465217
641995,369802
642009,17748
642021,369825
642024,369827
642026,369829
642038,5479726
642049,3000679
642051,369854
642054,135483956
642057,6711801
642061,9574385
642069,369876
642071,9555852
642075,369881
642077,369883
642079,369885
642099,369902
642195,369904
642198,5466745
642276,369909
642277,369910
642278,369911
642279,369912
642280,369913
642281,369914
642282,369915
642283,369916
642284,369917
642285,369918
642286,369919
642287,369920
642288,369921
642289,369922
642290,369923
642291,369924
642292,369925
642293,369926
642294,369927
642295,369928
642296,369929
642297,369930
642300,369933
642306,369939
642308,369941
642309,369942
642310,369943
642311,369944
642312,369945
642313,369946
642314,369947
642315,369948
642316,369949
642317,369950
642319,369952
642320,369953
642321,369954
642322,369955
642323,369956
642324,369957
642328,369961
642329,369962
642481,369968
642492,369976
642498,369979
642517,54687020
642520,54687023
642523,54687025
642565,370001
642570,5479991
642572,6066518
642576,54608878
642581,6477309
642592,370024
642594,370027
642595,370029
642596,370031
642597,370033
642600,3774228
642614,5479953
642624,20842346
642626,5466765
642638,370079
642640,5932655
642641,9571674
642642,72813
642645,135499179
642649,370089
642651,135499182
642704,3843668
642728,370138
642738,370140
642740,5466794
642899,24202359
642904,370162
642908,370165
642910,370166
642911,370167
642912,370168
642913,370169
642914,370170
642915,370171
642916,370172
642932,370191
642938,370197
642940,370199
642942,370201
642947,370203
642948,370204
642950,370206
642951,370207
642953,370209
642954,370210
642956,370212
642957,370213
642964,370220
642968,54608738
642970,370226
642998,370228
642999,370229
643000,370230
643001,5466797
643004,370235
643006,370236
643019,6477312
643023,12795165
643025,5730654
643026,81758
643027,370253
643032,21142137
643045,370267
643046,370268
643048,370270
643051,370273
643123,370277
643125,370279
643133,5466801
643134,5466802
643139,370288
643158,370303
643180,5712112
643190,6062847
643194,370335
643238,370338
643248,54600729
643342,370342
643406,122838
643407,370346
643416,370353
643419,370356
643439,467007
643476,370384
643486,370392
643491,370395
643498,370399
643547,11969948
643590,370459
643591,370460
643593,370462
643596,370465
643599,370469
643713,370491
643736,3001637
643737,3004300
643740,3004303
643757,370530
643761,370534
643769,6061570
643779,5466828
643812,54598755
643813,54611297
643826,131966
643827,131972
643828,131968
643829,370576
643833,6711820
643835,16683185
643836,16683186
643837,16683573
643838,16683574
643840,16683575
643841,16683188
643842,16683576
643843,16683577
643844,16683578
643845,16683189
643846,16683190
643847,16683191
643848,16683192
643849,16683193
643850,16683194
643851,16683195
643852,16683196
643853,16683197
643854,16683198
643855,16683199
643856,16683200
643857,16683201
643858,16683202
643859,16683203
643860,16683204
643861,16683205
643862,16683206
643863,16683207
643864,9571331
643910,2737412
643913,370620
643915,370622
643926,370633
644011,370649
644040,370664
644043,370667
644044,370668
644046,370670
644210,370709
644211,370710
644221,370721
644258,370738
644259,370739
644271,370748
644279,370756
644304,5466844
644323,50990881
644326,370804
644328,370806
644340,370817
644474,135499196
644579,370857
644582,135439995
644607,5466853
644614,24202368
644621,370886
644622,370888
644644,370906
644649,370911
644651,370913
644720,370919
644727,135499200
644747,370942
644751,370946
644761,370956
644772,370967
644773,370968
644779,3004318
644780,3004319
644789,6014280
644790,370984
644793,3000683
644811,370991
644860,370999
644864,371001
644877,135499213
644881,135499214
644902,371025
644906,371026
644909,371028
644919,371033
644921,371034
644922,371035
644933,11979346
644934,24202369
644945,371049
644946,371051
644947,371053
644949,371056
644959,371060
644960,371061
644961,371062
644967,371068
645008,371069
645016,371073
645017,125982
645018,438534
645020,6711856
645052,371105
645069,6105764
645070,5839697
645087,371127
645115,5466896
645145,371141
645150,371146
645151,371147
645153,3004325
645157,371156
645158,3694250
645159,371158
645161,371160
645162,371161
645163,371162
645164,371163
645166,371165
645167,371166
645168,371167
645170,371169
645207,371175
645210,371178
645214,371182
645253,371203
645257,371207
645260,371211
645265,371216
645283,371226
645301,24202370
645302,371245
645304,371247
645305,24202371
645306,9932376
645307,371248
645310,371252
645312,371255
645315,371257
645317,371258
645319,371260
645323,371264
645326,6711864
645328,371269
645329,371270
645330,371271
645362,371285
645365,371288
645369,371294
645376,371302
645384,371310
645389,5466903
645393,5466905
645394,5466906
645396,371322
645397,5466907
645429,371325
645431,371327
645455,371328
645464,371333
645465,54608104
645468,371337
645527,371338
645528,371339
645566,371346
645567,371347
645568,16683226
645569,16683227
645570,16683228
645571,16683229
645573,16683231
645575,16683233
645576,16683234
645578,16683236
645583,371363
645586,5465325
645615,6711877
645616,5917066
645617,9571678
645618,5911714
645619,9571679
645620,9571680
645621,5914108
645632,5896716
645633,9571690
645639,9571695
645640,9571696
645645,5466797
645646,54598755
645647,122749
645656,371434
645658,371436
645665,20835251
645667,5916788
645668,54600732
645669,54608105
645674,6477344
645676,6477346
645678,6477347
645727,5351400
645737,371464
645744,54688598
645777,9849230
645796,371501
645803,371504
645804,371505
645805,371506
645806,371507
645807,371508
645808,371509
645809,438544
645810,438545
645812,438549
645813,438551
645814,438553
645815,438554
645816,438556
645817,438557
645818,438558
645819,438559
645821,438561
645822,438562
645823,438563
645825,438565
645827,124496
645828,438567
645829,438555
645830,438568
645832,371513
645833,438569
645834,438570
645835,438571
645838,371516
645852,135499231
645870,24202376
645876,371547
645877,371548
645889,135499232
645892,371563
645911,371576
645931,371581
645976,371584
645979,371587
645980,371588
645984,371591
645986,371592
645987,371593
645991,6711888
645992,5466955
645993,5466956
645994,6711890
645997,6711893
645998,50990206
646005,371612
646008,162780
646012,5459204
646024,6711899
646032,371630
646033,371632
646034,371633
646098,50989442
646101,9574162
646105,135499237
646106,9574172
646108,9574176
646109,50990865
646122,371684
646125,371687
646127,371688
646145,371695
646151,371701
646159,371711
646160,371712
646161,371713
646162,371714
646190,371747
646191,371748
646192,371749
646193,371750
646195,371752
646198,371755
646199,371756
646200,371757
646220,371776
646233,5466985
646240,371796
646243,371798
646244,371799
646248,371803
646249,371804
646273,371808
646276,5466986
646277,371811
646278,371812
646290,24202387
646371,371851
646374,371854
646379,371859
646381,5465338
646382,9555876
646395,371872
646428,5705621
646468,371885
646492,371908
646498,2396158
646500,5466990
646501,5466991
646502,5466992
646504,371920
646575,371924
646614,6711922
646616,371930
646699,5466995
646700,371948
646702,24202391
646703,11111958
646714,159854
646782,9571700
646786,371970
646801,9571345
646807,371992
646812,5935649
646826,5465355
646828,372012
646839,372023
646845,372029
646846,11969976
646847,5467019
646848,5467020
646858,372040
646859,372042
646860,372044
646863,24202392
646911,372051
646912,6517279
646913,701842
646923,165203
646924,134875
646934,372068
646962,372083
646969,5467028
646973,372098
646977,372102
646981,372107
647036,372113
647040,24202395
647042,24202397
647044,24202398
647045,372117
647048,24202399
647050,11979347
647065,6277557
647066,6277558
647067,6277559
647092,135499254
647099,5479959
647110,5479963
647117,135499258
647118,372167
647122,9555882
647131,5868935
647246,5467055
647247,5467057
647248,6474143
647253,3004348
647254,6081287
647255,54608124
647257,9555889
647260,9555890
647262,135483933
647263,9555893
647276,135499261
647316,372260
647317,372261
647320,372264
647321,372265
647322,372266
647325,372269
647328,372272
647329,372273
647338,372280
647350,5467079
647361,5467081
647363,5351401
647370,372311
647394,372336
647395,372337
647399,372341
647421,54692454
647424,54712289
647425,54712291
647427,54712293
647428,54681746
647463,135408947
647471,372422
647526,372424
647543,372429
647546,372432
647548,372434
647574,135499262
647577,54712297
647579,54692460
647582,135499264
647589,54712266
647599,54712304
647614,135499282
647621,372505
647638,5354046
647640,5926799
647641,6711942
647710,372531
647714,9555896
647720,372542
647751,154500
647752,6711944
647753,6711945
647758,372547
647763,372550
647884,372559
647889,54608130
647928,372566
647939,372579
647940,372580
647941,372581
647959,372598
647965,372604
647967,372606
647968,372607
648059,372621
648060,54686230
648071,5812861
648072,372627
648083,372634
648094,372640
648096,372642
648098,372644
648099,372645
648100,372646
648114,372647
648147,372650
648148,372651
648150,372653
648151,372654
648152,372655
648154,372657
648204,372671
648206,372673
648207,372674
648211,372678
648213,372680
648225,372695
648263,372703
648265,5467197
648270,372706
648273,372712
648303,372720
648304,372721
648305,372722
648316,135475884
648322,372731
648341,372741
648360,3000898
648374,5467205
648386,5467207
648405,372781
648407,372783
648419,372796
648421,372798
648422,5351406
648424,372801
648489,372828
648490,372830
648535,372843
648543,372855
648552,372862
648553,372863
648556,372866
648557,5467212
648558,372868
648581,372869
648587,9571359
648598,372886
648605,372893
648609,372897
648610,372898
648611,3000688
648613,372901
648615,54695476
648617,9571361
648618,3003533
