NSC,CID
681288,387487
681312,387501
681316,6375867
681320,5469011
681322,387511
681323,387512
681324,387513
681326,387515
681451,387541
681452,387542
681453,387543
681455,387546
681456,16129816
681461,6712408
681462,6712409
681463,6712410
681466,5459276
681480,387557
681481,5469013
681482,387559
681483,387560
681538,9574951
681541,387584
681598,387589
681606,387597
681613,387604
681619,387610
681621,3005191
681622,3005192
681623,3005193
681628,3005198
681629,3005199
681630,3005200
681632,54608935
681633,54608425
681634,54608402
681635,54608835
681636,54608427
681637,54608404
681638,54608406
681639,54608937
681640,54608408
681641,54601571
681642,54608410
681643,54608412
681644,54608939
681645,54608414
681646,54608429
681682,387661
681683,9571975
681684,387663
681690,5466206
681692,387666
681693,135489824
681699,387674
681703,496196
681709,387683
681710,387684
681711,387685
681712,387686
681713,387687
681719,387690
681725,387696
681727,387698
681730,387701
681746,387717
681748,387719
681750,387721
681758,387729
681761,9556239
681767,387738
681768,387739
681769,387740
681770,387741
681771,387742
681772,387743
681774,5938021
681775,5851965
681776,9571538
681777,387748
681780,387751
681782,387753
681784,387755
681786,387757
681814,387760
681820,387766
681823,387769
681824,387770
681825,387771
681827,387773
681850,387777
681852,387779
681856,387783
681858,9571539
681859,387787
681861,9556242
681863,387791
681864,387792
681865,387793
681866,387794
681879,387807
681880,387808
681882,387810
681947,9571977
681952,5466215
681953,5466216
681962,135509217
681966,135509221
681967,135509222
681968,9571551
681969,135509223
681970,135509224
681971,135509225
681972,135509226
681973,135509227
681974,135509228
682002,387842
682008,387848
682009,387849
682010,387850
682011,387851
682066,387852
682067,387854
682069,387858
682070,387859
682072,387861
682074,387863
682077,387868
682086,387871
682094,387881
682095,387883
682096,387885
682097,387887
682098,387889
682127,387896
682128,135493924
682135,387903
682138,387906
682139,5469056
682142,387910
682144,387911
682148,387914
682220,387915
682222,387917
682223,387918
682225,387920
682234,387929
682237,387932
682241,387936
682242,387937
682293,387942
682294,387943
682295,387944
682297,155805054
682298,496212
682301,387948
682302,387949
682303,387950
682306,387951
682307,5469059
682308,5469060
682309,5469061
682335,387973
682342,6712418
682345,387979
682347,387981
682352,387986
682353,387987
682358,387995
682359,387996
682361,387998
682363,388000
682365,388002
682366,388003
682368,388005
682400,383107
682429,388008
682432,388011
682435,9571984
682436,388014
682438,135430309
682443,135509229
682444,388019
682447,135509230
682448,388023
682449,388024
682450,388025
682451,388026
682452,388027
682453,388028
682455,388030
682463,388033
682505,388044
682506,388045
682518,388057
682519,388058
682520,388059
682522,388061
682534,388070
682535,388072
682546,388083
682561,388098
682562,388099
682563,5469072
682566,5469073
682571,135403092
682572,5466242
682573,388108
682575,5411409
682576,5469074
682577,2274420
682582,135403094
682583,135489835
682597,5469079
682623,388133
682689,388134
682697,388142
682719,388155
682720,388156
682721,388157
682744,388179
682746,388181
682750,388185
682751,388186
682756,388188
682758,388190
682761,388193
682762,388194
682763,388195
682764,388196
682765,388197
682766,388198
682767,388199
682768,388200
682769,388201
682770,3005206
682789,388204
682803,388209
682809,388215
682813,388219
682814,388220
682815,388222
682816,388223
682817,388224
682821,9556244
682822,9556245
682823,9556246
682824,9556247
682825,9556248
682826,5466256
682827,9556250
682828,5466258
682829,9556252
682830,5790897
682831,9556253
682833,5466263
682834,5466264
682835,9556257
682836,5466266
682838,9556260
682839,5466269
682840,5466270
682841,5494354
682860,388249
682861,388250
682864,388253
682866,388255
682868,388257
682869,388258
682881,388267
682915,388274
682923,388283
682924,388284
682931,388290
682932,388291
682990,388300
682991,388301
682993,388303
682994,388304
682995,388305
682996,388306
682997,388307
682998,388308
683041,388309
683042,388310
683048,388316
683050,388318
683054,388319
683056,388321
683057,388322
683061,388326
683062,388327
683069,388334
683086,388335
683125,5469096
683138,388344
683140,438894
683201,5469101
683238,388354
683239,388355
683246,5097
683247,388357
683248,438895
683252,5469103
683253,5469104
683256,388361
683257,388362
683258,388363
683259,388364
683260,388365
683270,54612578
683272,54608492
683288,5906992
683289,5920651
683324,388416
683326,135406861
683328,5469111
683330,135484993
683332,388424
683334,388426
683339,388430
683341,388432
683365,388439
683374,388447
683384,388454
683389,388459
683398,388462
683399,388463
683402,388466
683403,388467
683404,388468
683405,388469
683410,388470
683414,5469120
683415,5469121
683416,5469122
683440,388485
683478,388495
683479,388496
683481,5469123
683483,5469125
683497,388513
683507,388523
683508,388524
683509,388525
683510,388526
683513,5466278
683515,388532
683516,388534
683517,388536
683518,388538
683555,388554
683556,388555
683557,388556
683558,388557
683564,5469130
683566,5469131
683582,388571
683583,388572
683584,388573
683592,5469134
683605,5466279
683608,5466280
683614,388606
683628,388617
683631,388621
683633,22210546
683637,388626
683638,388627
683640,388629
683641,388630
683643,388631
683648,388636
683656,388644
683659,5469144
683661,5469145
683662,5469147
683663,5469149
683664,5469151
683666,5469153
683682,388664
683683,388666
683688,388671
683690,5469156
683692,388674
683694,388676
683695,388677
683746,9571571
683747,9571572
683762,6477990
683764,9579059
683766,388707
683774,388713
683775,388715
683776,388717
683777,388719
683782,388729
683784,9571993
683785,388732
683786,388733
683787,4297981
683788,388734
683789,388735
683790,388736
683791,388737
683792,388739
683827,388743
683828,388745
683831,388751
683833,6052863
683834,6067712
683835,5905419
683838,388760
683839,5910589
683842,388764
683852,388775
683855,388780
683856,9571579
683859,388782
683860,388783
683863,148189
683864,54608508
683890,388803
683897,5469182
683900,9556267
683901,9556268
683902,9556269
683903,9556270
683905,9556272
683906,9556273
683907,9556274
683908,9556275
683909,9556276
683910,9556277
683911,9556278
683912,9556279
683915,9556282
683917,9556284
683918,9556285
683920,9556287
683921,9556288
683922,9556289
684033,3001883
684035,2771457
684036,135493927
684038,388844
684041,3005221
684043,135493928
684044,135493929
684045,388851
684046,5466293
684047,135493930
684049,5466296
684051,388857
684052,388858
684054,135493932
684057,54604850
684059,388866
684067,388874
684074,388876
684105,388877
684106,388878
684109,5469191
684111,388886
684112,388887
684113,388888
684118,388892
684119,388893
684129,388898
684130,3005223
684142,388906
684144,388908
684322,2981
684329,717424
684350,135493950
684355,135493955
684357,135493957
684362,448799
684363,448013
684376,6381904
684378,6374661
684379,20835551
684380,20835540
684382,5906432
684388,3005233
684391,5920966
684405,388985
684408,9572000
684409,9572001
684423,388992
684424,388993
684438,438922
684439,438923
684440,438924
684441,438925
684442,438926
684443,438927
684444,389005
684459,3939015
684480,389012
684481,4998423
684496,389014
684506,389017
684565,5938458
684567,6376062
684569,5874667
684578,5378621
684587,5466307
684667,389050
684699,5469236
684700,5469238
684701,5469240
684703,389064
684706,389067
684707,5469243
684712,54608953
684714,5469246
684725,389075
684749,389088
684785,389100
684789,389104
684802,389117
684804,389119
684810,389125
684819,389134
684820,389135
684825,389140
684832,389148
684834,389150
684836,389152
684838,389154
684843,389159
684845,389161
684846,389162
684850,389166
684855,389171
684857,389173
684864,389180
684868,389184
684869,389185
684872,389188
684874,389190
684901,16129921
684902,16129921
684903,389207
684904,389208
684906,2019
684907,16129906
684908,16129907
684909,385284
684910,385284
684913,5469252
684965,135454442
684969,135454458
684973,389220
684974,135449176
684976,135489852
684980,389227
684981,5466312
684984,5469261
684986,389233
684988,389235
684990,389237
684992,389239
684995,5466313
685002,389249
685003,389250
685005,389252
685014,389261
685016,135450448
685019,389266
685021,389268
685022,389269
685032,5466315
685033,389280
685034,389281
685096,389286
685105,389287
685106,389288
685107,389289
685110,5469264
685118,389298
685121,389301
685124,5469265
685125,5469266
685126,5469267
685127,135493963
685189,5469272
685230,389321
685231,9572004
685233,5916746
685268,135505125
685269,135505122
685272,135505127
685282,135505129
685285,389336
685289,9572007
685290,9572008
685292,5466321
685293,5466322
685298,389345
685299,5469294
685301,389348
685302,389349
685357,192294
685405,389360
685407,389362
685416,389370
685421,389375
685424,389377
685426,127676
685457,3005240
685458,389392
685459,389393
685461,389395
685462,389396
685465,389397
685466,389398
685468,24202550
685476,5469302
685478,389407
685500,389418
685501,389419
685503,389421
685509,389427
685511,389429
685520,389438
685675,389465
685685,5469314
685687,389479
685703,389482
685707,54612584
685793,389507
685794,389508
685797,389510
685798,389511
685803,389513
685804,389514
685805,3005246
685806,127307
685807,389516
685814,389523
685826,5466331
685827,389530
685828,389531
685830,389532
685832,389534
685833,389535
685835,389537
685836,389538
685838,135440031
685844,135505136
685848,9556295
685850,6861487
685853,389548
685860,389555
685862,389557
685865,389560
685874,389567
685875,389568
685876,389569
685877,389570
685880,389573
685881,389574
685883,389578
685884,389579
685885,389580
685886,389581
685887,389582
685889,389584
685890,389585
685891,9571591
685892,389588
685894,9571592
685896,54694509
685926,135446392
685956,389608
685961,389615
685964,389618
685970,389624
685973,389627
685974,389629
685976,389631
685977,389633
685980,389636
685981,389638
685982,389639
685985,389643
685988,6712439
685989,6712440
686031,135489869
686036,389664
686038,389663
686039,389664
686048,389671
686050,389673
686051,389674
686053,389676
686130,389678
686232,389689
686266,389700
686288,389710
686291,389711
686305,11980934
686314,389722
686325,389734
686334,389737
686336,389740
686337,389741
686338,389742
686339,389743
686340,389744
686342,5469325
686349,389753
686357,9614509
686359,389763
686360,389764
686361,389765
686362,389766
686363,389767
686364,389768
686365,389769
686367,9571605
686368,389773
686385,54682817
686389,54676522
686393,54694511
686394,54686238
686402,389798
686409,6109488
686410,6477537
686411,6477538
686413,6477540
686417,5917744
686420,6477544
686422,5917748
686425,6477546
686426,6477547
686428,5917766
686429,6519396
686470,135489871
686473,389841
686481,389849
686483,389851
686489,389858
686492,389862
686496,389868
686498,389870
686505,389877
686511,389883
686512,389884
686513,496347
686514,389885
686517,389888
686518,160254
686519,164676
686521,389890
686549,389898
686550,389899
686551,389900
686552,389901
686553,4567749
686554,4595742
686555,6144589
686556,5469342
686557,389903
686559,389905
686560,389907
686561,389909
686562,389910
686573,389921
686575,54680670
686583,389930
686585,389932
686613,6331526
686651,3005250
686653,54608689
686654,389951
686655,389952
686656,54608532
686658,389955
686659,389956
686660,9571608
686661,389958
686662,3005251
686748,389971
686783,389989
686789,389995
686790,210892
686791,389996
686926,390003
686937,390018
686939,390022
686940,390024
686947,390032
686954,390040
686957,840355
686963,390049
686965,5469352
686968,390054
686969,390055
687002,5469353
687003,5469355
687004,5469356
687005,5469357
687006,5469358
687011,5459262
687012,5469359
687015,390073
687016,5469360
687022,390079
687029,390086
687103,6712445
687105,5469363
687142,5469369
687148,5469375
687150,5469377
687159,390133
687160,10351178
687209,135493982
687215,390147
687225,390157
687304,9571611
687305,9571612
687307,390162
687308,390163
687311,390166
687315,3005257
687319,5874337
687321,5480886
687330,390181
687344,390183
687352,390191
687353,390192
687354,390193
687355,390194
687367,390210
687368,390211
687369,390212
687370,390213
687453,6157056
687454,390222
687496,390224
687510,390226
687521,390229
687522,390230
687523,390231
687524,390232
687526,390234
687527,390235
687528,390236
687529,390237
687530,390238
687531,390239
687533,390241
687534,390242
687541,390249
687543,390251
687550,390258
687556,390264
687561,390269
687562,390270
687572,390280
687578,390286
687584,390292
687585,390293
687589,390297
687598,390306
687601,390309
687606,390314
687608,390316
687612,135442875
687663,5469389
687667,5351433
687669,1241474
687676,1427939
687677,390341
687707,390368
687712,390370
687715,390373
687744,390389
687747,390393
687749,390395
687751,390397
687763,390409
687767,390413
687773,390419
687774,390420
687779,390425
687780,390426
687781,390427
687786,390432
687793,390439
687801,390447
687802,390448
687807,390453
687813,135450451
687826,135489880
687849,5351434
687850,5469427
687851,5469428
687852,5351435
687853,5469429
687854,6519463
687861,390493
687868,3005271
687870,3005273
687937,390505
687938,5459292
687939,390507
687945,390508
687956,390516
687957,390516
687958,390517
687961,390520
687962,390521
687963,6712448
687964,390523
687965,390524
687966,390525
687969,67484
687980,390532
687981,390533
688021,390534
688022,390535
688023,390536
688026,5469434
688027,9572011
688028,390541
688035,390547
688037,390550
688041,390555
688045,390559
688046,390560
688047,390561
688071,390563
688074,5469437
688077,390568
688111,390588
688217,390616
688219,5469438
688220,5469439
688222,390621
688228,5469441
688229,5469442
688230,54608453
688233,11972628
688234,390632
688235,5469445
688237,390635
688239,11972629
688246,5367549
688259,215159
688274,390662
688277,390665
688285,390666
688303,390671
688304,390672
688305,390674
688315,390679
688325,390693
688326,390694
688328,5469453
688329,5469454
688340,390699
688342,390701
688346,390704
688349,390707
688351,54608523
688358,390716
688360,390718
688362,390720
688365,390723
688371,5469458
688493,390734
688497,135493990
688500,390741
688501,390742
688515,390757
688526,390763
688529,135493991
688531,5469462
688535,390772
688537,496402
688541,390776
688542,390777
688687,486157
688689,390778
688713,390779
688714,390780
688719,390785
688720,390786
688724,390790
688726,390792
688791,390795
688792,390796
688794,390798
688804,390806
688810,390808
688812,10507857
688814,390812
688816,390814
688818,390816
688822,390820
688881,390823
688892,390834
688895,390837
688937,5469474
688943,5469480
688944,5469481
688945,5469482
688946,5469483
688949,5469486
688951,5469488
688978,390875
688980,390877
688991,390880
688992,390881
688993,390882
688994,390883
688995,6331540
688997,390886
688998,390887
689000,390889
689001,390890
689003,390892
689068,390893
689069,390894
689070,390895
689073,390898
689081,390906
689131,390910
689132,390911
689133,390912
689134,390913
689135,390914
689136,390915
689137,390916
689138,390917
689139,390918
689140,390919
689141,390920
689176,390930
689187,390934
689193,390940
689194,390941
689198,390945
689201,390948
689205,390952
689213,5469498
689222,5469503
689224,5469505
689227,496447
689228,5351437
689278,5469510
689280,5469512
689290,390986
689291,390987
689292,390988
689297,390989
689403,390997
689404,390998
689407,391000
689410,54695483
689412,54680779
689414,391007
689431,391016
689432,391017
689440,391020
689441,391021
689443,391023
689448,391025
689449,391026
689466,5469524
689529,135484939
689530,135484941
689531,9571616
689532,9571617
689533,5466413
689534,5803652
689535,5481307
689536,5903816
689537,5889737
689539,6179448
689540,5871897
689543,3001885
689544,135493993
689545,135493994
689546,135493995
689547,135493996
689548,135493997
689577,54608780
689581,391049
689600,391064
689601,391066
689602,5469536
689610,748488
689614,391083
689620,391085
689622,391087
689626,391091
689627,391092
689712,496464
689714,391096
689721,391103
689727,135418452
689728,391110
689729,391111
689731,54608725
689732,3005309
689733,391115
689735,391117
689736,391118
689739,391121
689740,391122
689742,391124
689823,391126
689824,135432523
689846,5834397
689857,391131
689858,391132
689864,391138
689865,391139
689866,391140
689867,3600666
689868,3743024
689869,391143
689872,3734221
689873,4267516
689874,5142005
689954,5469545
689955,5469546
689957,5469548
689963,5934069
689964,6290176
689965,5908528
690016,391175
690021,391185
690023,391189
690024,391190
690027,391194
690033,391200
690035,6712468
690036,391203
690039,391206
690040,391207
690041,391208
690042,391209
690043,391210
690073,391213
690111,391214
690113,391216
690115,391218
690116,391219
690117,391220
690118,391221
690119,391222
690120,391223
690124,391227
690130,6285115
690132,391235
690133,391236
690136,391239
690142,3005311
690148,391251
690238,391279
690240,135419214
690241,9556303
690242,9615094
690243,54608530
690244,391288
690248,5424902
690266,5469577
690268,391305
690269,391306
690270,391307
690271,391308
690273,5901199
690274,391311
690276,135489883
690277,135408138
690290,391317
690387,391358
690388,391360
690391,155805055
690394,391364
690395,5466428
690396,391365
690397,391366
690404,9554122
690430,391373
690432,391375
690433,391376
690434,391377
690435,391378
690436,391379
690440,6712470
690441,6712471
690556,391383
690558,391385
690559,391386
690562,391389
690563,391390
690565,391392
690568,391395
690569,5469585
690575,391402
690577,391404
690578,391405
690582,391409
690584,391411
690586,135441811
690587,135460189
690589,135430103
690617,5469596
690619,5469598
690622,9556307
690633,391438
690634,391439
690635,391440
690646,391442
690648,391444
690650,391446
690652,391448
690654,391450
690658,391454
690660,391456
690662,391458
690664,391459
690666,391461
690668,391463
690670,391465
690672,391467
690676,391471
690678,391473
690683,391478
690684,391479
690685,391480
690690,5469600
690734,5469601
690736,6381852
690737,6186635
690743,5469606
690747,5469610
690749,5469612
690751,5778618
690753,5469614
690754,5934964
690755,5469615
690756,5469616
690757,5469617
690758,391510
690760,391512
690764,391516
690765,391517
690767,391519
690769,391521
690771,391523
690777,9572021
690778,9572022
690782,391533
690784,391535
690945,20834552
690947,6477565
690964,135447063
690965,135468833
690970,5469628
690971,5469629
690972,5469630
690974,5469632
690975,5469633
690978,24202568
690980,10550891
690983,391572
691020,6712473
691023,391576
691032,391577
691033,391578
691037,391582
691038,391583
691039,391584
691040,391585
691041,391586
691075,391591
691081,135472230
691084,135494007
691085,135494008
691094,3005330
691097,135505153
691106,391620
691113,391627
691127,391641
691193,391649
691195,391651
691196,9572024
691197,9572025
691198,9572026
691199,391657
691201,6712476
691202,391660
691203,391661
691205,391663
691206,391664
691208,6712478
691209,391667
691210,391668
691211,391669
691213,391671
691215,391673
691216,391674
691218,391676
691219,391677
691220,391678
691221,391679
691222,391680
691224,391682
691227,391685
691240,391694
691241,391695
691242,391697
691243,5469644
691244,391699
691246,391701
691247,391703
691248,5896344
691249,391705
691250,391707
691251,391709
691252,391711
691253,391713
691258,391718
691274,391727
691275,391729
691276,5469649
691277,5469651
691404,391817
691413,5466444
691414,9572027
691415,5466445
691417,9571629
691419,391832
691421,391834
691422,391834
691424,391836
691433,24202569
691519,391856
691520,391857
691523,3000818
691524,3005876
691527,9572029
691529,9572031
691531,391868
691533,391870
691534,391871
691535,391872
691536,391873
691562,391881
691564,5469698
691567,5469701
691568,5469702
691576,391895
691577,391896
691578,391897
691579,391898
691580,391899
691583,391902
691587,391906
691589,391908
691599,391919
691603,391923
691604,391924
691608,391928
691652,5280682
691655,5933245
691656,391966
691664,6078767
691665,6279232
691698,391976
691700,391978
691767,391982
691778,391989
691780,391991
691782,391993
691802,392004
691807,392008
691814,392015
691816,392017
691817,392018
691818,392019
691819,392020
691820,392021
691821,392022
691822,392023
691824,392025
691826,392027
691828,392029
691830,392031
691831,392032
691833,392034
691835,3005333
691840,392041
691842,392043
691843,392045
691844,392047
691845,392049
691846,392051
691847,392053
691848,392055
691849,392057
691850,392059
691851,392061
691852,392063
691877,392065
691881,392069
691884,392072
691894,392079
691895,392081
691899,392086
691900,392088
691911,9572041
691980,135494018
691986,392114
691998,392123
692007,135489893
692008,392128
692011,392131
692020,392140
692021,135450457
692022,392142
692034,392154
692038,392158
692043,392163
692194,5469752
692227,392174
692228,438971
692229,392175
692303,9866928
692306,24202571
692308,5469759
692309,5469760
692313,5469762
692317,392190
692328,392195
692332,392199
692338,392205
692339,392206
692340,392207
692343,392210
692344,392211
692346,392213
692347,392214
692348,392215
692349,392216
692350,392217
692351,392218
692352,392219
692355,392222
692356,392223
692358,392225
692359,392226
692362,392230
692364,392232
692365,392233
692367,392235
692368,6712485
692372,392239
692377,392241
692379,135489896
692381,392245
692391,392250
692392,392251
692395,392254
692396,392255
692397,392256
692399,392258
692400,392259
692405,392264
692406,392265
692407,392266
692411,392271
692423,392289
692429,392296
692574,392298
692575,392299
692576,392300
692577,392301
692578,392302
692579,392303
692580,392304
692581,3005339
692582,392306
692585,392309
692587,392311
692588,392312
692596,9556321
692597,9556322
692603,392327
692613,392337
692616,392340
692617,392341
692632,392348
692637,392353
692638,392354
692640,392356
692641,392357
692646,392362
692647,392363
692651,392367
692655,392371
692736,392378
692737,392379
692738,392381
692739,4365483
692744,5469771
692745,5469772
692753,392389
692754,392390
692756,392392
692758,392394
692759,392395
692760,392396
692761,392397
692763,392399
692765,392401
693021,6712488
693025,392508
693029,392512
693035,392519
693037,392521
693038,392522
693043,392527
693049,392533
693050,392534
693086,5469825
693088,392545
693089,5469826
693090,6712492
693092,6712493
693117,392570
693118,392571
693119,392572
693120,392573
693122,5469828
693126,392579
693129,5469831
693130,5469832
693131,5469833
693132,5469834
693133,5469835
693135,5469837
693136,392589
693141,392598
693142,392600
693144,392604
693145,392605
693146,392606
693147,392607
693167,392611
693169,392613
693172,392616
693177,392618
693178,392619
693179,392620
693180,392621
693184,392622
693185,392623
693207,5469838
693208,5469839
693210,392629
693211,392630
693215,392635
693216,392636
693218,392638
693224,392645
693225,392646
693226,392647
693234,135408097
693236,392657
693246,5466480
693247,5466481
693248,9571636
693255,2051
693321,6413111
693322,6309639
693323,5878685
693324,5913653
693325,6411976
693326,6412422
693327,6477574
693328,6413034
693330,6399373
693331,6399374
693332,6399375
693333,6399376
693334,6399377
693335,5481308
693404,392686
693405,392687
693406,392688
693407,392689
693409,392691
693413,5469850
693414,9571640
693416,392698
693421,392704
693422,392705
693428,157875
693433,392715
693438,54608981
693440,5922684
693442,6519684
693443,6519685
693536,5469854
693537,5469854
693538,392732
693539,392733
693543,392737
693544,392739
693545,392741
693546,392743
693547,392744
693561,3701764
693562,135505160
693563,5469857
693568,375165
693569,392750
693570,392752
693571,5469858
693572,5469860
693573,5469862
693576,5469868
693592,392768
693619,5918602
693620,6519692
693622,9630043
693623,6418605
693624,5893153
693625,6289386
693626,5869744
693627,6519698
693628,5905604
693629,6067084
693630,9572043
693631,9572044
693632,5351439
693633,9572045
693634,9572046
693635,9572047
693636,9572048
693637,9572049
693638,9572050
693639,9572051
693700,5469880
693702,11599836
693714,392793
693718,392797
693720,392799
693765,392809
693766,392810
693767,392811
693769,392813
693773,392817
693774,392818
693776,392820
693804,392827
693806,496556
693813,392835
693815,392837
693817,392839
693852,5454187
693853,392841
693854,392842
693857,392845
693858,392846
693859,392847
693861,392849
693867,135457335
693869,135400998
693870,392858
693871,392859
693872,392861
693882,5494376
693883,9556327
693884,5494378
693885,5494379
693923,392870
693925,392872
693983,5469884
693984,5469885
693985,5469886
693986,5469887
693987,5469888
693988,5469889
693990,5469891
693991,5469892
693992,5469893
693993,5469894
693995,5469896
693996,5469897
693997,5469898
693998,5469899
693999,5469900
694000,5469901
694001,5469902
694002,5469903
694071,392893
694072,392894
694073,392895
694074,5469904
694075,5469905
694076,54598865
694082,392902
694088,392906
694095,392912
694099,392916
694100,392916
694104,392920
694160,392946
694168,392954
694171,392957
694173,392959
694176,392962
694177,392963
694178,392964
694212,392970
694214,9572052
694220,392978
694226,392984
694230,3005352
694234,392992
694253,393001
694254,393002
694256,6712513
694259,393007
694261,393011
694262,393012
694264,6712519
694265,393017
694266,393018
694268,393022
694269,393024
694316,393038
694341,393057
694342,393058
694454,393068
694456,393071
694470,393085
694472,393087
694475,393091
694477,393093
694478,393094
694480,393096
694482,393097
694483,393098
694484,393099
694485,393100
694486,393101
694488,4998422
694489,393103
694490,393104
694491,393105
694493,4532977
694494,4261195
694497,393109
694498,393110
694500,24202574
694501,393111
694509,5469941
694520,393120
694527,393129
694535,393133
694536,9556330
694559,393146
694564,393153
694565,393154
694569,5924114
694610,10757635
694611,24202575
694612,24202576
694614,393160
694616,393162
694619,393165
694620,393166
694621,393167
694623,393169
694624,393170
694628,393174
694631,393177
694667,393179
694673,5469947
694675,393187
694679,393191
694680,393192
694681,6081340
694684,5469952
694687,5469954
694688,393200
694689,5469955
694691,5469956
694692,5469957
694693,393205
694698,393210
694766,135416145
694859,393232
694909,393259
694947,393281
694950,393285
694955,5469963
694956,5469964
694957,393292
694978,393313
694980,393315
694981,393316
695020,5469974
695040,5469976
695041,393333
695044,393336
695046,393338
695053,3005366
695055,3001925
695057,3005369
695059,3005371
695061,3005373
695062,3005374
695063,3005375
695065,9571647
695067,722817
695152,393356
695163,5469980
695164,5469981
695170,393363
695172,393365
695174,16129828
695175,393367
695176,393368
695177,393369
695180,16129926
695214,393381
695215,393382
695228,6712535
695251,393408
695264,393410
695265,393411
695267,393413
695301,5469989
695302,5469990
695304,5469992
695306,5469994
695313,393426
695315,393428
695317,393430
695323,393436
695325,3005381
695329,3005383
695331,9571650
695333,9571652
695368,5470003
695369,5470004
695394,393461
695395,393462
695399,393466
695400,393467
695404,393471
695405,393472
695408,393475
695409,393476
695571,393510
695572,393512
695583,393525
695585,393527
695586,393528
695587,393530
695588,393532
695590,393534
695591,393536
695592,393538
695605,393543
695628,393558
695636,393566
695638,393569
695643,378680
695645,393575
695646,393576
695649,6858086
695650,393579
695651,393580
695652,393581
695659,393588
695672,393593
695673,393594
695674,393595
695787,393598
695788,393599
695794,393600
695798,393604
695799,393605
695801,393608
695804,393613
695835,5470009
695840,393632
695847,393636
695858,393647
695859,24202582
695913,393648
695914,393649
695915,393650
695930,393662
695934,393665
695935,393667
695936,438992
695937,438994
695938,438996
695939,438998
695940,439000
695941,439002
695943,439006
695944,439008
695945,439010
696044,393670
696049,393673
696051,393675
696052,393676
696057,393681
696073,393684
696074,393685
696075,393686
696077,6712544
696078,393689
696085,4996
696122,6712545
696124,393691
696125,393692
696126,393693
696127,6712547
696128,6712548
696129,393694
696134,393700
696136,393702
696154,54608881
696227,393714
696236,393718
696237,393719
696242,393724
696244,393726
696248,393730
696251,393732
696252,393733
696253,393734
696254,393735
696255,5470013
696257,24202584
696259,135430970
696266,393741
696364,393751
696464,5470017
696468,5493568
696469,393782
696470,393783
696558,393791
696559,6712549
696562,393794
696563,393795
696565,393797
696566,393798
696567,393799
696570,393804
696592,393813
696640,393819
696641,393820
696642,393821
696643,393822
696645,393824
696646,393825
696648,393827
696649,393828
696652,393831
696656,5470022
696660,484960
696661,484961
696662,484959
696819,5329098
696843,393882
696844,393883
696847,393887
696849,393889
696853,393893
696857,393897
696858,393898
696859,393899
696860,124326
696861,393900
696862,393901
696863,393902
696864,393903
696867,393906
696881,146256655
696884,5470036
696885,393913
696890,393917
696891,393918
696893,54608967
696899,393927
696905,393933
696906,393934
696907,135465540
696911,393939
696916,393944
696921,5832532
696923,6175750
696990,393954
696991,393955
696992,393956
696993,393957
697034,393962
697037,393965
697040,393968
697045,393973
697047,9578738
697066,393980
697103,394000
697120,135489908
697121,394004
697123,394006
697124,394007
697125,394008
697127,394010
697128,394011
697129,394012
697130,394013
697131,394014
697132,394015
697133,394016
697134,178981
697135,135489909
697138,394020
697140,394022
697141,394023
697142,3005398
697145,394027
697146,394028
697150,394032
697151,394033
697152,394034
697153,394035
697155,394037
697157,394039
697165,394047
697166,394048
697167,394049
697168,394050
697169,394051
697177,394059
697187,394069
697189,394071
697192,5470052
697193,5470053
697194,5470054
697196,5470056
697219,394081
697222,394084
697234,394096
697235,394097
697241,394104
697250,394113
697264,6712557
697265,5470068
697268,54608971
697270,54608959
697274,394134
697275,394135
697286,3973
697386,394152
697387,394153
697388,394154
697392,5470073
697393,394159
697394,6712559
697443,5351440
697444,5470076
697452,6712564
697453,394185
697461,394192
697466,394197
697467,6712565
697468,489622
697469,6712566
697471,6712567
697472,6712568
697473,5470080
697487,394205
697488,135505166
697493,394211
697494,394212
697497,394215
697504,394217
697524,9572057
697525,9572058
697529,394229
697530,394230
697535,394231
697536,5470090
697537,394233
697539,394235
697540,394236
697568,394239
697569,394240
697576,54608850
697581,9572060
697583,9572062
697584,9572063
697585,54608956
697593,135446393
697646,394280
697653,394286
697658,5898191
697665,394298
697670,394303
697672,394305
697677,54608961
697678,135484733
697679,135484734
697685,5470109
697686,5470110
697696,394327
697712,394343
697714,394344
697715,394345
697716,135454603
697717,6374719
697726,394347
697730,394348
697747,54608964
697748,54608965
697764,394364
697766,394366
697768,394368
697769,394369
697770,394370
697777,394377
697782,394382
697783,394383
697784,394384
697785,394385
697786,394386
697796,394396
697855,41684
697856,394397
697859,394400
697861,394402
697862,394403
697865,394408
697869,394416
697872,5470124
697875,5351442
697882,394430
697884,394432
697886,5470131
697887,148183
697912,16130072
697923,394449
697927,394453
697929,394455
697932,394458
697938,394465
697939,5470138
697941,394468
697942,394469
697946,394473
697989,394476
698026,6036179
698027,5797894
698028,6475382
698029,6418039
698031,6412312
698033,54608482
698034,54608501
698035,6413214
698037,135410875
698045,394500
698048,394503
698051,9556342
698052,9556343
698057,9556348
698058,9556349
698064,9556355
698065,9556356
698067,9556358
698068,9556359
698069,9556360
698076,394531
698078,394533
698087,394542
698088,394543
698090,394545
698092,394547
698093,394548
698095,394550
698104,5470144
698126,5470145
698131,394566
698132,394567
698141,394572
698148,394579
698163,394583
698181,394601
698187,394607
698199,394623
698206,5470160
698211,5470163
698216,148183
698243,54608997
