Sanger name	Sanger COSMIC ID	CCLE Label	CCLE name
		ISTMES2_PLEURA	IST-MES2
		NCIH1373_LUNG	NCI-H1373
		HS229T_LUNG	Hs 229.T
NCI-H1836	1240182	NCIH1836_LUNG	NCI-H1836
		HS688AT_SKIN	Hs 688(A).T
		PANC0504_PANCREAS	Panc 05.04
		HS822T_BONE	Hs 822.T
CI-1	1297433	CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CI-1
		G292CLONEA141B1_BONE	G-292, clone A141B1
		HS737T_BONE	Hs 737.T
		HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Hs 616.T
		HS600T_SKIN	Hs 600.T
		TE159T_SOFT_TISSUE	TE 159.T
143B		143B_BONE	143B
RERF-LC-KJ	1298537	RERFLCKJ_LUNG	RERF-LC-KJ
		HS683_CENTRAL_NERVOUS_SYSTEM	Hs 683
		HS729_SOFT_TISSUE	Hs 729
JHOS-2	1479995	JHOS2_OVARY	JHOS-2
		U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U-937
HCC202	1290906	HCC202_BREAST	HCC202
		REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Reh
		TT_OESOPHAGUS	T.T
		OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY10
		OC315_OVARY	OC 315
		SW1353_BONE	SW 1353
LN-18	1240168	LN18_CENTRAL_NERVOUS_SYSTEM	LN-18
		HEPG2_LIVER	Hep G2
MCAS	1240171	MCAS_OVARY	MCAS
		COLO829_SKIN	COLO 829
VCaP	1299075	VCAP_PROSTATE	VCaP
COLO-704	906816	COLO704_OVARY	COLO-704
EFM-192A	1290798	EFM192A_BREAST	EFM-192A
		HS766T_PANCREAS	Hs 766T
NCI-H196	1240186	NCIH196_LUNG	NCI-H196
NCI-H211	1240189	NCIH211_LUNG	NCI-H211
		HS571T_OVARY	Hs 571.T
		MDAPCA2B_PROSTATE	MDA PCa 2b
		K029AX_SKIN	K029AX
		HS695T_SKIN	Hs 695T
LOU-NH91	1298226	LOUNH91_LUNG	LOU-NH91
TOV-21G	1240222	TOV21G_OVARY	TOV-21G
		OVSAHO_OVARY	OVSAHO
RERF-LC-Sq1	1298538	RERFLCSQ1_LUNG	RERF-LC-Sq1
		HMCB_SKIN	HMCB
FU-OV-1	1240129	FUOV1_OVARY	FU-OV-1
		HEYA8_OVARY	Hey-A8
		MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MM1-S
		L33_PANCREAS	L3.3
KP-2	1298218	KP2_PANCREAS	KP-2
huH-1	1298146	HUH1_LIVER	huH-1
		PANC0403_PANCREAS	Panc 04.03
OVISE	1240198	OVISE_OVARY	OVISE
NCI-H647	1240191	NCIH647_LUNG	NCI-H647
		SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SEM
		HLFA_LUNG	HLF-a
42-MG-BA	687561	42MGBA_CENTRAL_NERVOUS_SYSTEM	42-MG-BA
		KCIMOH1_PANCREAS	KCI-MOH1
HCC-44	1240145	HCC44_LUNG	HCC-44
		1321N1_CENTRAL_NERVOUS_SYSTEM	1321N1
EN	1240127	EN_ENDOMETRIUM	EN
		PK59_PANCREAS	PK-59
HCC-78	1290908	HCC78_LUNG	HCC-78
		HEC1A_ENDOMETRIUM	HEC-1-A
		JHUEM2_ENDOMETRIUM	JHUEM-2
RERF-LC-Ad1	1298535	RERFLCAD1_LUNG	RERF-LC-Ad1
KELLY	753618	KELLY_AUTONOMIC_GANGLIA	KELLY
QGP-1	1298534	QGP1_PANCREAS	QGP-1
SCaBER	1299051	SCABER_URINARY_TRACT	SCaBER
OVKATE	1240199	OVKATE_OVARY	OVKATE
		DLD1_LARGE_INTESTINE	DLD-1
ES-2	1240128	ES2_OVARY	ES-2
NCI-H1781	1298350	NCIH1781_LUNG	NCI-H1781
		LS180_LARGE_INTESTINE	LS 180
BDCM	1295744	BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BDCM
		HS606T_BREAST	Hs 606.T
		NCIH2106_LUNG	NCI-H2106
		SW579_THYROID	SW579
TOV-112D	1299070	TOV112D_OVARY	TOV-112D
		HS294T_SKIN	Hs 294T
		HS944T_SKIN	Hs 944.T
		TCCPAN2_PANCREAS	TCC-PAN2
		CAKI2_KIDNEY	Caki-2
KMRC-2	1333010	KMRC2_KIDNEY	KMRC-2
JHH-2	1240157	JHH2_LIVER	JHH-2
		IM95_STOMACH	IM95
WM-266-4	1299076	WM2664_SKIN	WM-266-4
KMRC-1	1298168	KMRC1_KIDNEY	KMRC-1
COLO-849	910949	COLO849_SKIN	COLO-849
		SQ1_LUNG	Sq-1
NCI-H2444	1298356	NCIH2444_LUNG	NCI-H2444
MOLM-13	1330947	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-13
KYSE-30	1298221	KYSE30_OESOPHAGUS	KYSE-30
PA-TU-8988T	1240201	PATU8988T_PANCREAS	PA-TU-8988T
IGR-37	1240153	IGR37_SKIN	IGR-37
		LN443_CENTRAL_NERVOUS_SYSTEM	LN-443
		SLR23_KIDNEY	SLR 23
		HMEL_BREAST	HMEL
		OELE_OVARY	OELE
		LN235_CENTRAL_NERVOUS_SYSTEM	LN-235
		BJHTERT_SKIN	BJ hTERT
		LN428_CENTRAL_NERVOUS_SYSTEM	LN-428
		SLR24_KIDNEY	SLR 24
		EWS502_BONE	EWS502
		SALE_LUNG	SALE
		HCC2814_LUNG	HCC-2814
		SKRC31_KIDNEY	SK-RC 31
		TIG3TD_LUNG	TIG-3 TD
		TC32_BONE	TC-32
		SF172_CENTRAL_NERVOUS_SYSTEM	SF-172
		PRECLH_PROSTATE	PrEC LH
		U343_CENTRAL_NERVOUS_SYSTEM	U343
		RCC4_KIDNEY	RCC-4
		LN215_CENTRAL_NERVOUS_SYSTEM	LN-215
		LN464_CENTRAL_NERVOUS_SYSTEM	LN-464
		SLR25_KIDNEY	SLR 25
		U178_CENTRAL_NERVOUS_SYSTEM	U-178
		F5_CENTRAL_NERVOUS_SYSTEM	F5
		HEKTE_KIDNEY	HEK TE
		SLR26_KIDNEY	SLR 26
		SKRC20_KIDNEY	SK-RC-20
		SF767_CENTRAL_NERVOUS_SYSTEM	SF767
		A1207_CENTRAL_NERVOUS_SYSTEM	A1207
		LN319_CENTRAL_NERVOUS_SYSTEM	LN-319
		HCC364_LUNG	HCC364
		UMRC6_KIDNEY	UMRC6
		LN382_CENTRAL_NERVOUS_SYSTEM	LN382
		IOMMLEE_CENTRAL_NERVOUS_SYSTEM	IOMM-Lee
		UMRC2_KIDNEY	UMRC2
		DFCI024_LUNG	DFCI024
		HCC1897_LUNG	HCC-1897
		SLR21_KIDNEY	SLR 21
		LNZ308_CENTRAL_NERVOUS_SYSTEM	LNZ308
		LN340_CENTRAL_NERVOUS_SYSTEM	LN-340
		HCC827GR5_LUNG	HCC-827-GR5
		SLR20_KIDNEY	SLR 20
		HK2_KIDNEY	HK-2
		EW8_BONE	EW8
		UOK101_KIDNEY	UOK101
		JHESOAD1_OESOPHAGUS	JH-EsoAd1
		CH157MN_CENTRAL_NERVOUS_SYSTEM	CH-157MN
		MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP-2
UT-7	1331047	UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UT-7
GRANTA-519	1303897	GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GRANTA-519
		RS5_PLEURA	RS-5
NCI-H1385	1330965	NCIH1385_LUNG	NCI-H1385
		HCC827_LUNG	HCC827
TF-1	1331044	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF-1
		HS172T_URINARY_TRACT	Hs 172.T
		HS834T_SKIN	Hs 834.T
		TE125T_SOFT_TISSUE	TE 125.T
ALL-SIL	1295740	ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ALL-SIL
		KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI-2
DND-41	1297446	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DND-41
ME-1	1330942	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ME-1
		DM3_PLEURA	DM-3
		JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JeKo-1
JJN-3	1327766	JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JJN-3
		NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NU-DHL-1
CL-14	1290770	CL14_LARGE_INTESTINE	CL-14
		KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KYO-1
		JL1_PLEURA	JL-1
NALM-19	1330962	NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM-19
		HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HPB-ALL
		SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-T11
CL-40	1240124	CL40_LARGE_INTESTINE	CL-40
HCC1500	1303900	HCC1500_BREAST	HCC1500
SUP-HD1	1331039	SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-HD1
		MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOTN-1
OCI-AML3	1290455	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML3
SU-DHL-10	1331033	SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-10
SU-DHL-4	1331035	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-4
RH-41	1240210	RH41_SOFT_TISSUE	RH-41
OCI-LY-19	1330984	OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY-19
		MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-6
		KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Kasumi-6
		HS698T_LARGE_INTESTINE	Hs 698.T
		MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Mino
		EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EOL-1
MONO-MAC-1	1330955	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONO-MAC-1
PL-21	1330991	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL-21
		MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHH-CALL-3
JURL-MK1	1327771	JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURL-MK1
OCI-AML5	1330983	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML5
		JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JK-1
		RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RI-1
CAL-78	1290765	CAL78_BONE	CAL-78
HDQ-P1	1290922	HDQP1_BREAST	HDQ-P1
		MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ-5
		ONCODG1_OVARY	ONCO-DG-1
CAL-29	1290730	CAL29_URINARY_TRACT	CAL-29
KOPN-8	1330933	KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KOPN-8
NCI-H1435	1298347	NCIH1435_LUNG	NCI-H1435
NCI-H1869	1240183	NCIH1869_LUNG	NCI-H1869
		HS852T_SKIN	Hs 852.T
BT-483	949093	BT483_BREAST	BT-483
		HS281T_BREAST	Hs 281.T
		HS934T_SKIN	Hs 934.T
		HCC4006_LUNG	HCC4006
HCC1428	1290905	HCC1428_BREAST	HCC1428
		TE441T_SOFT_TISSUE	TE 441.T
		HS274T_BREAST	Hs 274.T
Pfeiffer	1330990	PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Pfeiffer
		HS863T_BONE	Hs 863.T
NCI-H841	1240192	NCIH841_LUNG	NCI-H841
		HS821T_BONE	Hs 821.T
NCI-H1944	1240185	NCIH1944_LUNG	NCI-H1944
COLO-320	1290773	COLO320_LARGE_INTESTINE	COLO-320
		HS343T_BREAST	Hs 343.T
		HCC2935_LUNG	HCC2935
		HS888T_BONE	Hs 888.T
KCL-22	1330931	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL-22
CADO-ES1	753539	CADOES1_BONE	CADO-ES1
		COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	COLO-677
		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURKAT
M-07e	1330939	M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	M-07e
NU-DUL-1	1330982	NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NU-DUL-1
		BC3C_URINARY_TRACT	BC-3C
SU-DHL-6	1331037	SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-6
KARPAS-620	1327775	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS-620
REC-1	1330997	REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REC-1
OCI-M1	1330985	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-M1
MEC-1	1330943	MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC-1
SU-DHL-5	1331036	SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-5
CL-11	1290769	CL11_LARGE_INTESTINE	CL-11
TT2609-C02	1240223	TT2609C02_THYROID	TT2609-C02
MEC-2	1330944	MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC-2
CL-34	1290771	CL34_LARGE_INTESTINE	CL-34
RCH-ACV	1330994	RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RCH-ACV
MOLM-16	1330948	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-16
		F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F-36P
EJM	1297447	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EJM
WSU-DLCL2	1331050	WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	WSU-DLCL2
JIMT-1	1298157	JIMT1_BREAST	JIMT-1
ML-1	1240178	ML1_THYROID	ML-1
AMO-1	1295741	AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AMO-1
MOLP-8	1330950	MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP-8
ACCS	1290721	ACCS_URINARY_TRACT	ACCS
		HRT18_LARGE_INTESTINE	HRT-18
		JHUEM7_ENDOMETRIUM	JHUEM-7
KP-1N	1298216	KP1N_PANCREAS	KP-1N
		KP1NL_PANCREAS	KP-1NL
		MB157_BREAST	MB 157
MUTZ-3	1330958	MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ-3
		NCIH2073_LUNG	NCI-H2073
OE21	1298359	OE21_OESOPHAGUS	OE21
LU99	1333012		
201T	1287381		
273T	1287382		
451Lu	1287706		
A1847	1479981		
A2008	1479982		
A3	1295737		
ACC3	1290720		
ASH-3	1290722		
BC-2	1295743		
BE2-M17	753616		
BICR10	1290724		
BICR22	1240121		
BICR31	1290725		
BICR78	1240122		
BSL2KA	1295746		
Caov-2	1479984		
CCRF-HSB-2	1297431		
CHSA0011	1290767		
CHSA0108	1290768		
CHSA8926	1303912		
CoCM-1	910783		
Colo-738	1297436		
COLO-775			
COR-L303	1297438		
COR-L32	1322212		
COR-L321	1322213		
CRO-AP3	1297440		
CS1	1290795		
D-341MED	946378		
DERL-2	1297443		
DERL-7	1297444		
DIFI			
DMS454	1297445		
DMS-92	1322214		
DOV13	1479987		
EMC-BAC-1	1503369		
EMC-BAC-2	1503370		
Eos-HL-60	1297448		
ESO26	1503366		
ESO51	1503367		
EW7476	1290801		
Farage	1297449		
FLO-1	1503361		
G-292-Clone-A141B1	1290807		
G-MEL	1240130		
H2369	1290808		
H2373	1290809		
H2461	1290810		
H2591	1240131		
H2595	1240132		
H2596	1240133		
H2691	1290811		
H2722	1290812		
H2731	1240134		
H2795	1290813		
H2803	1240135		
H2804	1240136		
H2810	1240137		
H2818	1290814		
H2869	1240138		
H290	1240139		
H3118	1240140		
H513	1240141		
H69V	1290901		
HCC1008	1303899		
HCC-827	1240146		
HCE-7	998179		
HeLa	1298134		
Hep3B2-1-7	1240147		
Hey	1479988		
HLCL-1	1322217		
HO-1-u-1	753561		
Hs-445	1322218		
Hs-602	1322221		
Hs-633T	1240149		
Hs-683	1240150		
Hs746T	1240151		
Hs-766T	1298141		
Hs-944-T	1240152		
HSC-39	1322224		
HT-115	907289		
HT-1417	1327756		
Huh-7D12	1327757		
I-9-2	1327761		
IHH-4	1240154		
IM-95	1240155		
IOSE-364(-)	1479991		
IOSE-397	1479992		
IOSE-523(-)	1479993		
IOSE-75-16SV40	1479994		
Ishikawa	1298150		
JEKO-1	1327765		
J-gamma1	1327763		
JHOS-3	1480358		
JHU-011	1240161		
JHU-013	1298152		
JHU-019	1298153		
JHU-022	1240162		
JHU-028	1298154		
JHU-028EP	1298155		
JHU-029	1298156		
JKT-beta-del	1327767		
JSC-1	1327769		
Jurkat	998184		
K1	1298158		
K11	1333005		
K19	1298159		
K2	1298160		
K25	1333009		
K4	1298161		
K8	1298162		
KARPAS-1106P	1327773		
KARPAS-231	1327774		
Kasumi-3	1327776		
KASUMI-4	1330929		
KASUMI-6	1330930		
KATOII	1298163		
KHM-3S	1240165		
KMH-2	1298167		
KMRM-M1	1298170		
KON	1298215		
KYAE-1	1503368		
KYSE-220	1240167		
KYSE-50	1298222		
LC-1-sq	1298223		
LNZTA3WT4	1240170		
LS-180	998189		
MB157	1298233		
MCC13	1333003		
MCC26	1298234		
MDA-MB-330	1330941		
MDA-PCa-2b	1330940		
MKL-1-subclone-2	1333014		
MKL-2	1333015		
MM1S	1659818		
Mo	1330945		
Mo-B	1330946		
MOLM-20	1330949		
MS751	1240179		
MUTZ-2	1330957		
MY	1330959		
NB(TU)1-10	1240181		
NCC010	1509073		
NCC021	1509074		
NCI-H1173			
NCI-H1238	1331052		
NCI-H1404	1330969		
NCI-H1672	1331053		
NCI-H1688	1298349		
NCI-H1926	908477		
NCI-H2108	1331054		
NCI-H2135	1298352		
NCI-H220	1330974		
NCI-H3122	1240190		
NCI-H676B	1330976		
NCI-H711	910709		
NCI-H740	1331055		
NCI-H774	924243		
NCI-H820	1333019		
NCI-H835	753607		
NCI-H847	1240193		
NCI-H865	1330977		
NCI-H920	1330978		
NCI-H969	1331056		
NEC14	1330979		
NK-92	1330980		
NK-92MI	1330981		
OACM5-1	1503363		
OACp4C	1503362		
OCI-LY7	1659819		
OSA-80	1298361		
OSC-19	1298362		
OSC-20	1240196		
OV-17R	1480361		
OV2008	1480363		
OV-56	1480362		
OV-7	1480360		
OVCA420	1480364		
OVCA429	1480365		
OVCA432	1480366		
OVCA433	1480367		
OVCAR-10	1480370		
OVCAR-2	1480369		
OVK-18	1480371		
OVMIU	1240200		
OVSAYO	1298364		
P116	1330986		
P32-ISH	1330987		
PANC-02-03	1298475		
PANC-02-13	1330989		
PANC-04-03	1298476		
PC-3_[JPC-3]	1240202		
PCI-15A	1240204		
PCI-15B	1298528		
PCI-30	1298529		
PCI-38	1240205		
PCI-4B	1298531		
PCI-6A	1240206		
PD1501a			
PD1502a			
PD1504a			
PE-CA-PJ15	1240207		
PEO1	1480372		
PEO4	1480373		
PL18	1240208		
PL4	1298533		
PWR-1E	1330993		
RCC-AB	1524418		
RCC-ER	1524417		
RCC-FG2	1524414		
RCC-JF	1524415		
RCC-JW	1524416		
RCC-MF	1524419		
RC-K8	1330995		
RMG-II	1331057		
ROS-50	1331025		
RWPE-1	1331026		
RWPE-2	1331027		
RWPE2-W99	1331028		
SACC-83	1299049		
Sarc9371	1303910		
SAT	1299050		
SBC-2	1331029		
SBC-3	753610		
SC-1	1331030		
SCC90	1299052		
SCCH-196	1240211		
Sci-1	1331031		
Set2	1659820		
SISO	1240212		
SK-GT-2	1503364		
SK-GT-4	1503365		
SKN	1240215		
SKN-3	1299059		
SLVL	1331032		
STC-1	1299060		
STS-0421	1299061		
SU8686	1240218		
SU-DHL-16	1331034		
SW1271	1299062		
SW156	1240220		
Takigawa	1299066		
TALL-104	1331041		
TASK1	1299067		
TE-206-T	909766		
TE7	1299068		
Tera-1	1331043		
TK	1331045		
TMK-1	1299069		
T-T	1299064		
U-CH1	1503374		
U-CH2	1503373		
UDSCC2	1299073		
UE6E7T-2	1331059		
UE6E7T-3	1331060		
UISO-MCC-1	1299074		
UWB1.289	1480374		
VAL	1331048		
WIL2-NS	1331049		
WM1158	1299077		
WM1552C	1299078		
WM164	1299079		
WM239A	1240225		
WM278	1240226		
WM35	1299080		
WM793B	1299081		
WM902B	1240227		
YMB-1-E	1303911		
