"","SMILES"
"667251","CN(C)c1cccc(\C=C(/C#N)\c2ccccc2)c1"
"667252","CN(C)c1ccc(\C=C\C=C(\C#N)/c2ccccc2)cc1"
"667261","CN(C)c1ccc(\C=C(/C#N)\c2ccccc2)cc1"
"667262","CCOC(=O)CCc1ccc(NC(=O)\C=C\c2oc(cc2)[N+](=O)[O-])cc1"
"667264","OC(=O)C(=Cc1oc(cc1)c2ccc(cc2)[N+](=O)[O-])C(=O)O"
"667269","NC(=O)C(=C)c1oc(cc1)[N+](=O)[O-]"
"667275","CSC1=C(SC)C(=O)C2=CC(=O)N(C)C=C2C1=O"
"667276","OC1\C=C/C#CCSCC#C1"
"667277","O=C(OC1\C=C/C#CCSCC#C1)c2cnc3ccccc3n2"
"667378","NC1=C(NC(=S)N1)C#N"
"667379","O=C(Nc1nc2C(=O)NC=Nc2s1)c3ccccc3"
"667383","CCO\C=N/c1c(C#N)c(cn1c2ccc(C)cc2)c3ccc(Cl)cc3"
"667385","CC1=NN2C=Nc3c(C2N1)c(cn3c4ccc(C)cc4)c5ccc(Cl)cc5"
"667386","Cc1ccc(cc1)n2cc(c3ccc(Cl)cc3)c4C5NC(=NN5C=Nc24)c6cccs6"
"667387","Cc1ccc(cc1)n2cc(c3ccc(Cl)cc3)c4C5NC(=NN5C=Nc24)c6occc6"
"667439","CCCCCCCCCCN(CCCCCCCCCC)C(=O)COc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc1cc(c2)C(C)(C)C)c5OCC(=O)N(CCCCCCCCCC)CCCCCCCCCC)C(C)(C)C)c4OCC(=O)N(CCCCCCCCCC)CCCCCCCCCC)C(C)(C)C)c3OCC(=O)N(CCCCCCCCCC)CCCCCCCCCC)C(C)(C)C"
"667440","COCCN(CCOC)C(=O)COc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc6cc(cc(Cc1cc(c2)C(C)(C)C)c6OCC(=O)N(CCOC)CCOC)C(C)(C)C)c5OCC(=O)N(CCOC)CCOC)C(C)(C)C)c4OCC(=O)N(CCOC)CCOC)C(C)(C)C)c3OCC(=O)N(CCOC)CCOC)C(C)(C)C"
"667444",""
"667445","O=C1C=C(Nc2ccc(cc12)N3CCCC3)c4ccccc4"
"667446","COc1cccc(c1)C2=CC(=O)c3cc(ccc3N2)N4CCCCC4"
"667447","O=C1C=C(Nc2ccc(cc12)N3CCCCC3)c4ccccc4"
"667448","O=C1C=C(Nc2ccc(cc12)N3CCOCC3)c4ccccc4"
"667449","COc1cc2NC(=CC(=O)c2cc1OC)c3ccccc3"
"667450","COc1cccc(c1)C2=CC(=O)c3cccnc3N2"
"667451","COc1cccc(c1)C2=CC(=O)c3cc(C)cnc3N2"
"667452","COc1cccc(c1)C2=CC(=O)c3cc(Cl)cnc3N2"
"667454","O=Cc1oc(cc1)c2nccc3c4ccccc4[nH]c23"
"667456","S=C1Nc2ccccc2SC1c3ccccc3"
"667460","Clc1ccc2SC(CC(=S)Nc2c1)c3ccccc3"
"667461","Clc1ccc2NC(=S)CC(Sc2c1)c3ccccc3"
"667463","S=C1CC(Sc2ccccc2N1)c3ccccc3"
"667468","S=C1CCSc2c(N1)ccc3ccccc23"
"667471","COc1ccc(cc1OC)C2Oc3c(OC)cccc3C=C2[N+](=O)[O-]"
"667472","[O-][N+](=O)C1=Cc2cc(Cl)ccc2OC1c3cccc4ccccc34"
"667481","OCC1OC(CC1O)N2C=C(N=NNCCc3ccccc3)C(=O)NC2=O"
"667482","OCC1OC(CC1O)N2C=C(N=NNCCCc3ccccc3)C(=O)NC2=O"
"667503","CN(C)c1ccc(cc1)\N=C/2\N\C(=N/c3ccccc3)\C(=N\c4ccccc4)\S2"
"667505","COC(=O)[C@@H](NC1(c2ccccc2)c3ccccc3c4ccccc14)[C@H](OC(=O)[C@H]5CCCN5S(=O)(=O)c6ccccc6)C(=O)OC"
"667510","CN(C)N1C(=O)S\C(=C/c2ccc(cc2)[N+](=O)[O-])\C1=O"
"667511","O=C1CCCSC(=O)N1Cc2ccccc2"
"667512","CC(C)CNC(=O)c1c(NC(=O)c2ccccc2)sc3NC(=O)N(C(=O)c13)c4ccccc4"
"667513","CCOC(=O)c1c(N=P(c2ccccc2)(c3ccccc3)c4ccccc4)nnc(c5ccccc5)c1c6ccccc6"
"667515","O=C1CSC(=O)/C/1=C\NNc2oc3ccccc3n2"
"667516","CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CO)\C=C\C(=O)OC(C)(C)C"
"667518","OC1(CC(C2C1C(=O)Nc3ccccc3C2=O)c4ccccc4)c5ccccc5"
"667519","O=C(Cc1ccccc1)N[C@@H]2COC(=O)C3CCCN3C(=O)[C@@H]4CCCN4C2=O"
"667520","O=C(Cc1ccccc1)N[C@@H]2COC(=O)[C@@H]3CCCN3C(=O)[C@@H]4CCCN4C2=O"
"667521","C[C@@H]1OC2(O)[C@@H]3CCCN3C(=O)N(Cc4ccccc4)N2C1=O"
"667522","O=C1NN(Cc2ccccc2)C(=O)N3CCC[C@@H]13"
"667526","CC1=CC(=C(C#N)C(=S)N1C2OC(CO)C(O)C(O)C2O)c3cccc4ccccc34"
"667527","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C3=C(CCCC3)C(=C(C#N)C2=S)c4cccc5ccccc45"
"667529","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C3=C(CCCC3)C(=C(C#N)C2=S)c4ccc(Cl)cc4"
"667530","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C3=C(CCCC3)C(=C(C#N)C2=S)c4occc4"
"667531","COc1ccc(cc1)C2=C(C#N)C(=S)N(C3OC(CO)C(O)C(O)C3O)C4=C2CCCC4"
"667532","OCC1OC(C(O)C(O)C1O)N2C3=C(CCCC3)C(=C(C#N)C2=S)c4occc4"
"667533","CCOC(=O)C1=C(C)N(C2OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C2OC(=O)C)C(=S)C(=C1c3ccc(Cl)cc3)C#N"
"667534","CCOC(=O)C1=C(C)N(C2OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C2OC(=O)C)C(=S)C(=C1c3ccc(OC)cc3)C#N"
"667535","CCOC(=O)C1=C(C)N(C2OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C2OC(=O)C)C(=S)C(=C1c3cccc4ccccc34)C#N"
"667537","CCC1=C(N(C2OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C2OC(=O)C)C(=S)C(=C1C)C#N)c3ccccc3"
"667538","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=S)C(=C(C)C(=C2c3ccccc3)C)C#N"
"667539","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=S)C(=C(C)C(=C2c3ccccc3)C)C#N"
"667542","CCC1=C(C)N(C2OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C2OC(=O)C)C(=S)C(=C1C)C#N"
"667545","CC(=O)C1=C(N(C2OC(CO)C(O)C(O)C2O)C(=S)C(=C1c3ccc(Cl)cc3)C#N)c4ccccc4"
"667547","CC(=O)C1=C(N(C2OC(CO)C(O)C(O)C2O)C(=S)C(=C1c3cccc4ccccc34)C#N)c5ccccc5"
"667548","CC(=O)C1=C(C)N(C2OC(CO)C(O)C(O)C2O)C(=S)C(=C1c3ccc(Cl)cc3)C#N"
"667549","CC(=O)C1=C(N(C2OC(CO)C(O)C(O)C2O)C(=S)C(=C1c3ccc(Cl)cc3)C#N)c4ccccc4"
"667550","COc1ccc(cc1)C2=C(C#N)C(=S)N(C3OC(CO)C(O)C(O)C3O)C(=C2C(=O)C)c4ccccc4"
"667554","CC(=O)C1=C(N(C2OC(CO)C(O)C(O)C2O)C(=S)C(=C1c3cccc4ccccc34)C#N)c5ccccc5"
"667556","COc1ccc(cc1)C2=C(C#N)C(=S)N(C3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)C(=C2C(=O)C)C"
"667557","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=S)C(=C(C(=C2c3ccccc3)C(=O)C)c4ccc(Cl)cc4)C#N"
"667560","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=C(C(=O)C)C(=C(C#N)C2=S)c3occc3)C"
"667561","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=C(C(=O)C)C(=C(C#N)C2=S)c3cccc4ccccc34)C"
"667562","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=S)C(=C(C(=C2c3ccccc3)C(=O)C)c4cccc5ccccc45)C#N"
"667563","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=C(C(=O)C)C(=C(C#N)C2=S)c3occc3)C"
"667564","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=S)C(=C(C(=C2c3ccccc3)C(=O)C)c4cccc5ccccc45)C#N"
"667640","Nc1nc(N)c2nc(CNc3ccc(cc3)C(=O)NC(CCNC(=O)c4ccccc4C(=O)O)C(=O)O)cnc2n1"
"667641","Nc1nc(N)c2nc(CNc3ccc(cc3)C(=O)NC(CCCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cnc2n1"
"667642","COc1ccc(CC2NC(=O)\C=C\CC(OC(=O)C(CC(C)C)OC(=O)C(C)CNC2=O)C(C)C3OC3c4ccccc4)cc1Cl"
"667644","[O-][N+](=O)c1cccc2nc3ccccc3c(NCCCN4CCCCC4)c12"
"667645","[O-][N+](=O)c1cccc2nc3ccccc3c(NCCC[N+]4([O-])CCCCC4)c12"
"667646","OCC1OC(NC(=S)NCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)C(O)C1O"
"667648","CCOC(=O)\C=C(\N=P(c1ccccc1)(c2ccccc2)c3ccccc3)/C(F)(F)F"
"667652","COC1OC(COC(=O)NCCCCC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)C(O)C1O"
"667654","CCOC(=O)\C=C(/N=P(c1ccccc1)(c2ccccc2)c3ccccc3)\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"667672","Ic1ccc(cc1)C(=O)NC2CCN(Cc3ccccc3)CC2"
"667705","Cc1ccc(cc1)n2cnc3c(N\N=C\4/SCC(=O)N4c5ccccc5)ncnc23"
"667706","CNC(=S)NNc1ncnc2c1c(cn2c3ccc(C)cc3)c4ccc(Cl)cc4"
"667707","Cc1ccc(cc1)n2cc(c3ccc(Cl)cc3)c4c(NNC(=S)NCc5ccccc5)ncnc24"
"667708","CN1C(=O)CS/C/1=N\Nc2ncnc3c2c(cn3c4ccc(C)cc4)c5ccc(Cl)cc5"
"667718","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C3=C(CCC3)C(=C(C#N)C2=S)c4occc4"
"667722","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=C(N=Nc3ccccc3)C(=C(C#N)C2=S)C)C"
"667723","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=C(N=Nc3ccc(C)cc3)C(=C(C#N)C2=S)C)C"
"667725","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=C(N=Nc3ccc(Cl)cc3)C(=C(C#N)C2=S)C)C"
"667727","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=S)C(=C(C)C(=C2c3ccccc3)N=Nc4ccc(C)cc4)C#N"
"667728","COc1ccc(cc1)N=NC2=C(N(C3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3OC(=O)C)C(=S)C(=C2C)C#N)c4ccccc4"
"667730","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=S)C(=C(C)C(=C2c3ccccc3)N=Nc4ccc(Cl)cc4)C#N"
"667731","CC1=C(N=Nc2ccccc2)C(=C(C#N)C(=S)N1C3OC(CO)C(O)C(O)C3O)C"
"667734","CC1=C(N=Nc2ccc(Cl)cc2)C(=C(C#N)C(=S)N1C3OC(CO)C(O)C(O)C3O)C"
"667735","CC1=C(C#N)C(=S)N(C2OC(CO)C(O)C(O)C2O)C(=C1N=Nc3ccccc3)c4ccccc4"
"667736","CC1=C(C#N)C(=S)N(C2OC(CO)C(O)C(O)C2O)C(=C1N=Nc3ccc(C)cc3)c4ccccc4"
"667739","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=C(C#N)C(C=C2c3ccccc3)c4occc4)S"
"667740","CC(=O)OCC1OC(C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)N2C(=C(C#N)C(C=C2c3ccccc3)c4cccs4)S"
"667742","CCOc1ccc(NC(=O)\C=C\c2occc2)cc1"
"667745","CN1C(O)C(Cl)(Br)C(=O)N(C)C1=O"
"667746","NC1CC2NC3CCCCC3NC2CC1N"
"667748","Cc1ccc(cc1)S(=O)(=O)Oc2nc3ccccc3nc2N(S(=O)(=O)c4ccc(C)cc4)S(=O)(=O)c5ccc(C)cc5"
"667759","Cc1ccc(cc1)S(=O)(=O)Oc2nc3nc4ccccc4nc3nc2OS(=O)(=O)c5ccc(C)cc5"
"667844","ClCC1=C(NC(=O)NC1=O)C=O"
"667869","C[C@H]1[C@H]([O-][B+3](c2ccccc2)(c3ccccc3)[N+]1(C)C)c4ccccc4"
"667870","CCCN(CCC)C(=S)N\N=C\c1ccccn1"
"667872","S=C(N\N=C\c1ccccn1)N2CCCCCC2"
"667874","CCCN(CCC)C(=S)N\N=C\c1cccc(C)n1"
"667875","Cc1cccc(\C=N\NC(=S)N2CCCCC2)n1"
"667876","Cc1cccc(\C=N\NC(=S)N2CCCCCC2)n1"
"667877","C\C(=N/NC(=S)NCCNC(=S)N\N=C(/C)\c1ccccn1)\c2ccccn2"
"667880","CN(CCN(C)C(=S)N\N=C(/C)\c1ccccn1)C(=S)N\N=C(/C)\c2ccccn2"
"667899","COc1ccc(NC2Oc3cc4OCOc4cc3C(C2C)c5cccc(OC)c5OC)cc1"
"667901","COc1cccc(C2C(C)C(NNS(=O)(=O)c3ccc(C)cc3)Oc4cc5OCOc5cc24)c1OC"
"667902","COc1cccc(C2C(C)C(NNC(=O)N)Oc3cc4OCOc4cc23)c1OC"
"667903","COc1cccc(C2C(C)C(Nc3ccccc3)Oc4cc5OCOc5cc24)c1OC"
"667904","COc1cccc(C2C(C)C(NNc3ccccc3)Oc4cc5OCOc5cc24)c1OC"
"667905","CCN(CC)C1Oc2cc3OCOc3cc2C(C1C)c4cccc(OC)c4OC"
"667907","COc1ccc(cc1)C2C(C)C(Nc3ccccc3)Oc4cc5OCOc5cc24"
"667909","COc1cccc(C2C(C)C(Oc3cc4OCOc4cc23)N5CCCCC5)c1OC"
"667910","COc1ccc(cc1)C2C(C)C(NNc3ccccc3)Oc4cc5OCOc5cc24"
"667911","COc1ccc(cc1)C2C(C)C(NNC(=O)N)Oc3cc4OCOc4cc23"
"667913","CC1C(NNc2ccccc2)Oc3cc4OCOc4cc3C1c5ccccc5O"
"667918","COc1cc(cc(OC)c1OC)C2C(C)C(NN)Oc3cc4OCOc4cc23"
"667921","Oc1ccccc1C(N2CCOCC2)c3cc4OCOc4cc3O"
"667924","COc1cc(cc(OC)c1OC)C2C(C)C(NNS(=O)(=O)c3ccc(C)cc3)Oc4cc5OCOc5cc24"
"667925","COc1cc(cc(OC)c1OC)C2C(C)C(NNc3ccccc3)Oc4cc5OCOc5cc24"
"667926","COc1cccc(C2C(C)C(NNS(=O)(=O)c3ccc(C)cc3)Oc4cc5OCOc5cc24)c1O"
"667927","COc1cc(cc(OC)c1OC)C2C(C)C(Nc3ccccc3)Oc4cc5OCOc5cc24"
"667928","CCN(CC)C1Oc2cc3OCOc3cc2C(C1C)c4cc(OC)c(OC)c(OC)c4"
"667930","COc1cc(cc(OC)c1OC)C2C(C)C(NCCO)Oc3cc4OCOc4cc23"
"667931","COc1ccc(NC2Oc3cc4OCOc4cc3C(C2C)c5cc(OC)c(OC)c(OC)c5)cc1"
"667932","COc1cc(cc(OC)c1OC)C2C(C)C(NNC(=O)N)Oc3cc4OCOc4cc23"
"667933","COc1cccc(C2C(C)C(NNC(=O)N)Oc3cc4OCOc4cc23)c1O"
"667934","COc1cccc(C2C(C)C(Nc3ccccc3)Oc4cc5OCOc5cc24)c1O"
"667947","Oc1cc2CCCNc2c(c1)S(=O)(=O)c3ccccc3[N+](=O)[O-]"
"667949","Cc1cc2CCCNc2c(c1)S(=O)(=O)c3ccc(Cl)cc3[N+](=O)[O-]"
"667954","Oc1ccc(Cl)cc1CN2CCN(Cc3cc(Cl)ccc3O)C2"
"668002","CC(C)C(NC(=O)OC(C)(C)C)C(=O)NCC(=O)OCc1ccccc1"
"668003","CC(C)C(NC(=O)CNC(=O)OC(C)(C)C)C(=O)OCc1ccccc1"
"668004","CC(C)C(NC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)N1CCCC1C(=O)O"
"668005","CC(C)C(NC(=O)C)C(=O)N1CCCC1C(=O)O"
"668018","CCOC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O"
"668024","O=C(OCc1ccccc1)C(CN2C(=O)c3ccccc3C2=O)(CN4C(=O)c5ccccc5C4=O)C(=O)OCc6ccccc6"
"668033","CC(C)C(NC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NCC(=O)O"
"668036","CC(C)C(OC(=O)C(C)NC(=O)C(OC(=O)C(C)NC(=O)OC(C)(C)C)C(C)C)C(=O)O"
"668039","CC(C)(C)OC(=O)NNC(=O)C1Cc2ccccc2OC1=O"
"668047","COC(=O)C(Cc1ccccc1)OC(=O)C(N)CC(=O)O"
"668057","COC(=O)NC(Cc1ccccc1)NC(=O)C"
"668059","COc1ccc(cc1)N(C)C(=O)N(C)c2ccc(cc2)[N+](=O)[O-]"
"668102","CC[C@H](C)[C@H]1NC(=O)[C@@H](N)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@@H](OC(=O)C[C@@H]1O)C(C)C"
"668217","COc1ccc(cc1OC)C2Oc3ccc(Cl)cc3C=C2[N+](=O)[O-]"
"668253","C=C1CC(CN2CCC(=O)NC2=O)(OC1=O)c3ccccc3"
"668254","Clc1ccc(cc1)C2(CN3C=CC(=O)NC3=O)CC(=C)C(=O)O2"
"668255","COc1ccc(cc1)C2(CN3C=CC(=O)NC3=O)CC(=C)C(=O)O2"
"668256","C=C1CC(CN2C=CC(=O)NC2=O)(OC1=O)c3ccc(cc3)c4ccccc4"
"668257","CC1=CN(CC2(CC(=C)C(=O)O2)c3ccc(Cl)cc3)C(=O)NC1=O"
"668258","CC1=CN(CC2(CC(=C)C(=O)O2)c3ccc(cc3)c4ccccc4)C(=O)NC1=O"
"668259","BrC1=CN(CC2(CC(=C)C(=O)O2)c3ccc(Br)cc3)C(=O)NC1=O"
"668260","BrC1=CN(CC2(CC(=C)C(=O)O2)c3ccc(cc3)c4ccccc4)C(=O)NC1=O"
"668261","CC1(COc2ccc3C=CC(=O)Oc3c2)CC(=C)C(=O)O1"
"668262","CC1=CC(=O)Oc2cc(OCC3(C)CC(=C)C(=O)O3)ccc12"
"668263","CC1=C(Cl)C(=O)Oc2cc(OCC3(C)CC(=C)C(=O)O3)ccc12"
"668264","CC1=C(C)c2ccc(OCC3(C)CC(=C)C(=O)O3)c(C)c2OC1=O"
"668265","C=C1CC(COc2ccc3C=CC(=O)Oc3c2)(OC1=O)c4ccccc4"
"668266","CC1=CC(=O)Oc2cc(OCC3(CC(=C)C(=O)O3)c4ccccc4)ccc12"
"668267","CC1=C(Cl)C(=O)Oc2cc(OCC3(CC(=C)C(=O)O3)c4ccccc4)ccc12"
"668268","CC1=C(C)c2ccc(OCC3(CC(=C)C(=O)O3)c4ccccc4)c(C)c2OC1=O"
"668269","CC1(COC2=CC(=O)Oc3ccccc23)CC(=C)C(=O)O1"
"668270","C=C1CC(COC2=CC(=O)Oc3ccccc23)(OC1=O)c4ccccc4"
"668276","C=C1CC(OC1=O)c2ccc(OCCCN3C(=O)c4ccccc4C3=O)cc2"
"668277","COc1cc(ccc1OCCCN2C(=O)c3ccccc3C2=O)C4CC(=C)C(=O)O4"
"668281","NC1=NC(=O)N(C=C1)C2COC(CO)O2"
"668293","[O-][N+](=O)c1c(Br)cc(Br)c2Sc3ccc(Cl)c(Cl)c3Nc12"
"668294","CCCN(CCC)C(=S)N\N=C(\C)/c1ccccc1O"
"668295","C\C(=N\NC(=S)N1CCCCC1)\c2ccccc2O"
"668296","C\C(=N\NC(=S)N1CCCCCC1)\c2ccccc2O"
"668297","COc1ccccc1NC(=S)N\N=C(\C)/c2ccccn2"
"668298","COc1ccccc1NC(=S)N\N=C\c2ccccn2"
"668299","CCN(CC)C(=S)N\N=C(\c1ccccc1)/c2ccccn2"
"668300","S=C(N\N=C(\c1ccccc1)/c2ccccn2)N3CCCCC3"
"668301","S=C(N\N=C(\c1ccccc1)/c2ccccn2)N3CCCCCC3"
"668323","Clc1ccccc1NC(=S)N\N=C(\c2ccccc2)/c3ccccn3"
"668324","Clc1cccc(NC(=S)N\N=C(\c2ccccc2)/c3ccccn3)c1"
"668325","Clc1ccc(NC(=S)N\N=C(\c2ccccc2)/c3ccccn3)cc1"
"668326","Cc1ccccc1NC(=S)N\N=C(\c2ccccc2)/c3ccccn3"
"668327","Cc1cccc(NC(=S)N\N=C(\c2ccccc2)/c3ccccn3)c1"
"668328","Cc1ccc(NC(=S)N\N=C(\c2ccccc2)/c3ccccn3)cc1"
"668329","COc1ccc(NC(=S)N\N=C(/c2ccccc2)\c3ccccn3)cc1"
"668330","[O-][N+](=O)c1ccc(NC(=S)N\N=C(/c2ccccc2)\c3ccccn3)cc1"
"668331","COc1ccccc1NC(=S)N\N=C(\c2ccccc2)/c3ccccn3"
"668332","C\C(=N\NC(=S)Nc1ccccc1C)\c2ccccn2"
"668333","C\C(=N\NC(=S)Nc1ccccc1Cl)\c2ccccn2"
"668334","C\C(=N\NC(=S)Nc1ccc(C)cc1)\c2ccccn2"
"668335","C\C(=N\NC(=S)Nc1cccc(Cl)c1)\c2ccccn2"
"668336","C\C(=N\NC(=S)Nc1cccc(C)c1)\c2ccccn2"
"668337","CCNC(=S)N\N=C(\C)/c1cccc(n1)\C(=N/NC(=S)NCC)\C"
"668338","C\C(=N\NC(=S)N1CCCC1)\c2cccc(n2)\C(=N/NC(=S)N3CCCC3)\C"
"668341","CCN(CC)C(=S)N\N=C(\C)/c1cccc(n1)\C(=N/NC(=S)N(CC)CC)\C"
"668348","N=C1N2C(=Nc3ccccc13)Oc4ccccc24"
"668351","ClC1CCCC2(Cl)C(=O)NC3(CCCCC3)N=C12"
"668352","CC1=NC2(CCCCC2)N(Cl)C(=O)C1SC#N"
"668360","O=C(C=P(c1ccccc1)(c2ccccc2)c3ccccc3)c4ccccc4c5ccccc5C(=O)C=P(c6ccccc6)(c7ccccc7)c8ccccc8"
"668366","CCSC(=O)\C=C\1/CN(C1C(=O)OC(C)(C)C)C(=O)OC(C)(C)C"
"668370","IC(=C(C=O)c1ccccc1)I"
"668371","IC(=C(C(=O)c1ccccc1)c2ccccc2)I"
"668374","CC(C)CNC(=O)Cn1c2CCCCc2c3ccccc13"
"668376","O=C(Cn1c2CCCCc2c3ccccc13)NC4CCCCC4"
"668380","COc1cc(cc(OC)c1O)[C@H]2N3[C@H](COC3=O)C(Nc4ccc(cc4)[N+](=O)[O-])c5c2[nH]c6ccccc56"
"668382","Oc1cc(cc(O)c1O)[C@H]2N3[C@H](COC3=O)Cc4c2[nH]c5ccccc45"
"668383","COc1cc2c(NCCN(C)C)nc3c(ccc4cc5OCOc5cc34)c2cc1OC"
"668393","Oc1c(Br)cc(CCNC2=CC(=O)c3ncccc3C2=O)cc1Br"
"668394","Oc1c(Br)cc(CCNC2=CC(=O)c3cccnc3C2=O)cc1Br"
"668404","CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6cocc6)c7ccccc7)C(=C1C5(C)C)C"
"668405","c1ccc(cc1)\N=C\2/c3ccsc3\C(=N\c4ccccc4)\c5ccsc25"
"668406","Clc1ccc2OC(=C(C(=O)c2c1)C3=C(Oc4ccc(Cl)cc4C3=O)c5ccccc5)c6ccccc6"
"668408","Clc1cc2C(=O)C=C(Oc2c(c1)c3cc(Cl)cc4C(=O)C=C(Oc34)c5ccccc5)c6ccccc6"
"668409","Cc1ccc(O)c(c1)c2cscn2"
"668410","Cc1cc(Br)c(O)c(c1)c2cscn2"
"668411","Cc1cc(c(O)c(c1)[N+](=O)[O-])c2cscn2"
"668414","CC(C)(N=NC(C)(C)C1=NCCN1)C2=NCCN2"
"668419","COC(=O)\C=C(\C(=O)OC)/c1c(C)c(C)c2c(C)cc(C)cc(C)c12"
"668421","FC(F)(F)Oc1cccc(c1)C2=CC(=O)c3cc(ccc3N2)N4CCCC4"
"668426","CCOC(=O)CCC(NC(=O)C(Cc1ccc(cc1)[N+](=O)[O-])NC(=O)OC(C)(C)C)C(=O)NC(CCC(=O)OCC)C(=O)OCC"
"668429","COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)OC(C)(C)C"
"668432","COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)C(Cc7c[nH]c8ccccc78)NC(=O)C(Cc9c[nH]c%10ccccc9%10)NC(=O)C(Cc%11c[nH]c%12ccccc%11%12)NC(=O)OC(C)(C)C"
"668434","COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)C(Cc7c[nH]c8ccccc78)NC(=O)OC(C)(C)C"
"668448","COC(=O)C(CCCCNC(=O)CNC(=O)OCc1ccccc1)NC(=O)C(CCCCNC(=O)CNC(=O)OCc2ccccc2)NC(=O)OCc3ccccc3"
"668454","CC(NC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C"
"668457","CC(C)(C)OC(=O)NC(Cc1c[nH]cn1)C(=O)N2CCCC2C(=O)N"
"668460","Cc1ccc(cc1)S(=O)(=O)n2cnc(CC(NC(=O)C3CCC(=O)N3C(=O)OCc4ccccc4)C(=O)N5CCCC5C(=O)NN)c2"
"668467","CN(C)CCNc1c(sc2ccc(Cl)cc12)[N+](=O)[O-]"
"668468","[O-][N+](=O)c1sc2ccc(Cl)cc2c1Nc3ccc(Cl)cc3"
"668470","CCOC(=O)Nc1ccc2c3ccccc3nc(CCCCCCc4nc5ccccc5c6ccc(NC(=O)OCC)cc46)c2c1"
