"","SMILES"
"665773","Fc1ccc(cc1)C(=O)CCCN2CCC3(CC2)CC(=O)N(N4CCCCCC4)C3=O"
"665774","OC1(CC2CCC(C1)N2CCCC3(OCCO3)c4ccc(F)cc4)c5ccccc5"
"665775","CC\C=C/C(O)(C1CCCC1)C(=O)OC2CCN(CC=C)CC2"
"665777","CC#CC(O)(C1CCCC1)C(=O)OC2CCN(CC=C)CC2"
"665783","O=C(OC1CN2CCC1CC2)N(c3ccccc3)c4ccccc4"
"665788","CCN1CN(c2ccccc2)C3(CCN(CC4COc5ccccc5O4)CC3)C1=O"
"665789","CCN1CN(c2ccccc2)C3(CCN(CC(CC4OCCO4)c5ccc(F)cc5)CC3)C1=O"
"665791","CN(CCCN1CCC2(CC1)N(CN(C)C2=O)c3ccccc3)c4ccc(F)cc4"
"665803","CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)[C@@H]2CCCN2)C(C)OC(=O)[C@H](Cc3ccc(OC)cc3)N(C)C(=O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)NC(=O)C(C)C(=O)[C@@H](OC(=O)CC1O)C(C)C"
"665804","CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)[C@@H]2C=CCN2C(=O)[C@H](C)O)C(C)OC(=O)[C@H](Cc3ccc(OC)cc3)N(C)C(=O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)NC(=O)C(C)C(=O)[C@@H](OC(=O)CC1O)C(C)C"
"665805","CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)[C@@H]2CC(O)CN2C(=O)[C@H](C)O)C(C)OC(=O)[C@H](Cc3ccc(OC)cc3)N(C)C(=O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)NC(=O)C(C)C(=O)[C@@H](OC(=O)CC1O)C(C)C"
"665806","CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)[C@@H]2CC(O)CN2)C(C)OC(=O)[C@H](Cc3ccc(OC)cc3)N(C)C(=O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)NC(=O)C(C)C(=O)[C@@H](OC(=O)CC1O)C(C)C"
"665808","COc1ccc(C[C@H](N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)C(C)NC(=O)OCc3ccccc3)C(=O)N[C@@H](C)C(=O)N)cc1"
"665820","COc1ccc2C3N(CCCc2c1)CCc4cc(OC)c(OC)cc34"
"665857","C[N+](C)(C)CCOP(=O)(O)OCCNC(=O)c1ccc2ccccc2c1"
"665863","CN1CN(c2ccccc2)C3(CCN(CCCCCCF)CC3)C1=O"
"665869","CCC(C)N1CN(c2ccccc2)C3(CCN(CCCSc4ccc(F)cc4)CC3)C1=O"
"665872","COC(=O)C1(CCN(C)CC1)OC(=O)Sc2ccccc2"
"665879","CCN(CC)C(=O)N1CN(c2ccccc2)C3(CCN(CCCC4(OCCO4)c5ccc(F)cc5)CC3)C1=O"
"665881","CCN(CC)C(=O)N1CN(c2ccccc2)C3(CCN(CCCSc4ccc(F)cc4)CC3)C1=O"
"665883","CNC(=O)N1CN(c2ccccc2)C3(CCN(Cc4ccccc4)CC3)C1=O"
"665895","OC(C1CCCC1)(C(=O)OCCC2=C3CCN(CC3)C2)c4ccccc4"
"665897","CNC(=O)O\N=C\1/N(C)CN(c2ccccc2)C13CCN(CCCC(=O)c4ccc(F)cc4)CC3"
"665899","CCCCCCC(N)(CCCCCC)C(=O)Nn1c(C)ccc1C"
"665900","COc1ccc2[nH]cc(CN3CCC(CO)(CC3)c4ccccc4)c2c1"
"665906","NC(=O)CNC(=O)[C@@H]1CC(CN1C(=O)C2CCCN2C(=O)OCc3ccccc3)OCCC(=O)O"
"665910","Cc1ccc(cc1)S(=O)(=O)n2c3C4CC=C(C(=O)N4CCc3c5ccccc25)S(=O)(=O)c6ccccc6"
"665915","CC1(C)[C@@H]2C[C@H]1c3cnc(cc3[C@H]2CCCCCC4[C@H]5C[C@@H](c6cnc(cc46)c7ccccn7)C5(C)C)c8ccccn8"
"665916","CN(C)C(=S)N\N=C(/C)\c1cccnn1"
"665924","Cc1ccc(F)c2NC(=CC(=O)c12)c3ccccc3"
"665925","Cc1cc(C)c2C(=O)C=C(Nc2c1)c3ccccc3"
"665929","Fc1cc2NC(=CC(=O)c2cc1F)c3ccccc3"
"665930","Cc1ccc(Cl)c2NC(=CC(=O)c12)c3ccccc3"
"665934","CNCCN[C@H]1[C@H]2COC(=O)[C@@H]2[C@H](c3cc(OC)c(O)c(OC)c3)c4cc5OCOc5cc14"
"665935","COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](NCCNCCO)c4cc5OCOc5cc24"
"665936","COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](NCCNCCO)c4cc5OCOc5cc24"
"665940","BrC1(Br)S(=O)(=O)OCCCOS1(=O)=O"
"665941","O=S1(=O)OCCOS(=O)(=O)C1(CCC#N)CCC#N"
"665942","FC1S(=O)(=O)OCCOS1(=O)=O"
"665946","O=C(NNC(=S)NC1CCCCC1)C23CC4CC(CC(C4)C2)C3"
"665947","O=C(NNC(=S)Nc1ccccc1)C23CC4CC(CC(C4)C2)C3"
"665948","Clc1ccc(NC(=S)NNC(=O)C23CC4CC(CC(C4)C2)C3)cc1"
"665950","Sc1nnc(n1CC=C)C23CC4CC(CC(C4)C2)C3"
"665951","Sc1nnc(n1c2ccc(Cl)cc2)C34CC5CC(CC(C5)C3)C4"
"665959","Clc1ccc(cc1)c2oc(nn2)C34CC5CC(CC(C5)C3)C4"
"665962","C1C2CC3CC1CC(C3)(C2)c4oc(nn4)c5cccs5"
"665970","CO[C@H]1O[C@@H]2O[C@]3(C)CCC4[C@H](C)CCC([C@H]1C)C24OO3"
"665971","CCO[C@H]1O[C@@H]2O[C@]3(C)CCC4[C@H](C)CCC([C@H]1C)C24OO3"
"666034","CC(O)C(O)C1=C(C)C(=O)C(=O)c2c1[nH]c3ccc(CC=C(C)C)cc23"
"666037","CN1C\C(=C/c2ccc(Cl)cc2)\C(=O)\C(=C\c3ccc(Cl)cc3)\C1"
"666038","CN1C\C(=C/c2ccccc2[N+](=O)[O-])\C(=O)\C(=C\c3ccccc3[N+](=O)[O-])\C1"
"666062","COc1cc(cc(OC)c1OC)N(Cc2ccc3nc(OC)c(OC)nc3c2)Cc4ccc5nc(OC)c(OC)nc5c4"
"666065","Cn1nc2ccc3nccc(N4CCN(CCO)CC4)c3c2n1"
"666075","COC(OC)(C(I)I)c1ccccc1"
"666078","Nc1cccc(\N=C/2\N\C(=N/c3cccc(N)n3)\c4cc(C#N)c(cc24)C#N)n1"
"666080","C1CSc2ccc(SCCCSc3ccc(SC1)nn3)nn2"
"666097","Nc1cc(CO)cc(Nc2c3ccccc3nc4ccccc24)c1"
"666107","CC1OC2=C(C(=O)Oc3cccc(C)c23)[C@@]1(C)C[C@@H]4OC(=O)C(=C4)C"
"666109","C[C@H]1CC(C[C@@]2(C)C(C)OC3=C2C(=O)Oc4ccccc34)OC1=O"
"666110","Cc1cccc2OC(=O)C3=C(OC4(C[C@]3(C)C=C)OC(O)C(=C4)CO)c12"
"666112","CC(=O)OC[C@H]1CC(OC(=O)C(=C)C)[C@@H]2C(OC(=O)C2=C)C3C1CC=C3C"
"666113","CC(=O)OC\C\1=C/C2OC(=O)C(=C)[C@@H]2[C@H](CC3(CO)O[C@@H]3CC1)OC(=O)C(=C)C"
"666114","CC(=O)OC1[C@H]2OC(=O)C(=C)[C@@H]2[C@H](C\C(=C\CCC1=C)\CO)OC(=O)C(=C)C"
"666115","Cc1ccc2NC(=O)C(=C(O)c2c1)c3cnc(O)nn3"
"666117","CCOC(=O)O\C(=C/c1ccc(OC)cc1)\c2c(OC(=O)OCC)n(C(=O)OCC)c3ccccc23"
"666123","COC(=O)\C=C(\C(=O)OC)/c1c(C)cc2c(C)cc(C)cc(C)c12"
"666124","COc1ccc(OC2OC(CO)C(OCc3ccccc3)C(OCc4ccccc4)C2OCc5ccccc5)cc1"
"666126","COc1ccc(OC2OC(COC(c3ccccc3)(c4ccc(OC)cc4)c5ccc(OC)cc5)C(O)C(O)C2O)cc1"
"666132","CC1(C)CC2=C(C(C(=C(N)O2)c3nc(cs3)c4ccccc4)c5ccc(Br)cc5)C(=O)C1"
"666133","NC(=S)C1=C(N)OC2=C(C1c3ccc(Br)cc3)C(=O)Oc4ccccc24"
"666134","NC1=C(C(C2=C(O1)c3ccccc3OC2=O)c4ccc(Br)cc4)c5nc(cs5)c6ccccc6"
"666135","NC1=C(C(C2=C(O1)c3ccccc3OC2=O)c4occc4)c5nc(cs5)c6ccccc6"
"666136","NC1=C(C(C2=C(O1)c3ccccc3OC2=O)c4occc4)c5nc(cs5)C6=Cc7ccccc7OC6=O"
"666137","CC1(C)CC(=O)C2=C(C1)NC(=S)C(=C2c3ccc(Br)cc3)C#N"
"666138","CN(C)c1ccc(cc1)c2c(C#N)c(N)nc(S)c2C#N"
"666140","CC1(C)CC(=O)C2=C(C1)NC(=C(C#N)C2c3ccc(F)cc3)SSC4=C(C#N)C(C5=C(CC(C)(C)CC5=O)N4)c6ccc(F)cc6"
"666159","CC1=[N+]2[N-]C(=S[Bi+3]234([O-][N+](=O)[O-])(S=C([N-][N+]3=C(C)c5cccc[n+]45)N6CCCCCC6)[n+]7ccccc17)N8CCCCCC8"
"666160","CC1CCN(CC1)C2=S[Bi+3]345([O-][N+](=O)[O-])(S=C([N-][N+]3=C(C)c6cccc[n+]46)N7CCC(C)CC7)[N+](=C(C)c8cccc[n+]58)[N-]2"
"666167","Brc1ccc(cc1)C2=NN=C3NC(=O)C4(NN3C2)c5ccccc5c6ccccc46"
"666174","Clc1ccc(\C=C\C2=NNC3N4NC5(C(=O)NC4=NN3C2=O)c6ccccc6c7ccccc57)cc1"
"666214","COc1cccc(C2C(C)C(Oc3cc4OCOc4cc23)N5CCOCC5)c1O"
"666217","COc1cc(cc(OC)c1OC)C2C(C)C(Oc3cc4OCOc4cc23)N5CCOCC5"
"666218","COc1cccc(C2C(C)C(Oc3cc4OCOc4cc23)N5CCCC5)c1OC"
"666220","COc1ccc(C2C(C)C(Oc3cc4OCOc4cc23)N5CCOCC5)c(OC)c1"
"666222","CC1C(Oc2cc3OCOc3cc2C1c4ccc5OCOc5c4)N6CCOCC6"
"666223","COc1cc(ccc1O)C2C(C)C(Oc3cc4OCOc4cc23)N5CCOCC5"
"666225","COc1ccc(cc1OC)C2C(C)C(Oc3cc4OCOc4cc23)N5CCOCC5"
"666226","COc1ccccc1C2C(C)C(Oc3cc4OCOc4cc23)N5CCCC5"
"666227","CCC1C(Oc2cc3OCOc3cc2C1c4cc(OC)c(OC)c(OC)c4)N5CCCC5"
"666229","COc1cccc(c1)C2C(C)C(Oc3cc4OCOc4cc23)N5CCCC5"
"666231","CC1C(Oc2cc3OCOc3cc2C1c4ccc(Cl)cc4)N5CCOCC5"
"666233","CC1C(Oc2cc3OCOc3cc2C1c4ccc(cc4)N(C)C)N5CCCC5"
"666234","CC1C(Oc2cc3OCOc3cc2C1c4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)N5CCOCC5"
"666236","COc1cccc(C2C(C(Oc3cc4OCOc4cc23)N5CCCC5)c6ccccc6)c1O"
"666237","COc1cc(cc(OC)c1OC)C2C(C)C(Oc3cc4OCOc4cc23)N5CCCCC5"
"666238","COc1cc(OC)c(C2C(C)C(Oc3cc4OCOc4cc23)N5CCOCC5)c(OC)c1"
"666272","COC1=C(Br)[C@H](O)[C@]2(CC(=NO2)C(=O)NCCCOc3c(Br)cc(cc3Br)C(O)CNC(=O)C)C=C1Br"
"666279","Cc1ccc(cc1)N2CCc3c(C)c(C#N)c4nc5ccccc5n4c23"
"666280","CCCCCCN1CCc2c(C)c(C#N)c3nc4ccccc4n3c12"
"666283","Cc1nc2ccc(F)cc2c3N(CCc13)c4ccc(Cl)cc4"
"666284","COc1cc(OC)c2nc(C)c3CCNc3c2c1"
"666288","CC1=C(CCO)C(=O)NC(=N1)Nc2nc3ccccc3[nH]2"
"666289","Cc1cc(Cl)nc(Nc2nc3ccccc3[nH]2)n1"
"666290","Cc1nn(C2=NC=C(C(=O)O)C(=O)N2)c(O)c1CCO"
"666291","NC(=N)n1nc2CCCc2c1O"
"666292","Cc1nc2ccc(Cl)cc2c(c1CCn3ccnc3)n4ccnc4"
"666293","Cc1nn(C(=N)N)c(O)c1CCO"
"666294","O=C(CC(=O)\C=C\c1occc1)\C=C\c2occc2"
"666295","Oc1ccccc1\C=C\C(=O)CC(=O)\C=C\c2ccccc2O"
"666297","COc1ccc(\C=C\C(=O)CC(=O)\C=C\c2ccc(OC)cc2)cc1"
"666298","O=C(CC(=O)\C=C\c1ccc2OCOc2c1)\C=C\c3ccc4OCOc4c3"
"666300","CC(=O)OC(OC(=O)C)c1ccc2ccc3cccc4ccc1c2c34"
"666302","CN1C(=O)N(C)c2nc3sc4C(=O)c5c(O)ccc(O)c5C(=O)c4n3c2C1=O"
"666304","c1ccc2nc3c(nc2c1)sc4nc5ccccc5n34"
"666305","O=C1c2ccccc2C(=O)c3c1sc4nc5ccccc5n34"
"666307","N#Cc1cccc2Nc3ccccc3Sc12"
"666309","c1ccc(nc1)c2c([nH]c(c3cccs3)c2c4ccccn4)c5cccs5"
"666314","O=C1NN(C(=O)C2C1C3c4ccccc4C2c5ccccc35)c6ccccc6"
"666346","CCCCCCCCCCOC1C(OC2OC3(CCCCC3)OC12)C(O)CNCCCN(C)C"
"666347","CCCCCCCCCCOC1C(OC2OC3(CCCCC3)OC12)C(C)OCCCN(C)C"
"666354","Oc1ccccc1\C=N\NC2=Nc3ccccc3C(=O)N2c4ccccc4"
"666355","[O-][N+](=O)c1ccc(\C=N\NC2=Nc3ccccc3C(=O)N2c4ccccc4)cc1"
"666356","COc1ccc(\C=N\NC2=Nc3ccccc3C(=O)N2c4ccccc4)cc1"
"666358","Cc1cc(C)n(n1)C2=Nc3ccccc3C(=O)N2c4ccccc4"
"666360","Clc1ccc(\C=N\NC2=Nc3ccccc3C(=O)N2c4ccccc4)cc1"
"666361","Oc1ccccc1c2nnc3N(C(=O)c4ccccc4n23)c5ccccc5"
"666362","CN(C)c1ccc(\C=N\NC2=Nc3ccccc3C(=O)N2c4ccccc4)cc1"
"666365","Oc1ccc(cc1)c2nnc3N(C(=O)c4ccccc4n23)c5ccccc5"
"666377","Oc1c(Br)cc(CCNC2=CC(=O)c3nc[nH]c3C2=O)cc1Br"
"666384","CC(=O)OC[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1C[C@H](O2)C4=CC(=O)O[C@H]4O"
"666385","CO[C@@]12CCC3(C)[C@@](CC[C@@H]4[C@@]5(C)CCC[C@@]34OC5=O)(C1)C(=O)C2=C"
"666388","O[C@@H](C[C@@H]1CC=CC(=O)O1)CC(=O)\C=C\c2ccccc2"
"666389","CC1CC(OP(=O)(OCc2ccccc2)OCc3ccccc3)[C@@H](OCc4ccccc4)C(OCc5ccccc5)C1OCc6ccccc6"
"666398","Cc1ccc(cc1)S(=O)(=O)N\N=C\C2(c3ccccc3)c4ccccc4c5ccccc25"
"666401","COc1ccc2C3CC[C@]4(C)OC(=O)CCC4[C@@H]3CCc2c1"
"666407","CSCCCS\C\1=C\CCCCCCCCCC1"
"666424","NC1CC2C3CCC2C(=O)C13"
"666425","Cc1ccc(cc1)S(=O)(=O)N\N=C\2/CC3C4CCC3C2C4"
"666426","OC1C2CCC3C2CC(C13)C(O)(c4ccccc4)c5ccccc5"
"666434","OC(=O)c1ccccc1C(=O)OC2C3CCC4CC3C(=C)C24"
"666440","COC1(OC)C2(Cl)CCC1(Cl)C(C2)OC(=O)C"
"666450","OC(=O)c1cccc(c1)S(=O)(=O)NN2C(SCC2=O)c3ccccc3"
"666452","OC(=O)c1cccc(c1)S(=O)(=O)NN2C(SCC2=O)c3ccccc3Cl"
"666454","CN(C)c1ccc(cc1)C2SCC(=O)N2NS(=O)(=O)c3cccc(c3)C(=O)O"
"666455","OC(=O)c1cccc(c1)S(=O)(=O)NN2C(SCC2=O)c3c(O)ccc4ccccc34"
"666472","OC1c2ccccc2CC13CCC(=O)CC3"
"666473","CC1(C)c2ccccc2C(=O)C13CCC(=O)CC3"
"666477","CP(=S)(C)P(=S)(C)C"
"666479","OC(=O)CCC(=O)c1ccc2CCC(C(=O)O)c2c1"
"666485","Cc1ccc2c(Nc3ccccc3P2(=O)O)c1"
"666486","Cc1ccc2c(Nc3cc(ccc3P2=O)C(F)(F)F)c1"
"666489","N1c2ccccc2[P+]3(c4ccccc4Nc5ccccc35)c6ccccc16"
"666490","N1c2ccccc2p3(c4ccccc14)c5ccccc5nc6ccccc36"
"666491","OP1(=O)c2ccccc2CCc3ccccc13"
"666496","O=P1(Cc2ccccc2)c3ccccc3c4ccccc14"
"666508","OP(=O)(O)c1ccccc1Oc2ccccc2"
"666513","O=C1C2C(C(c3ccccc3)C4(Cc5ccccc5C4=O)C2c6ccccc6)c7ccccc17"
"666516","O=CC12C3C(C(c4ccccc14)c5ccccc25)C(=O)NC3=O"
"666517","O=C1CCC2=C(CCC2)N1CCc3ccc4OCOc4c3"
"666518","OC1(CS(=O)c2ccccc2)CCCCC1"
"666524","CC1=C2CC(C)(C)CC(=O)C2(C)CCC1=O"
"666526","CCCCCCC1CC(=O)C1(Cl)Cl"
"666531","CCOP(=O)(CC(=O)C1CC1)OCC"
"666532","C[Si](C)(C)C#CCOC=C1CC1"
"666534","CC(=O)C(C)(C)CCC(C)(C)C(=O)C"
"666535","CCOC(=O)CC(c1ccccc1)C(C)(C(=O)OCC)C(=O)OCC"
"666540","CC1(C)OC(=O)C(Cc2ccccc2)(Cc3ccccc3)C(=O)O1"
"666552","ClC1(Cl)[C@@H]2CCC3C(CC[C@@H]2C1=O)C(=O)C3(Cl)Cl"
"666569","CC(=O)Oc1ccc2C3[C@H](C[C@]4(C)[C@@H](O)CCC4[C@@H]3CCc2c1)O[N+](=O)[O-]"
"666570","CC(=O)Oc1ccc2C3[C@H](C[C@]4(C)[C@H](CCC4[C@@H]3CCc2c1)O[N+](=O)[O-])O[N+](=O)[O-]"
"666571","CC1Cc2cc(O)ccc2C3[C@H](C[C@]4(C)[C@@H](O)CCC4[C@H]13)O[N+](=O)[O-]"
"666583","Cc1ccc(cc1)n2cc(c3ccc(Cl)cc3)c4c(NN)ncnc24"
"666584","CC[n+]1cnc(N)c2c(cn(c3ccc(C)cc3)c12)c4ccc(Cl)cc4"
"666586","Oc1ccc(CCC(=O)OCCc2ccccc2)cc1O"
"666589","Oc1ccc(\C=C\C(=O)OCCCc2ccccc2)cc1O"
"666590","Oc1ccc(\C=C\C(=O)OCc2ccccc2)cc1O"
"666592","Oc1cc(O)c(\C=C\C(=O)OCCc2ccccc2)cc1O"
"666595","OC(=O)c1cc(ccc1O)c2ccc3cc(O)c(O)cc3c2"
"666596","OC(=O)c1cc(ccc1O)c2ccc3c(O)c(O)ccc3c2"
"666597","OC(=O)c1cc(ccc1O)c2ccc3c(O)ccc(O)c3c2"
"666600","OC(=O)c1cc(CCc2ccc(O)c(O)c2)ccc1O"
"666606","CC(O)C(C)(O)C(=O)N[C@H]([C@@H](O)C(=O)OC1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]4[C@@]5(CO[C@@H]5C[C@H](O)[C@@]4(C)C(=O)[C@H](OC(=O)C)C(=C1C)C2(C)C)OC(=O)C)c6ccccc6"
"666607","CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)CC(OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6occc6)C(=C1C5(C)C)C"
"666608","CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)CC(OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccc8ccccc8c7)C(=C1C5(C)C)C"
"666612","CCOC(=O)c1ccc(NCc2ccc3OC(=O)C(=Nc3c2)c4ccccc4)cc1"
"666659","CC(C)(C)C1=C(Br)C(OC(=O)C(F)(F)F)(OP1(=O)c2ccccc2)C(C)(C)C"
"666660","CC(C)(C)C1=C(Br)C(F)(OP1(=O)c2ccccc2)C(C)(C)C"
"666662","CC1(C)OP(=O)(C=C1Br)c2ccccc2"
"666663","COC1(OP(=O)(O)C(=C1)C(C)(C)C)C(C)(C)C"
"666667","CCOP1(=O)OC(C)(C)C(=C1)Sc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-]"
"666672","CC(C)(C)C=C=C(C(C)(C)C)P(=O)(O)O"
"666673","CCOP(=O)(OCC)C=C=C1CCC2[C@@H]3CCc4cc(OC)ccc4C3CC[C@]12C"
"666674","COc1ccc2C3CC[C@@]4(C)C(CCC4=C=CP(=O)(O)O)[C@@H]3CCc2c1"
"666679","OP(=O)(C#CC(=O)c1ccccc1)c2ccccc2"
"666681","COC1(CCCCCCCCC(CCCCCCCC1)(OC)OC)OC"
"666683","OC1(CCCCCCCCC2(CCCCCCCC1)OCCO2)C#C"
"666684","C1CCCCC2(CCCCCCCCC3(CCC1)OCCO3)OCCO2"
"666690","OC(=O)CCC1(CCC(=O)O)CCCCCCCCC(CCC(=O)O)(CCC(=O)O)C(=O)C1=O"
"666691","O=C1C(=O)C(CCC#N)(CCC#N)CCCCCCCCC1(CCC#N)CCC#N"
"666692","OCCCC1(CCCO)CCCCCCCCC(CCCO)(CCCO)C(=O)C1=O"
"666693","COC(=O)CCCC1(CCCC(=O)OC)CCCCCCCCC(CCCC(=O)OC)(CCCC(=O)OC)C(=O)C1=O"
"666694","OC1C(O)C(CCC#N)(CCC#N)CCCCCCCCC1(CCC#N)CCC#N"
"666697","O=C1C(=O)C(CCC#N)(CCC#N)CCCCCCC1(CCC#N)CCC#N"
"666698","COC(=O)CCC1(CCC(=O)OC)CCCCCCC(CCC(=O)OC)(CCC(=O)OC)C(=O)C1=O"
"666700","COC1CC(OC1CO)N2C=CC(=O)NC2=O"
"666707","O\N=C\1/CC2(CCC1(Cc3ccccc3)CC2)N4CCOCC4"
"666715","Cc1cc(c(S)cc1Cl)S(=O)(=O)Nc2nc(Nc3ccc(Cl)cc3)n[nH]2"
"666731","CC(=O)C(=C(I)I)c1ccccc1"
"666735","[O-][N+](=O)c1cccc2nc3ccccc3c(NCCC[N+]4([O-])CCOCC4)c12"
"666738","OCCN(CCO)c1ncc(s1)[N+](=O)[O-]"
"666752","CN(C)c1cccc2c(cccc12)S(=O)(=O)NCCN"
"666763","Oc1ccc(\C=C\C(=O)c2ccc3OCOc3c2)cc1"
"666765","CC(C)(C)C(=O)Oc1ccc(\C=C\C(=O)c2ccc(OC(=O)C(C)(C)C)cc2)cc1"
"666766","Oc1ccc(\C=C\2/CC\C(=C/c3ccc(O)cc3)\C2=O)cc1"
"666767","Oc1ccc(\C=C\2/CC\C(=C/c3ccc(O)c(O)c3)\C2=O)cc1O"
"666769","CC1C\C(=C/c2ccc(OC(=O)C(C)(C)C)cc2)\C(=O)\C(=C\c3ccc(OC(=O)C(C)(C)C)cc3)\C1"
"666783","COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)cc1"
"666787","Cc1c(CNc2ccc(Cl)c(Cl)c2Cl)cnc3nc(N)nc(N)c13"
"666850","CC(CC[C@@]1(C)C(=O)CCC2O[C@@]12C)[C@H]3C[C@H](OC3=O)c4cocc4"
"666851","C[C@@H]1CC[C@]2(C)[C@@]3(C)CCC2(OC3=O)[C@@]14CC(OC4=O)c5cocc5"
"666858","CC(OC(=O)C)C(C)(O)C(=O)OC1C=C(C)C2C[C@H](OC(=O)C)C(=C)C2C3OC(=O)C(=C)[C@H]13"
"666859","CC(OC(=O)C)C(C)(OC(=O)C)C(=O)OC1C=C(C)C2C[C@H](OC(=O)C)C(=C)C2C3OC(=O)C(=C)[C@H]13"
"666869","CCCC(=O)OC1C(F)C(OC1CO)N2C=C(F)C(=O)NC2=O"
"666870","CCCC(=O)OCC1OC(C(F)C1O)N2C=C(F)C(=O)NC2=O"
"666871","CCCC(=O)OCC1OC(C(F)C1OC(=O)CCC)N2C=C(F)C(=O)NC2=O"
"666977","Cc1nc(O)nc(N\N=C\c2ccc(Cl)c(Cl)c2)c1C(=O)Nc3ccc(Cl)c(Cl)c3"
"666980","Cc1nc(O)nc2nc3ccc(Cl)cc3c(NC(C)(CO)CO)c12"
"666981","CC(C)(C)C1=C(Br)C(O)(OP1(=O)c2ccccc2)C(C)(C)C"
"666991","CC1=CN(C2CC(N\C(=N\C#N)\NCC3OC(CC3O)n4cnc5c(N)ncnc45)C(CO)O2)C(=O)NC1=O"
"666997","COc1cc2CCN3CCC4CCCCC4C3c2cc1OC"
"666999","Cn1cc(c2ccccc12)S(=O)(=O)NC(=O)Nc3ccc(Cl)cc3"
"667001","CC(C)(C)OC(=O)N\C=C\1/C(=O)Oc2ccccc2C1=O"
"667003","CC(C)(C)OC(=O)N1Cc2cc(O)ccc2C[C@H]1C(=O)O"
"667006","NCC#CCNCCCN1CC1"
"667047","C\C=C\c1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1O"
"667049","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(C=C)cc34)[C@@H]1CC[C@@H]2O"
"667057","Cc1ccc2nc(\C=N\c3ccc(Cl)cc3)cc(C)c2c1"
"667058","Cc1ccc2nc(\C=N\c3ccccc3Cl)cc(C)c2c1"
"667059","Cc1ccnn1CCc2ccc(Cl)cc2Cl"
"667064","NC(=S)N\N=C/1\C(CCC2(O)CCc3ccccc3C2=O)CCc4ccccc14"
"667065","O=C1C(CN2CCCC2)CCC1CN3CCCC3"
"667067","O=C(CCN1CCN(CCC(=O)\C=C\c2ccccc2)CC1)\C=C\c3ccccc3"
"667070","CCCCCCCCCCCCCCCC1(C[N+](C)(C)CCO1)OC"
"667071","C[C@H]1ON2CCC[C@@H]2[C@@H]1C(=O)N3C4CC5CCC4(CS3(=O)=O)C5(C)C"
"667072","O=C(NC(=S)Nc1nc2CCCCc2c(c3ccccc3)c1C#N)c4ccccc4"
"667076","CSc1nc(N)c2c(c3CCCCc3nc2n1)c4ccccc4"
"667078","Nc1nc(SCCc2ccccc2)nc3nc4CCCCc4c(c5ccccc5)c13"
"667079","Nc1nc(SCC(=O)c2ccccc2)nc3nc4CCCCc4c(c5ccccc5)c13"
"667080","CCSc1nc(N)c2c(c3CCCc3nc2n1)c4ccccc4"
"667082","CCOC(=O)CSc1nc(N)c2c(c3CCCCc3nc2n1)c4ccc(OC)c(OC)c4"
"667088","COc1ccc(cc1OC)c2c(c(C)nc3nc(SC)nc(SC)c23)c4ccccc4"
"667223","COc1ccc(cc1)C2Oc3c(OC)cccc3C=C2[N+](=O)[O-]"
"667224","COc1cccc2C=C(C(Oc12)c3ccc(Cl)cc3)[N+](=O)[O-]"
"667225","[O-][N+](=O)C1=Cc2cc(Cl)ccc2OC1c3ccc(cc3)C#N"
"667226","COc1cccc2C=C(C(Oc12)c3ccc(cc3)C#N)[N+](=O)[O-]"
"667227","Oc1ccc(cc1)C(=O)\C=C\c2ccc3OCOc3c2"
"667228","COc1cc(\C=C\2/CC(C)C\C(=C/c3ccc(O)c(OC)c3)\C2=O)ccc1O"
"667230","CCOC(=O)C1=CCOc2cc(ccc12)N(C)C"
"667231","CCOC(=O)CC1C(C(=O)Oc2cc(O)ccc12)c3ccc(N)cc3"
