,HCC44_LUNG,OACP4C_OESOPHAGUS
GO:0051482,0.42093,0.42093
GO:0051489,-0.66968,-1.2894
GO:0051493,0.25041,0.58195
GO:0051495,-0.38601,-1.0059
GO:0051496,-0.53784,-0.034631
GO:0051568,-0.16483,-0.16483
GO:0051570,0.57873,0.57873
GO:0051590,-0.6209,-0.6209
GO:0051602,0.77569,0.47002
GO:0051606,0.17421,0.034156
GO:0051607,0.30809,0.46815
GO:0051641,0.45797,1.6029
GO:0051646,-0.60173,-0.96596
GO:0051649,-0.34837,-0.29834
GO:0051656,-0.76239,-0.41755
GO:0051674,0.86407,-1.5641
GO:0051707,0.3388,0.46299
GO:0051709,-0.36357,-0.56322
GO:0051726,0.11593,0.1168
GO:0051770,-0.45078,-0.45078
GO:0051851,-0.58113,-0.58114
GO:0051894,0.51652,0.85696
GO:0051897,-0.69387,-0.49721
GO:0051898,0.36091,0.36091
GO:0051900,0.46132,0.46132
GO:0051924,0.64755,0.25242
GO:0051928,0.49247,0.20591
GO:0051930,0.33726,0.55234
GO:0051937,1.265,0.62856
GO:0051952,0.28944,0.38619
GO:0051957,-0.50816,-0.50816
GO:0051961,0.098446,0.49672
GO:0051965,0.49615,0.22877
GO:0051968,0.60845,0.60845
GO:0051969,-0.62061,-0.24352
GO:0051973,0.17121,0.66617
GO:0052547,0.24623,0.078066
GO:0052695,0.48335,0.43474
GO:0055010,-0.60607,0.4206
GO:0055013,0.48239,0.65119
GO:0055017,-0.61458,-0.61458
GO:0055022,0.64088,0.64088
GO:0055024,0.28979,0.57271
GO:0055025,-0.54618,-0.057057
GO:0055078,0.2872,0.30201
GO:0055080,-0.5347,-0.19023
GO:0055082,-0.18951,-0.47338
GO:0055083,0.62673,0.62673
GO:0055085,0.11623,0.37058
GO:0055089,-0.48377,-0.48377
GO:0055093,-0.45551,-0.41582
GO:0055114,0.3269,0.35755
GO:0055123,-0.50602,-0.51364
GO:0060021,0.64539,0.65392
GO:0060042,-0.68556,-0.68556
GO:0060045,0.62922,0.32854
GO:0060048,-0.44706,-0.20724
GO:0060071,-0.54976,-0.54976
GO:0060079,0.57913,0.64728
GO:0060113,0.49878,0.49878
GO:0060134,0.54168,0.54168
GO:0060135,-0.8502,-0.42554
GO:0060142,0.52889,0.52889
GO:0060149,0.4632,0.4632
GO:0060173,-0.56296,-0.64243
GO:0060249,0.4521,0.79883
GO:0060252,0.5531,0.5531
GO:0060259,-0.44704,-0.38154
GO:0060291,-0.43321,-0.43321
GO:0060306,-1.4947,-0.95642
GO:0060317,0.55953,0.60946
GO:0060325,0.59362,0.99252
GO:0060333,0.39956,0.45729
GO:0060334,-0.026406,-0.34048
GO:0060337,0.35976,0.35976
GO:0060338,0.5555,0.5555
GO:0060341,-0.16435,-0.30789
GO:0060348,0.55635,0.093117
GO:0060359,-0.3811,0.48118
GO:0060395,0.38195,0.38195
GO:0060396,-0.50833,-0.50833
GO:0060401,0.52008,0.84162
GO:0060402,0.30345,0.79985
GO:0060412,0.43121,0.42594
GO:0060415,-0.2258,-0.31079
GO:0060425,0.45359,0.5992
GO:0060429,-0.046417,0.65933
GO:0060443,0.29223,0.51283
GO:0060444,0.54136,0.54136
GO:0060485,-0.54563,0.54076
GO:0060548,-0.20126,-0.26885
GO:0060562,0.36501,1.1079
GO:0060612,0.54009,0.54009
GO:0060627,0.76064,0.5493
GO:0060669,0.48422,0.45242
GO:0060688,0.28757,0.28757
GO:0060711,-0.50604,-0.50604
GO:0060732,0.53648,0.53648
GO:0060749,-0.4252,-0.4252
GO:0060828,-0.47967,-0.53941
GO:0060967,0.51801,0.51801
GO:0060976,0.74637,0.026242
GO:0060993,0.59139,0.59139
GO:0060996,-0.51241,-0.63587
GO:0060999,0.47869,0.61142
GO:0061001,0.39657,0.38557
GO:0061024,-0.61779,-0.28349
GO:0061025,-0.54878,-0.54878
GO:0061028,0.48787,0.48787
GO:0061036,-0.46595,-0.46595
GO:0061041,0.60793,0.24348
GO:0061050,0.60177,0.60177
GO:0061061,-0.32486,0.29137
GO:0061077,0.55236,0.55236
GO:0061098,-0.77273,0.12483
GO:0061136,0.45633,0.54301
GO:0061311,-0.53677,0.0014753
GO:0061333,-0.42472,-0.42472
GO:0061351,0.63615,0.63615
GO:0061384,0.58702,1.579
GO:0061387,0.071149,-0.39115
GO:0061418,0.51288,0.6194
GO:0061437,-0.44414,-0.44414
GO:0061515,0.72368,1.0791
GO:0061564,0.3321,0.29918
GO:0061621,-0.59719,-0.30388
GO:0061647,0.36891,0.47971
GO:0062012,0.29825,-0.49099
GO:0062013,-0.62555,-0.042091
GO:0062014,0.6738,0.25696
GO:0065003,0.67741,0.32977
GO:0070050,0.66308,0.84442
GO:0070059,-0.44121,-0.44121
GO:0070076,0.78311,0.78311
GO:0070098,-0.38871,-0.38871
GO:0070168,0.73075,0.126
GO:0070207,-0.45864,-0.43181
GO:0070229,0.47106,0.47106
GO:0070230,-0.59988,-0.60006
GO:0070232,0.56881,0.57093
GO:0070266,-0.52302,-0.52302
GO:0070268,0.39116,0.39116
GO:0070301,0.2924,0.59591
GO:0070303,-0.60487,-0.60487
GO:0070304,-0.53114,-0.28395
GO:0070317,0.74515,0.27476
GO:0070328,0.50926,0.25199
GO:0070371,0.35723,0.35723
GO:0070372,0.26003,0.71687
GO:0070373,-0.54119,-0.54119
GO:0070374,-0.2901,-0.47067
GO:0070423,-0.51193,-0.51193
GO:0070498,-0.47832,-0.47832
GO:0070507,-0.63685,-0.72868
GO:0070509,0.313,0.42178
GO:0070527,0.25641,0.96943
GO:0070542,-0.49819,-0.59839
GO:0070555,-0.33379,-0.33379
GO:0070588,0.47992,0.15413
GO:0070613,-1.139,-0.25103
GO:0070647,0.44585,-0.36433
GO:0070665,0.39498,0.24109
GO:0070723,-0.69887,-0.35119
GO:0070875,0.56816,0.52375
GO:0070884,0.57355,0.57355
GO:0070925,0.71477,0.43368
GO:0070932,0.48278,0.48367
GO:0070988,0.54857,0.54857
GO:0071071,-0.441,-0.441
GO:0071157,0.59783,0.59783
GO:0071214,-0.42581,-0.90371
GO:0071222,-0.54246,-0.37902
GO:0071229,0.16294,-0.94055
GO:0071230,0.46286,0.38099
GO:0071243,0.50418,-0.20846
GO:0071248,0.90229,-0.12871
GO:0071260,0.47381,0.5771
GO:0071276,0.59746,0.59746
GO:0071277,0.23578,0.79447
GO:0071295,0.69655,0.69655
GO:0071300,-0.77272,0.46279
GO:0071312,0.61674,0.6807
GO:0071318,-0.60585,-0.60585
GO:0071320,-0.36247,-0.48591
GO:0071326,0.066548,0.37084
GO:0071333,0.70951,0.40876
GO:0071345,1.4222,1.2771
GO:0071353,-0.94373,0.10144
GO:0071354,-0.43672,-0.43672
GO:0071356,-0.53549,-0.69564
GO:0071361,0.46827,0.87819
GO:0071363,0.13264,-0.98628
GO:0071364,-0.44423,-0.42087
GO:0071371,0.42336,0.40303
GO:0071375,-0.57378,-0.47201
GO:0071377,0.42733,0.50059
GO:0071380,0.4731,0.4731
GO:0071392,-0.45554,-0.4992
GO:0071396,0.1574,-0.13363
GO:0071398,0.51396,0.49353
GO:0071404,0.46367,0.46367
GO:0071407,-0.64466,-0.34685
GO:0071415,-0.63376,-0.61095
GO:0071417,1.0561,0.27394
GO:0071456,0.57245,-0.043154
GO:0071466,0.97842,0.23151
GO:0071470,0.71579,0.37061
GO:0071480,-0.5406,-0.5406
GO:0071496,0.55284,0.69022
GO:0071542,0.37764,0.19907
GO:0071549,-0.25767,-0.42778
GO:0071559,-0.52334,-0.90703
GO:0071634,-0.67736,-0.67736
GO:0071695,-0.39379,-0.39243
GO:0071702,-0.14643,-0.20239
GO:0071705,-0.54599,2.0195
GO:0071731,0.48834,0.48834
GO:0071772,0.45216,0.39126
GO:0071805,-0.51509,-0.82905
GO:0071824,-0.51634,-0.51894
GO:0071868,-0.87908,-0.87908
GO:0071872,-0.45398,-0.45398
GO:0071887,-0.55097,-0.55097
GO:0071897,-0.38576,-0.17267
GO:0071900,-0.068472,0.60385
GO:0071902,0.68098,0.23148
GO:0072012,-0.43691,-0.43691
GO:0072073,0.39319,0.12948
GO:0072078,-0.70449,-0.70449
GO:0072080,0.37422,0.37422
GO:0072088,0.49614,0.49614
GO:0072089,0.83094,0.5086
GO:0072163,-0.53524,-0.46914
GO:0072215,-0.3978,-0.36873
GO:0072329,0.52045,0.52045
GO:0072330,-0.57897,-0.67194
GO:0072331,-0.55373,-0.72444
GO:0072359,0.2696,0.047743
GO:0072378,0.47662,0.47662
GO:0072422,0.30882,0.48166
GO:0072525,0.3732,0.3732
GO:0072527,0.45007,-0.14248
GO:0072594,0.55506,0.59023
GO:0072595,0.38357,0.38357
GO:0072655,0.46307,1.0162
GO:0072657,-0.45894,-0.78811
GO:0072659,0.26884,0.065157
GO:0072662,0.7842,0.7842
GO:0072678,-0.52085,-0.27064
GO:0080134,-0.097914,-0.07983
GO:0080135,0.67058,0.52547
GO:0086002,-0.80226,-0.85176
GO:0086004,-0.53624,-0.53624
GO:0086012,-0.59424,-0.42054
GO:0086013,0.70241,0.67411
GO:0086019,-0.61325,-0.16146
GO:0086091,-0.69096,-0.27198
GO:0090023,0.61016,0.61016
GO:0090026,-0.50953,-0.50953
GO:0090050,-0.50755,-0.5818
GO:0090066,-0.44617,0.89348
GO:0090068,-0.5362,-0.37637
GO:0090075,-0.49509,-0.44477
GO:0090090,-0.52159,-0.27047
GO:0090092,0.34605,0.17888
GO:0090102,-0.41524,-0.84098
GO:0090130,-0.3988,-0.11202
GO:0090150,-0.41229,-1.0999
GO:0090184,0.54783,0.66375
GO:0090200,0.58332,0.58332
GO:0090207,-0.35848,-0.35848
GO:0090257,0.43473,-0.45015
GO:0090263,0.52939,0.61616
GO:0090280,-0.42176,-0.42176
GO:0090287,-0.60843,-0.78909
GO:0090304,0.26541,-0.49912
GO:0090307,0.54089,0.54089
GO:0090312,-0.52216,-0.51603
GO:0090314,-0.3565,-0.3565
GO:0090316,0.37342,0.37342
GO:0090344,0.49565,0.49565
GO:0090398,-0.64883,-0.67041
GO:0090399,0.43192,0.41176
GO:0090407,-0.88616,-0.53832
GO:0090501,0.43929,0.43929
GO:0090559,0.57012,0.57012
GO:0090596,0.20505,0.20505
GO:0090630,0.46029,0.45833
GO:0097009,-0.4089,-0.39927
GO:0097028,-0.67555,-1.1592
GO:0097061,0.5142,0.5158
GO:0097066,-0.43999,-0.43999
GO:0097164,-0.63076,0.069244
GO:0097190,0.48649,0.52606
GO:0097191,0.25847,0.25847
GO:0097192,-0.50403,-0.50403
GO:0097193,0.30532,0.66592
GO:0097194,-0.61223,-0.61223
GO:0097237,0.35503,0.12318
GO:0097242,-0.40805,-0.40805
GO:0097305,0.5051,0.5616
GO:0097306,0.78908,0.697
GO:0097327,0.75334,0.38541
GO:0097421,0.66633,0.5826
GO:0097435,-0.26294,-0.55021
GO:0097711,0.47966,0.67495
GO:0097746,0.36724,0.98332
GO:0098542,0.56741,-0.29288
GO:0098586,0.52895,0.61439
GO:0098609,0.54059,-0.89836
GO:0098656,-0.30496,-0.31007
GO:0098657,-0.59013,0.6431
GO:0098659,-0.6879,-1.2385
GO:0098662,0.2349,0.43956
GO:0098664,0.51418,0.51418
GO:0098732,0.36479,0.19772
GO:0098754,-0.33369,-0.33369
GO:0098761,0.76036,0.76036
GO:0098771,-0.34718,-0.04196
GO:0098781,0.88864,0.66351
GO:0098813,0.58685,0.96741
GO:0098868,-0.46394,-0.46394
GO:0098869,-0.41626,-0.41626
GO:0098900,-0.60552,-0.22648
GO:0098930,-0.42232,-0.42232
GO:0099024,0.24263,0.77388
GO:0099111,-0.46632,-0.44078
GO:0099170,-0.62254,-0.62254
GO:0099504,0.32051,0.32051
GO:0110020,0.62421,0.83529
GO:0110053,0.37778,1.4266
GO:0110110,-0.33785,-0.076069
GO:0110111,-2.3066,-0.501
GO:0120031,0.3411,-0.29136
GO:0120034,0.50202,1.1064
GO:0120035,0.30865,-0.45837
GO:0120036,-0.097386,-0.32084
GO:0120162,-0.59587,-0.56248
GO:0120163,0.41062,0.79451
GO:0140029,0.45877,0.45877
GO:0140115,-0.58865,-0.5951
GO:0140131,-0.44734,-0.44734
GO:0150063,0.09544,1.0864
GO:0150065,0.42021,0.42021
GO:0150078,0.46249,0.46249
GO:1900015,0.5733,1.1482
GO:1900026,-0.56203,-0.56203
GO:1900034,0.74744,0.17093
GO:1900076,0.45126,0.45126
GO:1900087,0.18758,0.48564
GO:1900101,-0.53473,-0.53473
GO:1900117,0.70421,0.70421
GO:1900120,0.69763,0.69763
GO:1900273,-0.55651,-0.55651
GO:1900274,0.34825,1.2246
GO:1900371,0.80007,0.53452
GO:1900408,0.44538,0.44538
GO:1900409,-0.40804,-0.40804
GO:1900740,0.72277,0.72277
GO:1900745,-0.069187,0.48237
GO:1901016,-0.46491,-0.46491
GO:1901020,-0.46921,-0.46921
GO:1901021,0.4679,0.59293
GO:1901068,0.36447,0.36447
GO:1901135,-0.44711,-0.27728
GO:1901136,0.038024,0.68407
GO:1901137,-0.76686,-0.27307
GO:1901214,0.45406,0.80102
GO:1901224,-0.4654,-0.21605
GO:1901264,-0.41851,-0.41851
GO:1901361,-0.29106,-0.069138
GO:1901362,-0.2862,-0.43622
GO:1901380,-0.38469,-0.49809
GO:1901381,-0.16465,-0.52827
GO:1901385,0.48657,0.48272
GO:1901565,0.30683,0.11166
GO:1901566,0.35764,0.76743
GO:1901568,-0.58986,-0.58986
GO:1901571,0.43265,0.63715
GO:1901575,0.2361,0.40033
GO:1901576,0.07768,-0.1975
GO:1901605,-0.23802,-0.52036
GO:1901607,0.41041,0.41041
GO:1901615,-0.45148,-0.095671
GO:1901616,-0.47413,-0.21972
GO:1901617,0.18698,0.488
GO:1901652,0.48898,0.33939
GO:1901653,0.19976,-0.26486
GO:1901654,-0.25911,-0.58199
GO:1901655,-0.093049,-0.61854
GO:1901658,-0.3809,-0.19457
GO:1901659,-0.39489,-0.25341
GO:1901661,-0.4406,-0.4406
GO:1901687,-0.50967,-0.50967
GO:1901701,-0.95609,-0.47683
GO:1901796,0.42149,0.47805
GO:1901889,-0.55143,-0.35681
GO:1901985,-0.42559,-0.42559
GO:1901990,-1.7388,-1.0319
GO:1902003,0.5414,0.5414
GO:1902036,-0.43027,-0.43027
GO:1902042,-0.40118,-0.40118
GO:1902105,-0.4402,0.010496
GO:1902117,-0.44685,-0.44685
GO:1902170,-0.40725,-0.40725
GO:1902175,-0.61382,-0.61382
GO:1902230,-0.39664,-0.38092
GO:1902235,0.3864,0.3864
GO:1902254,-0.47698,-0.47846
GO:1902402,0.5508,0.66363
GO:1902403,0.56916,0.36607
GO:1902475,-0.46824,-0.46824
GO:1902476,0.57677,0.61048
GO:1902532,-0.069892,-0.60149
GO:1902533,0.18852,0.12315
GO:1902600,-0.42785,-0.37366
GO:1902644,-0.48298,-0.48298
GO:1902692,0.64357,0.44727
GO:1902745,0.7367,0.7367
GO:1902749,0.36533,1.3154
GO:1902895,0.43643,0.43643
GO:1902904,-0.25978,-0.33885
GO:1902905,-0.46216,-0.80575
GO:1903008,-0.54101,0.35452
GO:1903035,0.65048,0.65048
GO:1903037,0.60423,-0.069934
GO:1903038,-1.1546,-0.64426
GO:1903047,1.7084,0.23822
GO:1903053,-0.34854,-1.4893
GO:1903078,0.30192,0.58904
GO:1903146,0.42866,0.42866
GO:1903169,0.41563,0.45893
GO:1903203,-0.49046,-0.49046
GO:1903206,-0.52002,-0.52002
GO:1903312,0.66302,0.21327
GO:1903313,0.42637,0.355
GO:1903320,0.46065,0.27896
GO:1903351,-0.55097,-0.55097
GO:1903362,0.26459,0.69703
GO:1903363,-0.63131,-0.63131
GO:1903364,-0.29824,-0.83499
GO:1903409,0.41789,0.41789
GO:1903427,-0.40289,-0.40289
GO:1903429,0.4461,0.5
GO:1903509,-0.44106,-0.031006
GO:1903522,-0.44883,-0.48795
GO:1903530,0.19741,0.093018
GO:1903532,0.74658,0.73244
GO:1903533,-0.6179,-0.6179
GO:1903579,0.38871,0.38871
GO:1903670,0.32172,0.6294
GO:1903706,-0.23518,-0.45883
GO:1903707,0.66283,0.25246
GO:1903779,0.3826,0.39029
GO:1903792,0.4829,0.50375
GO:1903798,-0.53663,-0.53663
GO:1903825,-0.50898,-0.50898
GO:1903827,-0.65587,-0.22154
GO:1903828,0.818,0.818
GO:1903829,0.66931,0.61953
GO:1903831,-0.47131,-0.47131
GO:1903955,-0.69305,-0.69305
GO:1903959,0.66623,0.66623
GO:1903978,0.83851,0.83851
GO:1904019,0.60295,0.16833
GO:1904029,0.47558,0.51841
GO:1904062,0.66108,0.3284
GO:1904064,-1.5867,-0.4815
GO:1904355,-0.74049,-0.92988
GO:1904385,-0.7677,-0.56264
GO:1904467,-0.89362,-0.89362
GO:1904646,0.53938,0.73466
GO:1904659,-0.84597,-0.78221
GO:1904706,0.47995,0.47995
GO:1904707,0.41664,0.41664
GO:1904752,-0.44075,-0.44075
GO:1904837,-0.52079,-0.4937
GO:1904886,0.44117,0.72015
GO:1904950,0.1962,0.43239
GO:1904996,-0.60096,-0.60096
GO:1905039,0.80543,0.80543
GO:1905114,-0.059427,-0.16348
GO:1905208,0.47987,0.48356
GO:1905209,0.63684,0.74649
GO:1905269,0.4423,0.4423
GO:1905330,-0.4597,-0.44613
GO:1905332,-0.44205,-0.44205
GO:1905475,-0.53091,-0.61241
GO:1905564,-0.46806,-0.46806
GO:1905818,-1.4972,-0.36226
GO:1905898,0.40871,0.40871
GO:1905952,0.30314,0.50649
GO:1990090,0.56735,0.56735
GO:1990138,-0.49867,0.20466
GO:1990830,-0.37422,-1.1857
GO:2000027,1.0641,0.29535
GO:2000112,0.31575,0.2758
GO:2000113,0.3523,0.056735
GO:2000142,-0.51431,-0.89107
GO:2000171,-0.33001,-0.16109
GO:2000179,-0.76616,-1.1342
GO:2000242,0.60066,0.60085
GO:2000243,-0.47431,-0.47431
GO:2000249,0.44485,1.8051
GO:2000272,0.48342,0.34633
GO:2000273,-0.50843,-0.50843
GO:2000279,0.67346,0.67346
GO:2000300,0.65439,0.65439
GO:2000310,0.43504,0.52193
GO:2000352,0.36343,0.36343
GO:2000353,0.50348,0.50348
GO:2000377,-0.53123,-0.42793
GO:2000379,0.45218,0.47546
GO:2000406,0.41868,0.96837
GO:2000463,0.56825,0.13224
GO:2000515,0.44614,0.44614
GO:2000648,0.45939,0.50005
GO:2000649,-1.3195,-0.53779
GO:2000679,0.50194,0.21529
GO:2000772,-0.70246,-0.49949
GO:2000778,-0.39282,-0.39282
GO:2000810,0.54477,0.54477
GO:2000811,0.44353,0.46642
GO:2000826,-0.69242,-1.0777
GO:2001020,-0.61999,-1.1553
GO:2001024,0.59935,0.59935
GO:2001025,-0.49026,-0.40913
GO:2001028,0.39183,0.39183
GO:2001056,-0.26979,-0.55478
GO:2001233,0.18339,0.56306
GO:2001234,-0.64334,-1.1536
GO:2001235,0.2672,0.41743
GO:2001236,-0.26825,0.75033
GO:2001238,0.35736,0.20886
GO:2001240,-0.43862,-0.43862
GO:2001242,-0.30018,-0.28229
GO:2001244,0.44144,0.44144
GO:2001257,0.2792,0.14097
GO:2001258,0.35288,0.35288
GO:2001259,-0.44808,-0.43788
